,class,read count,relative error
94,Candidatus Ozemobacteria,1000,
95,Candidatus Paceibacteria,1000,
96,Candidatus Peribacteria,1000,0.4658477240699655
97,Candidatus Phoenicimicrobiia,1000,
98,Candidatus Polarisedimenticolia,1000,
99,Candidatus Poseidoniia,1000,1.1818580295391192
100,Candidatus Saccharimonadia,1000,0.48080718795902283
101,Candidatus Sericytochromatia,1000,
102,Candidatus Sumerlaeia,1000,0.2077448024156805
103,Candidatus Tariuqbacteria,1000,
104,Candidatus Termititenacia,1000,
105,Candidatus Tharpellia,1000,
106,Candidatus Thermofonsia,1000,0.9115833552292292
107,Candidatus Uabimicrobiia,1000,0.9280889590381411
108,Candidatus Undinarchaeia,1000,
109,Candidatus Vecturitrichia,1000,
110,Caudoviricetes,1000,0.3720761823847336
111,Centroplasthelida,1000,0.5872224678712541
112,Cephalocarida,1000,
113,Cephalopoda,1000,0.5060359718421348
114,Cestoda,1000,1.5548589865953562
115,Charophyceae,1000,1.2537561717325478
116,Chilopoda,1000,1.731283426361234
117,Chitinispirillia,1000,
118,Chitinivibrionia,1000,
119,Chitinophagia,1000,1.6196495447335475
120,Chlamydiia,1000,0.3690700741449522
121,Chlorarachniophyceae,1000,0.9591296718686315
122,Chlorobiia,1000,0.238364245558296
123,Chlorodendrophyceae,1000,1.1801323863435358
124,Chloroflexia,1000,0.38514233850477475
125,Chlorokybophyceae,1000,0.8276019483721039
126,Chlorophyceae,1000,1.435255776765337
127,Chloropicophyceae,1000,1.0472376231291376
128,Choanoflagellata,1000,1.2822439515839126
129,Chromadorea,1000,0.46863750622380307
130,Chrymotiviricetes,1000,
131,Chrysiogenia,1000,0.5358167339606009
132,Chrysomerophyceae,1000,0.2697296940415159
133,Chrysophyceae,1000,0.562763081813858
134,Chthonomonadia,1000,0.6887504697376975
135,Chytridiomycetes,1000,0.4277992730019109
136,Clitellata,1000,1.1643909147756588
137,Clostridia,1000,0.4556080408825144
138,Coleochaetophyceae,1000,0.5982543409083342
139,Collembola,1000,0.2819705426839398
140,Colpodea,1000,0.7899175642753392
141,Compsopogonophyceae,1000,0.9141736683893235
142,Conexivisphaeria,1000,
143,Coniocybomycetes,1000,
144,Conoidasida,1000,0.5831320805276281
145,Coprothermobacteria,1000,
146,Coriobacteriia,1000,0.7980422471476963
147,Coscinodiscophyceae,1000,0.1671653133884284
148,Craniata,1000,
149,Cryptophyceae,1000,0.37531766943696043
150,Cubozoa,1000,0.0030035207654175514
151,Culicoidibacteria,1000,
152,Cyanophyceae,1000,0.5617382676395327
153,Cystobasidiomycetes,1000,0.2673304241075859
154,Cytophagia,1000,0.1600054601440837
155,Dacrymycetes,1000,0.5207918283906431
156,Deferribacteres,1000,1.6440122184534567
157,Deferrisomatia,1000,
158,Dehalococcoidia,1000,0.80931587967308
159,Deinococci,1000,0.176560611578211
160,Deltaproteobacteria,1000,0.6234635375228063
161,Demospongiae,1000,0.7696439792540486
162,Desulfarculia,1000,0.48247649760477057
163,Desulfobaccia,1000,0.7542178577043132
164,Desulfobacteria,1000,0.24267644906314448
165,Desulfobulbia,1000,1.1305574203825026
166,Desulfomonilia,1000,2.4512312581187516
167,Desulfovibrionia,1000,1.2739045441755001
168,Desulfurellia,1000,2.6233992417147483
169,Desulfuribacillia,1000,
170,Desulfuromonadia,1000,0.5987692786500708
171,Dethiobacteria,1000,0.6890040165461079
172,Developea,1000,0.3884597662894647
173,Dictyochophyceae,1000,0.4208932096831137
174,Dictyoglomia,1000,0.65947318703582
175,Dimargaritomycetes,1000,
176,Dinophyceae,1000,0.28038867404088136
177,Diplonemea,1000,1.1934235400239879
178,Diplopoda,1000,
179,Dipodascomycetes,1000,0.60394318574981
180,Dissulfuribacteria,1000,
181,Dothideomycetes,1000,0.30630533986881936
182,Duplopiviricetes,1000,
183,Echinamoebida,1000,1.3083227453653934
184,Elardia,1000,0.7054472790066502
185,Ellioviricetes,1000,0.0028540493296628166
186,Elusimicrobia,1000,0.20420981803486757
187,Endogonomycetes,1000,
188,Endomicrobiia,1000,0.4584959306194443
189,Enopla,1000,
190,Enoplea,1000,1.3830493783546203
191,Entomophthoromycetes,1000,0.21227911369701624
192,Epsilonproteobacteria,1000,0.87936173814475
193,Erysipelotrichia,1000,2.9352450559716163
194,Euglenida,1000,0.5939131334500092
195,Eumycetozoa,1000,0.9604019253315474
196,Eurotatoria,1000,0.7195568330137273
197,Eurotiomycetes,1000,0.5367486792783013
198,Eustigmatophyceae,1000,0.3395385044834597
199,Eutardigrada,1000,0.4354604386701478
200,Exobasidiomycetes,1000,1.3722750822476077
201,Faserviricetes,1000,0.6039837204627001
202,Fibrobacteria,1000,1.176198376751579
203,Filasterea,1000,0.7591085832725345
204,Fimbriimonadia,1000,0.42140334616774794
205,Flabellinia,1000,0.5683782067352512
206,Flavobacteriia,1000,0.0888735117118626
207,Florideophyceae,1000,0.5306234497020519
208,Fragilariophyceae,1000,0.33035191232167876
209,Fusobacteriia,1000,0.8592202606535569
210,Gammaproteobacteria,1000,0.032594400184753444
211,Gastropoda,1000,1.2912355347005364
212,Gemmatimonadia,1000,2.2530926979858625
213,Geoglossomycetes,1000,0.4712172426522159
214,Glaucocystophyceae,1000,0.37299593309573315
215,Glomeromycetes,1000,0.9386979327120496
216,Gnetopsida,1000,0.18507977208356724
217,Gordioida,1000,0.4370788118418055
218,Gymnolaemata,1000,0.8403545689449582
219,Halobacteria,1000,0.9891317051954661
220,Haplomitriopsida,1000,0.2677387196932574
221,Harpellomycetes,1000,0.20488552932460416
222,Herviviricetes,1000,0.4707614514804169
223,Heterotrichea,1000,1.1345691522886772
224,Hexactinellida,1000,
225,Hexanauplia,1000,0.2994744417984168
226,Holophagae,1000,2.2235809763334053
227,Homoscleromorpha,1000,1.14434869419405
228,Hydrogenophilia,1000,0.7872529383706526
229,Hydrozoa,1000,1.5544260422682215
230,Hyphochytriomycetes,1000,0.2695369881328393
231,Ichthyosporea,1000,1.3757279582114994
232,Ichthyostraca,1000,1.3706640336118858
233,Ignavibacteria,1000,1.5117035564978352
234,Imbricatea,1000,0.9761813375889992
235,Insecta,1000,0.1775030948857599
236,Insthoviricetes,1000,
237,Jungermanniopsida,1000,0.3491000658319677
238,Kickxellomycetes,1000,0.919064956878301
239,Kinetoplastea,1000,0.317110667311452
240,Kiritimatiellia,1000,1.2074655191588342
241,Klebsormidiophyceae,1000,0.224120713226471
242,Ktedonobacteria,1000,0.4486892594549985
243,Laboulbeniomycetes,1000,
244,Lecanoromycetes,1000,2.2155347751745627
245,Lentisphaeria,1000,0.1670674583051339
246,Leotiomycetes,1000,1.7051488091820397
247,Lichinomycetes,1000,
248,Limnochordia,1000,0.5861470470729454
249,Lingulata,1000,0.6963643428688259
250,Lipomycetes,1000,0.4935117008049474
251,Litostomatea,1000,0.6500419246971376
252,Longimicrobiia,1000,0.793046275037808
253,Lycopodiopsida,1000,1.1545134895223794
254,Magnoliopsida,1000,0.609300416683744
255,Malacostraca,1000,2.0393799033914397
256,Malasseziomycetes,1000,3.2320353718913344
257,Malgrandaviricetes,1000,0.7908547033265321
258,Mamiellophyceae,1000,0.2594596226365858
259,Marchantiopsida,1000,0.7206857189852283
260,Maveriviricetes,1000,
261,Mediophyceae,1000,0.7131180172358322
262,Megaviricetes,1000,0.7565129135298536
263,Merostomata,1000,0.7330682656101556
264,Mesostigmatophyceae,1000,0.30419255365388204
265,Methanobacteria,1000,0.5176838446370225
266,Methanococci,1000,0.7424856493633347
267,Methanomicrobia,1000,0.29608098853836673
268,Methanonatronarchaeia,1000,
269,Methanopyri,1000,
270,Methylacidiphilae,1000,0.4377502207836778
271,Microbotryomycetes,1000,0.6024814165525293
272,Mixiomycetes,1000,0.002074471000440622
273,Mollicutes,1000,0.446912133526067
274,Moniliellomycetes,1000,
275,Monoblepharidomycetes,1000,
276,Monogenea,1000,0.20751673006059462
277,Mortierellomycetes,1000,0.3256011706242385
278,Mucoromycetes,1000,0.9112822540391817
279,Myxococcia,1000,0.5887909498909479
280,Myxozoa,1000,
281,Naldaviricetes,1000,0.4982347289060924
282,Nanobdellia,1000,
283,Nassophorea,1000,0.7314433108209705
284,Nebulidea,1000,0.5766397894948228
285,Negativicutes,1000,0.5647828146005688
286,Neocallimastigomycetes,1000,0.20766317869434792
287,Neolectomycetes,1000,
288,Nephroselmidophyceae,1000,2.1234345446942107
289,Nitriliruptoria,1000,2.2734667596985854
290,Nitrososphaeria,1000,0.2512194472864532
291,Nitrospinia,1000,0.5538478922472173
292,Nitrospiria,1000,0.6982388249494231
293,Oligoflexia,1000,1.398591788252689
294,Oligohymenophorea,1000,2.463997344666489
295,Oligosphaeria,1000,
296,Olisthodiscophyceae,1000,0.25594430736486895
297,Olpidiomycetes,1000,
298,Opitutia,1000,0.6823356318546013
299,Orbiliomycetes,1000,1.2952458798236994
300,Ostracoda,1000,0.24095603752623168
301,Palaeacanthocephala,1000,
302,Palmophyllophyceae,1000,1.9721084062029894
303,Papovaviricetes,1000,
304,Pararotatoria,1000,
305,Pauropoda,1000,
306,Pedinophyceae,1000,0.603808264244992
307,Pelagophyceae,1000,1.2008959316437677
308,Pezizomycetes,1000,0.9550083027719877
309,Phaeophyceae,1000,0.830666367183276
310,Phaeosacciophyceae,1000,
311,Phaeothamniophyceae,1000,
312,Phycisphaerae,1000,0.19807367567095496
313,Phylactolaemata,1000,
314,Phyllopharyngea,1000,1.1604189694814295
315,Physodermatomycetes,1000,
316,Phytomyxea,1000,0.5458108939296362
317,Pichiomycetes,1000,0.39240709400061063
318,Picocystophyceae,1000,
319,Picomonadea,1000,
320,Pilidiophora,1000,0.4309948040064994
321,Pinguiophyceae,1000,
322,Pinopsida,1000,1.5144281856444441
323,Pisoniviricetes,1000,
324,Planctomycetia,1000,0.10130815593163497
325,Pneumocystomycetes,1000,0.705945674169189
326,Pokkesviricetes,1000,1.3902627011707462
327,Polintoviricetes,1000,
328,Polychaeta,1000,2.280664775333063
329,Polycystinea,1000,0.22031463451691716
330,Polyplacophora,1000,
331,Polypodiopsida,1000,3.0966130074391263
332,Polytrichopsida,1000,0.991352297148581
333,Prasinodermophyceae,1000,
334,Priapulimorpha,1000,1.2543911194506412
335,Promethearchaeia,1000,0.32192053585796776
336,Prostomatea,1000,0.39715598264230345
337,Protura,1000,
338,Pucciniomycetes,1000,0.7089045112284852
339,Pycnogonida,1000,0.26849746880372444
340,Pyramimonadophyceae,1000,0.998385959324478
341,Quintoviricetes,1000,
342,Raphidophyceae,1000,0.4618524578394014
343,Remipedia,1000,0.2717712326785005
344,Repensiviricetes,1000,
345,Revtraviricetes,1000,0.7022269177978523
346,Rhabditophora,1000,0.4072924179714794
347,Rhodellophyceae,1000,0.3939088405838263
348,Rhodothermia,1000,0.9763272024687639
349,Rhynchonellata,1000,0.27136339739528964
350,Rubrobacteria,1000,0.4012113530351991
351,Saccharomycetes,1000,1.182569228661031
352,Sagittoidea,1000,
353,Saprospiria,1000,0.31209193791572165
354,Sareomycetes,1000,
355,Schizosaccharomycetes,1000,0.7929383286484147
356,Scyphozoa,1000,0.35508329773242564
357,Sipuncula,1000,0.2074120049057421
358,Sordariomycetes,1000,1.3520665857805132
359,Spartobacteria,1000,
360,Sphagnopsida,1000,0.33803809838543974
361,Sphingobacteriia,1000,0.38903202066279136
362,Spirochaetia,1000,0.5787579951816972
363,Spirotrichea,1000,0.37644098711912644
364,Staurozoa,1000,1.1933239873918544
365,Stelpaviricetes,1000,0.20488552932460416
366,Stylonematophyceae,1000,0.8888673497874923
367,Symphyla,1000,0.2701463730485866
368,Synergistia,1000,0.5139774340214969
369,Syntrophia,1000,0.9278664271206335
370,Syntrophobacteria,1000,0.4842836142274084
371,Syntrophorhabdia,1000,
372,Synurophyceae,1000,0.3983926630908756
373,Taphrinomycetes,1000,0.4382036101334489
374,Tectiliviricetes,1000,1.584781757860984
375,Tentaculata,1000,
376,Tepidiformia,1000,0.6834037603806709
377,Terriglobia,1000,0.4792558744470072
378,Terrimicrobiia,1000,
379,Tetraphidopsida,1000,
380,Thecofilosea,1000,0.9007956059254807
381,Thecostraca,1000,2.576541032959983
382,Theionarchaea,1000,
383,Thermoanaerobaculia,1000,0.4058501684308682
384,Thermococci,1000,2.3574597141027525
385,Thermodesulfobacteria,1000,2.022820604415824
386,Thermodesulfobiia,1000,1.263365719856877
387,Thermodesulfovibrionia,1000,1.176490414916983
388,Thermoflexia,1000,0.4170909404123555
389,Thermoleophilia,1000,0.4158697755441708
390,Thermomicrobia,1000,0.5575928948353233
391,Thermoplasmata,1000,0.48168440323326916
392,Thermoprotei,1000,0.899864761177782
393,Thermosulfidibacteria,1000,0.6757993974970103
394,Thermotogae,1000,1.1044828577121766
395,Tichowtungiia,1000,1.274909846312829
396,Tissierellia,1000,3.1786384448095886
397,Trebouxiophyceae,1000,0.9377275344059096
398,Trematoda,1000,0.3734158578419165
399,Tremellomycetes,1000,2.910407781807049
400,Trigonopsidomycetes,1000,
401,Udeonychophora,1000,
402,Ulvophyceae,1000,0.6092753570871363
403,Umbelopsidomycetes,1000,0.5369475181778739
404,Uniplacotomia,1000,0.8352118319736723
405,Ustilaginomycetes,1000,0.3017908047157556
406,Vampirovibriophyceae,1000,
407,Variosea,1000,0.233566165907284
408,Verrucomicrobiia,1000,0.6557878947330923
409,Vicinamibacteria,1000,0.4506221932843319
410,Vulcanimicrobiia,1000,1.025776799805489
411,Wallemiomycetes,1000,0.49035885950170566
412,Xanthophyceae,1000,0.20997055110632387
413,Xylobotryomycetes,1000,
414,Xylonomycetes,1000,0.2981300862613743
415,Zetaproteobacteria,1000,1.2805666701697391
416,Zoopagomycetes,1000,
417,Zygnemophyceae,1000,0.6709014806501906
418,Abditibacteriia,10000,
419,Acantharea,10000,0.004076515377874032
420,Acidimicrobiia,10000,0.20172186482263155
421,Acidithiobacillia,10000,0.6134431997451425
422,Aconoidasida,10000,0.41115623415689395
423,Actinomycetes,10000,0.07075638265478439
424,Actinophryidae,10000,
425,Agaricomycetes,10000,0.4223022875069206
426,Agaricostilbomycetes,10000,0.5733899028859462
427,Alphaproteobacteria,10000,0.03793783276191104
428,Anaerolineae,10000,0.2465694044806832
429,Andreaeopsida,10000,
430,Anthocerotopsida,10000,
431,Anthozoa,10000,0.3868420663912609
432,Aphelidea,10000,1.258813252801092
433,Aquificia,10000,0.422695719437018
434,Arachnida,10000,0.5915297661735335
435,Archaeoglobi,10000,
436,Ardenticatenia,10000,0.6864086631300078
437,Arfiviricetes,10000,0.21001067185959674
438,Armatimonadia,10000,2.4586669157660253
439,Armophorea,10000,0.0004234497305475272
440,Arthoniomycetes,10000,
441,Ascetosporea,10000,0.5706528039321416
442,Atractiellomycetes,10000,
443,Atribacteria,10000,0.2102886748248835
444,Bacillariophyceae,10000,0.04347582808521729
445,Bacilli,10000,0.3031726814677646
446,Bacteriovoracia,10000,0.44820600774977504
447,Bacteroidia,10000,0.2557025995291381
448,Balneolia,10000,0.677263556535201
449,Bangiophyceae,10000,1.0393049030938177
450,Bartheletiomycetes,10000,
451,Basidiobolomycetes,10000,
452,Bdellovibrionia,10000,0.7792517472765976
453,Betaproteobacteria,10000,0.07116781812943215
454,Bigyra,10000,0.35993923152106017
455,Bivalvia,10000,0.27784666504037603
456,Blastocatellia,10000,
457,Blastocladiomycetes,10000,0.0009116858903559783
458,Bolidophyceae,10000,1.8708664721245079
459,Branchiopoda,10000,0.30649602069904197
460,Breviatea,10000,
461,Bryopsida,10000,0.9476275580584904
462,Calcarea,10000,
463,Caldilineae,10000,0.9305725137621057
464,Caldisericia,10000,
465,Calditrichia,10000,0.455477008429761
466,Candelariomycetes,10000,
467,Candidatus Abyssobacteria,10000,
468,Candidatus Altiarchaeia,10000,
469,Candidatus Aminicenantia,10000,
470,Candidatus Aquicultoria,10000,
471,Candidatus Asgardarchaeia (ex Tamarit et al. 2024),10000,
472,Candidatus Auribacteria,10000,
473,Candidatus Babeliae,10000,0.5332775233554032
474,Candidatus Bathyarchaeia,10000,0.6030257742891718
475,Candidatus Binatia,10000,0.36976151186306566
476,Candidatus Bipolaricaulia,10000,0.25906262293136334
477,Candidatus Borrarchaeia,10000,
478,Candidatus Brocadiia,10000,0.3678218120400409
479,Candidatus Cloacimonadia,10000,0.5856289957927031
480,Candidatus Cryosericia,10000,
481,Candidatus Culexarchaeia,10000,
482,Candidatus Dadabacteria,10000,1.3221457350229187
483,Candidatus Deferrimicrobia,10000,
484,Candidatus Desulfofervidia,10000,0.5732041414596758
485,Candidatus Dormibacteria,10000,
486,Candidatus Elulimicrobia,10000,
487,Candidatus Entotheonellia,10000,0.5332080198425058
488,Candidatus Fermentibacteria (class),10000,
489,Candidatus Fermentithermobacillia,10000,
490,Candidatus Geothermincolia,10000,
491,Candidatus Hadarchaeia,10000,
492,Candidatus Hydrogenedentia,10000,
493,Candidatus Izimaplasma,10000,0.8010381531472182
494,Candidatus Jordarchaeia,10000,
495,Candidatus Korarchaeia,10000,
496,Candidatus Krumholzibacteriia,10000,
497,Candidatus Lambdaproteobacteria,10000,
498,Candidatus Limnocylindria,10000,
499,Candidatus Marinamargulisbacteria,10000,
500,Candidatus Mcinerneyibacteria,10000,
501,Candidatus Methanofastidiosia,10000,
502,Candidatus Methanoliparia,10000,1.3081192010121343
503,Candidatus Methanomethylicia,10000,
504,Candidatus Methylomirabilia,10000,1.3988096165707549
505,Candidatus Micrarchaeia,10000,
506,Candidatus Moduliflexia,10000,
507,Candidatus Muproteobacteria,10000,
508,Candidatus Nanoarchaeia,10000,
509,Candidatus Nanohaloarchaea,10000,
510,Candidatus Nanosyncoccalia,10000,
511,Candidatus Odinarchaeia,10000,
512,Candidatus Ozemobacteria,10000,
513,Candidatus Paceibacteria,10000,
514,Candidatus Peribacteria,10000,0.4658477240699655
515,Candidatus Phoenicimicrobiia,10000,
516,Candidatus Polarisedimenticolia,10000,
517,Candidatus Poseidoniia,10000,1.1818580295391192
518,Candidatus Saccharimonadia,10000,0.4808071879590227
519,Candidatus Sericytochromatia,10000,
520,Candidatus Sumerlaeia,10000,0.2077448024156805
521,Candidatus Tariuqbacteria,10000,
522,Candidatus Termititenacia,10000,
523,Candidatus Tharpellia,10000,
524,Candidatus Thermofonsia,10000,0.9115833552292292
525,Candidatus Uabimicrobiia,10000,0.9280889590381411
526,Candidatus Undinarchaeia,10000,
527,Candidatus Vecturitrichia,10000,
528,Caudoviricetes,10000,0.2652166503060237
529,Centroplasthelida,10000,0.5872224678712541
530,Cephalocarida,10000,
531,Cephalopoda,10000,0.5060359718421348
532,Cestoda,10000,1.554858986595356
533,Charophyceae,10000,1.2537561717325478
534,Chilopoda,10000,1.7312834263612342
535,Chitinispirillia,10000,
536,Chitinivibrionia,10000,
537,Chitinophagia,10000,0.2034515596984443
538,Chlamydiia,10000,0.36907007414495224
539,Chlorarachniophyceae,10000,0.9591296718686315
540,Chlorobiia,10000,0.23836424555829605
541,Chlorodendrophyceae,10000,1.1801323863435358
542,Chloroflexia,10000,0.3851423385047749
543,Chlorokybophyceae,10000,0.8276019483721039
544,Chlorophyceae,10000,0.35905175007628176
545,Chloropicophyceae,10000,1.0472376231291376
546,Choanoflagellata,10000,1.2822439515839124
547,Chromadorea,10000,0.46863750622380296
548,Chrymotiviricetes,10000,
549,Chrysiogenia,10000,0.5358167339606009
550,Chrysomerophyceae,10000,0.2697296940415159
551,Chrysophyceae,10000,0.562763081813858
552,Chthonomonadia,10000,0.6887504697376975
553,Chytridiomycetes,10000,0.4277992730019109
554,Clitellata,10000,0.19423536624449603
555,Clostridia,10000,0.3059084269440538
556,Coleochaetophyceae,10000,0.5982543409083343
557,Collembola,10000,0.2819705426839398
558,Colpodea,10000,0.7899175642753392
559,Compsopogonophyceae,10000,0.9141736683893235
560,Conexivisphaeria,10000,
561,Coniocybomycetes,10000,
562,Conoidasida,10000,0.5831320805276281
563,Coprothermobacteria,10000,
564,Coriobacteriia,10000,0.7980422471476963
565,Coscinodiscophyceae,10000,0.0930101024078636
566,Craniata,10000,
567,Cryptophyceae,10000,0.37531766943696043
568,Cubozoa,10000,0.003003520765417551
569,Culicoidibacteria,10000,
570,Cyanophyceae,10000,0.2828537891334405
571,Cystobasidiomycetes,10000,0.2673304241075859
572,Cytophagia,10000,0.10272785936588746
573,Dacrymycetes,10000,0.5207918283906431
574,Deferribacteres,10000,1.6440122184534567
575,Deferrisomatia,10000,
576,Dehalococcoidia,10000,0.8093158796730802
577,Deinococci,10000,0.17656061157821093
578,Deltaproteobacteria,10000,0.6234635375228064
579,Demospongiae,10000,0.7696439792540486
580,Desulfarculia,10000,0.48247649760477057
581,Desulfobaccia,10000,0.754217857704313
582,Desulfobacteria,10000,0.2137806023170534
583,Desulfobulbia,10000,0.6071193288902101
584,Desulfomonilia,10000,2.4512312581187516
585,Desulfovibrionia,10000,0.2763848234287828
586,Desulfurellia,10000,2.6233992417147487
587,Desulfuribacillia,10000,
588,Desulfuromonadia,10000,0.1451652465705796
589,Dethiobacteria,10000,0.6890040165461078
590,Developea,10000,0.3884597662894647
591,Dictyochophyceae,10000,0.42089320968311356
592,Dictyoglomia,10000,0.6594731870358201
593,Dimargaritomycetes,10000,
594,Dinophyceae,10000,0.28038867404088136
595,Diplonemea,10000,1.1934235400239879
596,Diplopoda,10000,
597,Dipodascomycetes,10000,0.6039431857498099
598,Dissulfuribacteria,10000,
599,Dothideomycetes,10000,0.30630533986881936
600,Duplopiviricetes,10000,
601,Echinamoebida,10000,1.3083227453653934
602,Elardia,10000,0.7054472790066502
603,Ellioviricetes,10000,0.0028540493296628166
604,Elusimicrobia,10000,0.20420981803486757
605,Endogonomycetes,10000,
606,Endomicrobiia,10000,0.4584959306194443
607,Enopla,10000,
608,Enoplea,10000,1.3830493783546203
609,Entomophthoromycetes,10000,0.2122791136970162
610,Epsilonproteobacteria,10000,0.1998005193870941
611,Erysipelotrichia,10000,0.25080408289904105
612,Euglenida,10000,0.5939131334500093
613,Eumycetozoa,10000,0.9604019253315472
614,Eurotatoria,10000,0.7195568330137275
615,Eurotiomycetes,10000,0.5367486792783013
616,Eustigmatophyceae,10000,0.3395385044834597
617,Eutardigrada,10000,0.4354604386701478
618,Exobasidiomycetes,10000,1.3722750822476077
619,Faserviricetes,10000,0.6039837204627001
620,Fibrobacteria,10000,1.176198376751579
621,Filasterea,10000,0.7591085832725345
622,Fimbriimonadia,10000,0.421403346167748
623,Flabellinia,10000,0.5683782067352512
624,Flavobacteriia,10000,0.03126699052275409
625,Florideophyceae,10000,0.5306234497020519
626,Fragilariophyceae,10000,0.33035191232167876
627,Fusobacteriia,10000,0.8592202606535569
628,Gammaproteobacteria,10000,0.019322154322077758
629,Gastropoda,10000,0.12793520631065067
630,Gemmatimonadia,10000,0.4937090344449073
631,Geoglossomycetes,10000,0.4712172426522159
632,Glaucocystophyceae,10000,0.3729959330957332
633,Glomeromycetes,10000,0.9386979327120496
634,Gnetopsida,10000,0.18507977208356724
635,Gordioida,10000,0.43707881184180536
636,Gymnolaemata,10000,0.8403545689449583
637,Halobacteria,10000,0.9891317051954661
638,Haplomitriopsida,10000,0.2677387196932574
639,Harpellomycetes,10000,0.20488552932460416
640,Herviviricetes,10000,0.4707614514804169
641,Heterotrichea,10000,1.1345691522886772
642,Hexactinellida,10000,
643,Hexanauplia,10000,0.29947444179841676
644,Holophagae,10000,0.39457557624794837
645,Homoscleromorpha,10000,1.1443486941940497
646,Hydrogenophilia,10000,0.7872529383706525
647,Hydrozoa,10000,1.5544260422682223
648,Hyphochytriomycetes,10000,0.2695369881328393
649,Ichthyosporea,10000,1.3757279582114996
650,Ichthyostraca,10000,1.3706640336118858
651,Ignavibacteria,10000,1.511703556497835
652,Imbricatea,10000,0.9761813375889989
653,Insecta,10000,0.140892582713901
654,Insthoviricetes,10000,
