,Class,read count,relative error
687,Insecta,10000,0.23402807834121903
688,Dinophyceae,10000,0.14027090192169445
689,Aconoidasida,10000,0.20600551353041666
690,Pinopsida,10000,0.21660061208035714
691,Bacilli,10000,0.2646491883913855
692,Bacteroidia,10000,0.2634762272408739
693,Actinobacteria,10000,0.41430720154331324
694,Clostridia,10000,0.3613631181258803
695,Stramenopiles,10000,0.2882530946986486
696,Xenacoelomorpha,10000,0.19308278532084905
697,Actinomycetes,10000,0.1647817285683414
698,Coriobacteriia,10000,
699,Tremellomycetes,10000,0.21222092527322578
700,Cytophagia,10000,0.6869113264121186
701,Pichiomycetes,10000,0.31426968052733334
702,Deltaproteobacteria,10000,0.28527120307123377
703,Sphingobacteriia,10000,0.406529971797027
704,Sordariomycetes,10000,0.39215453124668964
705,Methanomicrobia,10000,0.5451356827043077
706,Klebsormidiophyceae,10000,0.24162732971441508
707,Verrucomicrobiae,10000,0.2727272727272727
708,Saccharomycetes,10000,0.11198853296124589
709,Chloroplastida,10000,0.28743098055542554
710,Platyhelminthes,10000,0.5621770930055953
711,Methanobacteria,10000,0.3741657386772
712,uncultured archaeon   ,10000,0.39123039821790373
713,Planctomycetacia,10000,0.6415002990995555
714,Zygnematophyceae,10000,
715,Verrucomicrobiia,10000,0.34441609860686945
716,Thermoplasmata,10000,0.5863019699779484
717,Aenigmarchaeota Unknown Order,10000,
718,Desulfuromonadia,10000,0.4694564939112791
719,Candidatus Collierbacteria,10000,0.19999999999989998
720,Eurotiomycetes,10000,0.07401656182502249
721,Planctomycetia,10000,0.4821825380496483
722,Acidimicrobiia,10000,
723,Desulfobulbia,10000,0.5900968443520925
724,Craspedida,10000,0.15713484026362962
725,Mediophyceae,10000,
726,Bacteroidetes Order II,10000,0.326598632371
727,Elardia,10000,0.5656854249491999
728,Desulfobacteria,10000,
729,Scyphozoa,10000,
730,Marine Benthic Group A,10000,0.23999999999999996
731,Fragilariophyceae,10000,0.0
732,Euglenida,10000,0.4948716593051428
733,Amoeboaphelidium,10000,0.10825317547306154
734,Annelida,10000,0.0
735,Kickxellales,10000,
736,Intramacronucleata,10000,0.4714045207908889
737,Discosea,10000,0.26646935501055896
738,Prymnesiophyceae,10000,
739,Karyorelictea,10000,
740,Acanthocystidae,10000,0.3263569759321539
741,Bigyra,10000,
742,Epsilonproteobacteria,10000,
743,uncultured Epsilonproteobacteria bacterium  ,10000,0.28571428571428575
744,Oligohymenophorea,10000,
745,Endogonomycetes,10000,
746,Gracilibacteria,10000,0.0
747,Bacteriovoracia,10000,
748,Prostomatea,10000,
749,Diplonemea,10000,0.11764705882352942
750,Cryptophyceae,10000,
751,Kinetoplastea,10000,0.34467615654772726
752,OM190,10000,
753,Phycisphaerae,10000,0.2828427124746189
754,Agaricomycetes,10000,
755,Opitutae,10000,
756,Chytridiomycetes,10000,
757,Actinopteri,10000,
758,Entomophthoromycotina,10000,
759,Marine Group I,10000,
760,Anthocerotopsida,10000,0.34815531191139565
761,Choanoflagellata,10000,
762,Pezizomycotina,10000,
763,Polycystinea,10000,0.2828427124746189
764,Soil Crenarchaeotic Group(SCG),10000,0.47140452079100004
765,Thermoleophilia,10000,
766,Erysipelotrichia,10000,
767,Spirochaetes,10000,
768,Mollicutes,10000,
769,Cyanophyceae,10000,
770,Saprospiria,10000,
771,Halobacteria,10000,
772,Cyanobacteria,10000,
773,uncultured archaeon  ,10000,
774,Discoba,10000,
775,Proteobacteria Unknown Order,10000,
776,Hydrozoa,10000,
777,Phyllopharyngea,10000,
778,Rhodothermia,10000,
779,Anaerolineae,10000,
780,Spartobacteria,10000,
781,Chitinophagia,10000,
782,Malacostraca,10000,
783,Lentisphaeria,10000,
784,Cnidaria,10000,
785,Hexanauplia,10000,
786,LKM11,10000,
787,Fusobacteriia,10000,
788,Gemmatimonadetes,10000,
789,uncultured fungus  ,10000,
790,uncultured marine eukaryote  ,10000,
791,Chlamydiae,10000,
792,Leotiomycetes,10000,
793,Subgroup 6,10000,
794,Planctomycetes,10000,
795,Oligoflexia,10000,
796,Dothideomycetes,10000,
797,Babeliae,10000,
798,Solibacteres,10000,
799,Polyangia,10000,
800,Chlamydiia,10000,
801,uncultured microeukaryote   ,10000,
802,Pucciniomycotina,10000,
803,Nitrospira,10000,
804,WCHB1-41,10000,
805,Candidatus Levybacteria,10000,
806,Bacteroidetes VC2.1 Bac22,10000,
807,Melainabacteria,10000,
808,Blastocatellia,10000,
809,Candidatus Campbellbacteria,10000,
810,Thermoanaerobaculia,10000,
811,Spirotrichea,10000,
812,Caldilineae,10000,
813,Pyramimonadophyceae,10000,
814,Trebouxiophyceae,10000,
815,Branchiopoda,10000,
816,Ascetosporea,10000,
817,Sphagnopsida,10000,
818,Ascidiacea,10000,
819,OPB35 soil group,10000,
820,Rhodophyceae,10000,
821,BD2-11 terrestrial group,10000,
822,Syntrophobacteria,10000,
823,Acidobacteria,10000,
824,Parcubacteria,10000,
825,Myxozoa,10000,
826,Negativicutes,10000,
827,Ustilaginomycotina,10000,
828,Oligosphaeria,10000,
829,KD4-96,10000,
830,Nitrospiria,10000,
831,Holophagae,10000,
832,Caldisericia,10000,
833,Deinococci,10000,
834,Entorrhizomycetes,10000,
835,Deep Sea Euryarchaeotic Group(DSEG),10000,
836,Spirochaetia,10000,
837,Opitutia,10000,
838,BD7-11,10000,
839,Mammalia,10000,
840,Candidatus Saccharimonadia,10000,
