,phylum,read count,relative error
114,Candidatus Microgenomates,1000,
115,Candidatus Moduliflexota,1000,
116,Candidatus Moraniibacteriota,1000,2.5573109943424486
117,Candidatus Muiribacteriota,1000,
118,Candidatus Nanohalarchaeota,1000,
119,Candidatus Nealsoniibacteriota,1000,1.2437321453769445
120,Candidatus Nezhaarchaeota,1000,
121,Candidatus Niyogiibacteriota,1000,0.0004925061852794371
122,Candidatus Nomurabacteria,1000,2.150213270990642
123,Candidatus Odinarchaeota,1000,
124,Candidatus Omnitrophota,1000,1.2848518107277578
125,Candidatus Paceibacterota,1000,1.2397536354274041
126,Candidatus Parcubacteria,1000,1.369113840664429
127,Candidatus Parvarchaeota,1000,
128,Candidatus Peregrinibacteria,1000,0.42175539504423204
129,Candidatus Poribacteria,1000,0.43518381748296986
130,Candidatus Portnoyibacteriota,1000,
131,Candidatus Pyropristinus,1000,
132,Candidatus Ratteibacteria,1000,
133,Candidatus Raymondiibacteriota,1000,
134,Candidatus Rifleibacteriota,1000,
135,Candidatus Roizmanbacteria,1000,0.49076139219830056
136,Candidatus Rokuibacteriota,1000,
137,Candidatus Ryaniibacteriota,1000,
138,Candidatus Saccharibacteria,1000,0.7272113060547447
139,Candidatus Schekmaniibacteriota,1000,
140,Candidatus Shapirobacteria,1000,
141,Candidatus Spechtiibacteriota,1000,
142,Candidatus Staskawicziibacteriota,1000,
143,Candidatus Sumerlaeota,1000,0.20772923569815216
144,Candidatus Sungiibacteriota,1000,
145,Candidatus Sysuimicrobiota,1000,
146,Candidatus Tagaibacteriota,1000,
147,Candidatus Tayloriibacteriota,1000,
148,Candidatus Tectimicrobiota,1000,0.5328167193953797
149,Candidatus Terryibacteriota,1000,
150,Candidatus Tharpellota,1000,
151,Candidatus Thorarchaeota,1000,1.1780815419780388
152,Candidatus Uhrbacteria,1000,0.16672023692967955
153,Candidatus Undinarchaeota,1000,
154,Candidatus Vogeliibacteriota,1000,
155,Candidatus Walliibacteriota,1000,
156,Candidatus Wildermuthiibacteriota,1000,
157,Candidatus Wirthbacteria,1000,
158,Candidatus Woesearchaeota,1000,0.48404441282506294
159,Candidatus Woesebacteria,1000,0.3355636076528758
160,Candidatus Wolfebacteria,1000,0.0006546336977862343
161,Candidatus Woykeibacteriota,1000,
162,Candidatus Yanofskyibacteriota,1000,
163,Candidatus Yonathiibacteriota,1000,
164,Candidatus Zambryskiibacteriota,1000,
165,Candidatus Zixiibacteriota,1000,1.1530250926378784
166,Cercozoa,1000,0.7735004845483058
167,Chaetognatha,1000,
168,Chlamydiota,1000,0.36869905334138564
169,Chlorobiota,1000,0.2453732827333476
170,Chloroflexota,1000,1.5360206857067666
171,Chlorophyta,1000,0.2737531876481732
172,Chrysiogenota,1000,0.5355724336876024
173,Chytridiomycota,1000,0.415417963946109
174,Ciliophora,1000,1.3120361394274949
175,Cnidaria,1000,1.34667668102202
176,Coprothermobacterota,1000,
177,Cossaviricota,1000,
178,Cressdnaviricota,1000,0.6073797494603055
179,Cryptomycota,1000,0.4696563568766195
180,Ctenophora,1000,
181,Cyanobacteriota,1000,0.5572482173707077
182,Deferribacterota,1000,1.6469834362321478
183,Deinococcota,1000,0.17644077400813574
184,Dictyoglomota,1000,0.6597019379686607
185,Discosea,1000,0.7409231304949521
186,Duplornaviricota,1000,
187,Elusimicrobiota,1000,0.7850404717431012
188,Endomyxa,1000,0.3904379537340533
189,Entoprocta,1000,
190,Euglenozoa,1000,0.5343903225780874
191,Evosea,1000,0.832146419106545
192,Fibrobacterota,1000,2.278672308600754
193,Fidelibacterota,1000,0.8420429339767592
194,Foraminifera,1000,2.069392828978941
195,Fornicata,1000,0.17452950967381992
196,Fusobacteriota,1000,0.6920682886826731
197,Gastrotricha,1000,
198,Gemmatimonadota,1000,1.2175832067000707
199,Gnathostomulida,1000,
200,Haptophyta,1000,0.88871959475751
201,Heterolobosea,1000,1.3882320794082725
202,Hofneiviricota,1000,0.604047503537887
203,Ignavibacteriota,1000,1.1023202828414207
204,Kiritimatiellota,1000,0.7486718571598016
205,Lentisphaerota,1000,0.2407072315850016
206,Methanobacteriota,1000,1.3461123176876457
207,Microsporidia,1000,1.137689345049256
208,Mollusca,1000,0.5838692382754255
209,Mucoromycota,1000,0.6541059079972189
210,Mycoplasmatota,1000,0.20605756138572273
211,Myxococcota,1000,0.47956825896191785
212,Nanobdellota,1000,
213,Nebulidia,1000,0.5763575976710784
214,Negarnaviricota,1000,0.0021866752930456185
215,Nematoda,1000,0.40637787316641855
216,Nematomorpha,1000,0.43697710397317535
217,Nemertea,1000,0.41608841890400006
218,Nitrososphaerota,1000,0.21394855222671616
219,Nitrospinota,1000,0.5543182731497058
220,Nitrospirota,1000,0.9675140792732169
221,Nucleocytoviricota,1000,0.6591727118367081
222,Olpidiomycota,1000,
223,Onychophora,1000,
224,Oomycota,1000,0.26490280699105306
225,Orthonectida,1000,
226,Parabasalia,1000,1.9012942017729013
227,Peploviricota,1000,0.4708262063120697
228,Perkinsozoa,1000,1.1276090727267405
229,Phixviricota,1000,0.7908269197721092
230,Phoronida,1000,1.1408532855509574
231,Picozoa,1000,0.8105429402016044
232,Pisuviricota,1000,0.2048113791863984
233,Placozoa,1000,0.8346100988689051
234,Planctomycetota,1000,0.15165239331902544
235,Platyhelminthes,1000,0.38511403315557885
236,Porifera,1000,0.7268121079182459
237,Prasinodermophyta,1000,
238,Preaxostyla,1000,0.21896793827136557
239,Preplasmiviricota,1000,1.4730431015025525
240,Priapulida,1000,1.2550490028670225
241,Promethearchaeota,1000,0.5298385702935682
242,Pseudomonadota,1000,0.014894611656257125
243,Rhodophyta,1000,0.4310702397978681
244,Rhodothermota,1000,0.9722175161652056
245,Rotifera,1000,0.7179854426504284
246,Spirochaetota,1000,0.5813537791887609
247,Streptophyta,1000,0.5245342338966278
248,Synergistota,1000,0.49381491130155436
249,Tardigrada,1000,0.43550445741112986
250,Thermodesulfobacteriota,1000,0.23203741909349976
251,Thermodesulfobiota,1000,1.2638382382007294
252,Thermomicrobiota,1000,0.5572738383256578
253,Thermoplasmatota,1000,0.6042233105918481
254,Thermoproteota,1000,0.8217368176285026
255,Thermosulfidibacterota,1000,0.6757848613396842
256,Thermotogota,1000,1.1048329581719456
257,Tubulinea,1000,1.237357031755987
258,Uroviricota,1000,0.3702943224431268
259,Verrucomicrobiota,1000,0.44074148045576994
260,Vulcanimicrobiota,1000,0.9933290046081835
261,Xenacoelomorpha,1000,
262,Zoopagomycota,1000,0.8050724358831064
263,candidate division CPR1,1000,
264,candidate division CPR2,1000,
265,candidate division CPR3,1000,
266,candidate division CSSED10-310,1000,
267,candidate division FCPU426,1000,
268,candidate division KD3-62,1000,
269,candidate division LCP-89,1000,
270,candidate division WOR-3,1000,1.3780662205816163
271,candidate division WWE3,1000,
272,Abditibacteriota,10000,0.3133471329548415
273,Acanthocephala,10000,
274,Acidobacteriota,10000,0.21863659080546444
275,Actinomycetota,10000,0.05052090361394632
276,Annelida,10000,0.3265416947285423
277,Apicomplexa,10000,0.2799677192792235
278,Aquificota,10000,0.4145970781365789
279,Armatimonadota,10000,1.9202597756301563
280,Arthropoda,10000,0.10267155990807356
281,Artverviricota,10000,0.7023029819470902
282,Ascomycota,10000,0.2720782289170508
283,Atribacterota,10000,0.1923934491675875
284,Bacillariophyta,10000,0.03840673870009545
285,Bacillota,10000,0.1989560616581593
286,Bacteroidota,10000,0.028475082799782742
287,Balneolota,10000,0.6775906262878355
288,Basidiomycota,10000,0.5097234296791135
289,Bdellovibrionota,10000,0.24612793003960307
290,Blastocladiomycota,10000,0.0006546336977862343
291,Brachiopoda,10000,0.639036920864247
292,Bryozoa,10000,0.8368790310319926
293,Caldisericota,10000,
294,Calditrichota,10000,0.45550804472852124
295,Campylobacterota,10000,0.22121308697647793
296,Candidatus Abawacaibacteriota,10000,
297,Candidatus Absconditibacteriota,10000,0.4291466972298492
298,Candidatus Adlerbacteria,10000,
299,Candidatus Aenigmatarchaeota,10000,0.7069686200524657
300,Candidatus Aerophobetes,10000,0.2749914983949974
301,Candidatus Altarchaeota,10000,
302,Candidatus Amesbacteria,10000,
303,Candidatus Aminicenantota,10000,0.4104354563603612
304,Candidatus Anderseniibacteriota,10000,
305,Candidatus Auribacterota,10000,
306,Candidatus Azambacteria,10000,
307,Candidatus Bathyarchaeota,10000,1.515527816830374
308,Candidatus Beckwithbacteria,10000,
309,Candidatus Berkelbacteria,10000,
310,Candidatus Binatota,10000,0.36892298419986264
311,Candidatus Bipolaricaulota,10000,0.7215686282608009
312,Candidatus Blackallbacteria,10000,
313,Candidatus Blackburniibacteriota,10000,
314,Candidatus Borrarchaeota,10000,
315,Candidatus Brenneribacteriota,10000,
316,Candidatus Brockarchaeota,10000,
317,Candidatus Buchananiibacteriota,10000,
318,Candidatus Calescamantes,10000,
319,Candidatus Campbellbacteria,10000,0.3726147619650561
320,Candidatus Cerribacteria,10000,
321,Candidatus Chisholmiibacteriota,10000,
322,Candidatus Cloacimonadota,10000,0.5857075244877606
323,Candidatus Coatesiibacteriota,10000,1.13032455476264
324,Candidatus Collierbacteria,10000,
325,Candidatus Colwelliibacteriota,10000,
326,Candidatus Cryosericota,10000,
327,Candidatus Culexarchaeota,10000,
328,Candidatus Curtissbacteria,10000,
329,Candidatus Daviesbacteria,10000,0.00042251579047507503
330,Candidatus Deferrimicrobiota,10000,
331,Candidatus Delongiibacteriota,10000,
332,Candidatus Desantisbacteria,10000,
333,Candidatus Dormiibacterota,10000,
334,Candidatus Doudnaibacteriota,10000,
335,Candidatus Edwardsiibacteriota,10000,
336,Candidatus Eiseniibacteriota,10000,1.0978471027622958
337,Candidatus Electryoneota,10000,
338,Candidatus Elulimicrobiota,10000,
339,Candidatus Falkowbacteria,10000,
340,Candidatus Fermentibacterota,10000,
341,Candidatus Fervidibacterota,10000,0.33499170216064966
342,Candidatus Firestoneibacteriota,10000,
343,Candidatus Fischeribacteriota,10000,
344,Candidatus Fraseribacteriota,10000,
345,Candidatus Geothermarchaeota,10000,
346,Candidatus Gerdarchaeota,10000,
347,Candidatus Giovannonibacteria,10000,0.0018642318796994093
348,Candidatus Glassiibacteriota,10000,
349,Candidatus Goldiibacteriota,10000,
350,Candidatus Gottesmanbacteria,10000,
351,Candidatus Gracilibacteria,10000,0.6277014903258913
352,Candidatus Gribaldobacteria,10000,
353,Candidatus Hadarchaeota,10000,
354,Candidatus Handelsmaniibacteriota,10000,
355,Candidatus Harrisoniibacteriota,10000,
356,Candidatus Heimdallarchaeota,10000,1.2827474664784106
357,Candidatus Helarchaeota,10000,
358,Candidatus Hinthialibacterota,10000,
359,Candidatus Hydrogenedentota,10000,0.5755217549362251
360,Candidatus Hydrothermarchaeota,10000,
361,Candidatus Hydrothermota,10000,
362,Candidatus Iainarchaeota,10000,
363,Candidatus Jacksoniibacteriota,10000,
364,Candidatus Jorgensenbacteria,10000,
365,Candidatus Kaiserbacteria,10000,0.9955202229588886
366,Candidatus Kapaibacteriota,10000,2.1405056767391555
367,Candidatus Kerfeldiibacteriota,10000,
368,Candidatus Komeiliibacteriota,10000,
369,Candidatus Krumholzibacteriota,10000,
370,Candidatus Kryptoniota,10000,
371,Candidatus Kuenenbacteria,10000,
372,Candidatus Latescibacterota,10000,0.7507291238444371
373,Candidatus Levyibacteriota,10000,0.23726909763641857
374,Candidatus Lindowiibacteriota,10000,
375,Candidatus Liptoniibacteriota,10000,
376,Candidatus Lithacetigenota,10000,
377,Candidatus Lloydiibacteriota,10000,
378,Candidatus Magasanikiibacteriota,10000,
379,Candidatus Margulisiibacteriota,10000,
380,Candidatus Marsarchaeota,10000,
381,Candidatus Mcinerneyibacteriota,10000,
382,Candidatus Melainabacteria,10000,0.9402812418185676
383,Candidatus Methanomethylicota,10000,
384,Candidatus Methylomirabilota,10000,1.3982748118463462
385,Candidatus Micrarchaeota,10000,
386,Candidatus Microgenomates,10000,
387,Candidatus Moduliflexota,10000,
388,Candidatus Moraniibacteriota,10000,2.5573109943424486
389,Candidatus Muiribacteriota,10000,
390,Candidatus Nanohalarchaeota,10000,
391,Candidatus Nealsoniibacteriota,10000,1.2437321453769445
392,Candidatus Nezhaarchaeota,10000,
393,Candidatus Niyogiibacteriota,10000,0.0004925061852794371
394,Candidatus Nomurabacteria,10000,2.1502132709906423
395,Candidatus Odinarchaeota,10000,
396,Candidatus Omnitrophota,10000,1.2848518107277578
397,Candidatus Paceibacterota,10000,1.2397536354274041
398,Candidatus Parcubacteria,10000,1.3691138406644288
399,Candidatus Parvarchaeota,10000,
400,Candidatus Peregrinibacteria,10000,0.42175539504423204
401,Candidatus Poribacteria,10000,0.4351838174829699
402,Candidatus Portnoyibacteriota,10000,
403,Candidatus Pyropristinus,10000,
404,Candidatus Ratteibacteria,10000,
405,Candidatus Raymondiibacteriota,10000,
406,Candidatus Rifleibacteriota,10000,
407,Candidatus Roizmanbacteria,10000,0.49076139219830067
408,Candidatus Rokuibacteriota,10000,
409,Candidatus Ryaniibacteriota,10000,
410,Candidatus Saccharibacteria,10000,0.7272113060547446
411,Candidatus Schekmaniibacteriota,10000,
412,Candidatus Shapirobacteria,10000,
413,Candidatus Spechtiibacteriota,10000,
414,Candidatus Staskawicziibacteriota,10000,
415,Candidatus Sumerlaeota,10000,0.20772923569815216
416,Candidatus Sungiibacteriota,10000,
417,Candidatus Sysuimicrobiota,10000,
418,Candidatus Tagaibacteriota,10000,
419,Candidatus Tayloriibacteriota,10000,
420,Candidatus Tectimicrobiota,10000,0.5328167193953797
421,Candidatus Terryibacteriota,10000,
422,Candidatus Tharpellota,10000,
423,Candidatus Thorarchaeota,10000,1.1780815419780388
424,Candidatus Uhrbacteria,10000,0.16672023692967955
425,Candidatus Undinarchaeota,10000,
426,Candidatus Vogeliibacteriota,10000,
427,Candidatus Walliibacteriota,10000,
428,Candidatus Wildermuthiibacteriota,10000,
429,Candidatus Wirthbacteria,10000,
430,Candidatus Woesearchaeota,10000,0.48404441282506294
431,Candidatus Woesebacteria,10000,0.3355636076528759
432,Candidatus Wolfebacteria,10000,0.0006546336977862343
433,Candidatus Woykeibacteriota,10000,
434,Candidatus Yanofskyibacteriota,10000,
435,Candidatus Yonathiibacteriota,10000,
436,Candidatus Zambryskiibacteriota,10000,
437,Candidatus Zixiibacteriota,10000,1.1530250926378787
438,Cercozoa,10000,0.7735004845483059
439,Chaetognatha,10000,
440,Chlamydiota,10000,0.36869905334138564
441,Chlorobiota,10000,0.2453732827333476
442,Chloroflexota,10000,0.28551656667475417
443,Chlorophyta,10000,0.09339156473430636
444,Chrysiogenota,10000,0.5355724336876024
445,Chytridiomycota,10000,0.415417963946109
446,Ciliophora,10000,0.6492230681388783
447,Cnidaria,10000,0.367978518349896
448,Coprothermobacterota,10000,
449,Cossaviricota,10000,
450,Cressdnaviricota,10000,0.6073797494603055
451,Cryptomycota,10000,0.4696563568766195
452,Ctenophora,10000,
453,Cyanobacteriota,10000,0.2790029619827653
454,Deferribacterota,10000,1.646983436232148
455,Deinococcota,10000,0.17644077400813568
456,Dictyoglomota,10000,0.6597019379686606
457,Discosea,10000,0.7409231304949521
458,Duplornaviricota,10000,
459,Elusimicrobiota,10000,0.7850404717431011
460,Endomyxa,10000,0.3904379537340534
461,Entoprocta,10000,
462,Euglenozoa,10000,0.5343903225780874
463,Evosea,10000,0.832146419106545
464,Fibrobacterota,10000,2.278672308600754
465,Fidelibacterota,10000,0.8420429339767592
466,Foraminifera,10000,2.069392828978941
467,Fornicata,10000,0.17452950967381992
468,Fusobacteriota,10000,0.6920682886826732
469,Gastrotricha,10000,
470,Gemmatimonadota,10000,0.5170220346963852
471,Gnathostomulida,10000,
472,Haptophyta,10000,0.8887195947575098
473,Heterolobosea,10000,1.3882320794082723
474,Hofneiviricota,10000,0.6040475035378869
475,Ignavibacteriota,10000,1.1023202828414207
476,Kiritimatiellota,10000,0.7486718571598017
477,Lentisphaerota,10000,0.24070723158500154
478,Methanobacteriota,10000,0.7760815491976086
479,Microsporidia,10000,1.137689345049256
480,Mollusca,10000,0.23288984360878118
481,Mucoromycota,10000,0.6541059079972189
482,Mycoplasmatota,10000,0.20605756138572273
483,Myxococcota,10000,0.15364281840720728
484,Nanobdellota,10000,
485,Nebulidia,10000,0.5763575976710784
486,Negarnaviricota,10000,0.0021866752930456185
487,Nematoda,10000,0.4063778731664185
488,Nematomorpha,10000,0.43697710397317535
489,Nemertea,10000,0.416088418904
490,Nitrososphaerota,10000,0.21394855222671613
491,Nitrospinota,10000,0.5543182731497058
492,Nitrospirota,10000,0.4398954516844747
493,Nucleocytoviricota,10000,0.6591727118367082
494,Olpidiomycota,10000,
495,Onychophora,10000,
496,Oomycota,10000,0.26490280699105306
497,Orthonectida,10000,
498,Parabasalia,10000,1.9012942017729013
499,Peploviricota,10000,0.4708262063120697
500,Perkinsozoa,10000,1.127609072726741
501,Phixviricota,10000,0.7908269197721092
502,Phoronida,10000,1.1408532855509572
503,Picozoa,10000,0.8105429402016047
504,Pisuviricota,10000,0.20481137918639844
505,Placozoa,10000,0.8346100988689051
506,Planctomycetota,10000,0.09805615796161804
507,Platyhelminthes,10000,0.38511403315557885
508,Porifera,10000,0.7268121079182458
509,Prasinodermophyta,10000,
510,Preaxostyla,10000,0.21896793827136557
511,Preplasmiviricota,10000,1.4730431015025527
512,Priapulida,10000,1.2550490028670225
513,Promethearchaeota,10000,0.5298385702935681
514,Pseudomonadota,10000,0.009631210132400448
515,Rhodophyta,10000,0.4310702397978681
516,Rhodothermota,10000,0.2763248363694792
517,Rotifera,10000,0.7179854426504283
518,Spirochaetota,10000,0.5813537791887609
519,Streptophyta,10000,0.23602115177913005
520,Synergistota,10000,0.49381491130155436
521,Tardigrada,10000,0.43550445741113
522,Thermodesulfobacteriota,10000,0.13403990227429438
523,Thermodesulfobiota,10000,1.2638382382007294
524,Thermomicrobiota,10000,0.5572738383256577
525,Thermoplasmatota,10000,0.6042233105918481
526,Thermoproteota,10000,0.8217368176285025
527,Thermosulfidibacterota,10000,0.6757848613396842
528,Thermotogota,10000,1.1048329581719454
529,Tubulinea,10000,1.237357031755987
530,Uroviricota,10000,0.2649334104863031
531,Verrucomicrobiota,10000,0.21862736326474255
532,Vulcanimicrobiota,10000,0.9933290046081833
533,Xenacoelomorpha,10000,
534,Zoopagomycota,10000,0.8050724358831064
535,candidate division CPR1,10000,
536,candidate division CPR2,10000,
537,candidate division CPR3,10000,
538,candidate division CSSED10-310,10000,
539,candidate division FCPU426,10000,
540,candidate division KD3-62,10000,
541,candidate division LCP-89,10000,
542,candidate division WOR-3,10000,1.3780662205816163
543,candidate division WWE3,10000,
544,Abditibacteriota,100000,0.3133471329548415
545,Acanthocephala,100000,
546,Acidobacteriota,100000,0.17655369272765742
547,Actinomycetota,100000,0.029632148038265325
548,Annelida,100000,0.10254391574232123
549,Apicomplexa,100000,0.28319367625813846
550,Aquificota,100000,0.4145970781365789
551,Armatimonadota,100000,0.3874800800312163
552,Arthropoda,100000,0.04344704641430081
553,Artverviricota,100000,0.7023029819470904
554,Ascomycota,100000,0.11281486370076584
555,Atribacterota,100000,0.1923934491675875
556,Bacillariophyta,100000,0.022128740619851664
557,Bacillota,100000,0.07524256020269543
558,Bacteroidota,100000,0.014397253198802156
559,Balneolota,100000,0.3323825328472867
560,Basidiomycota,100000,0.2118130831060441
561,Bdellovibrionota,100000,0.21129453156131836
562,Blastocladiomycota,100000,0.0006546336977862343
563,Brachiopoda,100000,0.639036920864247
564,Bryozoa,100000,0.4139416605330872
565,Caldisericota,100000,
566,Calditrichota,100000,0.45550804472852124
567,Campylobacterota,100000,0.13300547851665237
568,Candidatus Abawacaibacteriota,100000,
569,Candidatus Absconditibacteriota,100000,0.42914669722984916
570,Candidatus Adlerbacteria,100000,
571,Candidatus Aenigmatarchaeota,100000,0.7069686200524657
572,Candidatus Aerophobetes,100000,0.2749914983949974
573,Candidatus Altarchaeota,100000,
574,Candidatus Amesbacteria,100000,
575,Candidatus Aminicenantota,100000,0.4104354563603612
576,Candidatus Anderseniibacteriota,100000,
577,Candidatus Auribacterota,100000,
578,Candidatus Azambacteria,100000,
579,Candidatus Bathyarchaeota,100000,0.7732341952561679
580,Candidatus Beckwithbacteria,100000,
581,Candidatus Berkelbacteria,100000,
582,Candidatus Binatota,100000,0.3689229841998625
583,Candidatus Bipolaricaulota,100000,0.7215686282608009
584,Candidatus Blackallbacteria,100000,
585,Candidatus Blackburniibacteriota,100000,
586,Candidatus Borrarchaeota,100000,
587,Candidatus Brenneribacteriota,100000,
588,Candidatus Brockarchaeota,100000,
589,Candidatus Buchananiibacteriota,100000,
590,Candidatus Calescamantes,100000,
591,Candidatus Campbellbacteria,100000,0.37261476196505616
592,Candidatus Cerribacteria,100000,
593,Candidatus Chisholmiibacteriota,100000,
594,Candidatus Cloacimonadota,100000,0.5857075244877606
595,Candidatus Coatesiibacteriota,100000,1.13032455476264
596,Candidatus Collierbacteria,100000,
597,Candidatus Colwelliibacteriota,100000,
598,Candidatus Cryosericota,100000,
599,Candidatus Culexarchaeota,100000,
600,Candidatus Curtissbacteria,100000,
601,Candidatus Daviesbacteria,100000,0.00042251579047507503
602,Candidatus Deferrimicrobiota,100000,
603,Candidatus Delongiibacteriota,100000,
604,Candidatus Desantisbacteria,100000,
605,Candidatus Dormiibacterota,100000,
606,Candidatus Doudnaibacteriota,100000,
607,Candidatus Edwardsiibacteriota,100000,
608,Candidatus Eiseniibacteriota,100000,1.0978471027622958
609,Candidatus Electryoneota,100000,
610,Candidatus Elulimicrobiota,100000,
611,Candidatus Falkowbacteria,100000,
612,Candidatus Fermentibacterota,100000,
613,Candidatus Fervidibacterota,100000,0.33499170216064966
614,Candidatus Firestoneibacteriota,100000,
615,Candidatus Fischeribacteriota,100000,
616,Candidatus Fraseribacteriota,100000,
617,Candidatus Geothermarchaeota,100000,
618,Candidatus Gerdarchaeota,100000,
619,Candidatus Giovannonibacteria,100000,0.0018642318796994093
620,Candidatus Glassiibacteriota,100000,
621,Candidatus Goldiibacteriota,100000,
622,Candidatus Gottesmanbacteria,100000,
623,Candidatus Gracilibacteria,100000,0.1617325701763217
624,Candidatus Gribaldobacteria,100000,
625,Candidatus Hadarchaeota,100000,
626,Candidatus Handelsmaniibacteriota,100000,
627,Candidatus Harrisoniibacteriota,100000,
628,Candidatus Heimdallarchaeota,100000,1.2827474664784109
629,Candidatus Helarchaeota,100000,
630,Candidatus Hinthialibacterota,100000,
631,Candidatus Hydrogenedentota,100000,0.5755217549362251
632,Candidatus Hydrothermarchaeota,100000,
633,Candidatus Hydrothermota,100000,
634,Candidatus Iainarchaeota,100000,
635,Candidatus Jacksoniibacteriota,100000,
