,1K,10K,100K,1M,10M
Olavius sp. associated proteobacterium Delta 1,0.0007071067811865475,0.0005263078946776306,3.7013511046643506e-05,4.9872838299018025e-05,5.971250566952689e-06
Dokdonia sp. PRO95,0.0005773502691896258,0.00016733200530681512,6.610597552415364e-05,8.983317872590275e-06,6.266511522902259e-06
Planktomarina temperata,0.003834057902536162,0.0007259476565152615,0.0004051913128387627,0.00011286496356265734,1.3962181061710761e-05
Sulfitobacter geojensis,0.0007071067811865475,0.00013416407864998739,3.5071355833500344e-05,1.245792920191795e-05,3.6519401236420392e-06
Betaproteobacteria bacterium MOLA814,,0.0002073644135332772,6.877499545619759e-05,1.474788120375262e-05,4.5214304521172585e-06
Anaerolineae bacterium SG8_19,,7.071067811865475e-05,1.8165902124584954e-05,3.5777087639996647e-06,1.4682756326158024e-06
Lewinella aquimaris,,,2.588435821108957e-05,9.772410142846029e-06,1.1958260743101413e-06
Chromatiales bacterium,0.0012247448713915891,0.0004242640687119285,0.00018077610461562671,3.149920633920794e-05,7.114480538544851e-06
SAR86 cluster bacterium,0.0005773502691896258,0.0001414213562373095,6.503845016603639e-05,1.589968553148142e-05,5.673329416371544e-06
Desulfobulbaceae bacterium,,0.00021213203435596425,6.379655163094632e-05,1.7306068299876774e-05,4.092269134192756e-06
Candidatus Aquiluna sp. XM-24bin5,0.0005,0.00018708286933869707,0.00010124228365658294,2.452141920852051e-05,3.0626785662227132e-06
Saprospiraceae bacterium,,5.773502691896258e-05,4.03732584763727e-05,7.436396977031284e-06,1.381725973797504e-06
Colwellia sp. D2M02,0.0005,0.00033466401061363023,0.00010545141061171255,2.4667792767088053e-05,8.174910804814141e-06
Nitrobacter hamburgensis,,,,5e-07,1.8257418583505539e-07
Vibrio metschnikovii,,,,8.94427190999916e-07,4.5000000000000003e-07
Nitrospina gracilis,,,,1.870828693386971e-06,2.3804761428476188e-07
Skeletonema pseudocostatum,,,4.472135954999579e-06,6.964194138592059e-06,1.2247448713915881e-06
Pseudoalteromonas luteoviolacea,,,2.0493901531919198e-05,7.635443667528433e-06,1.8202563921968049e-06
Aureococcus anophagefferens,,,1.1547005383792514e-05,3.847076812334268e-06,7.632168761236871e-07
Shewanella woodyi,,,8.366600265340756e-06,4.84767985741633e-06,8.770214744615246e-07
Oceanospirillum multiglobuliferum,,7.071067811865475e-05,8.944271909999158e-06,2.8809720581775865e-06,7.847504911329038e-07
Lewinella cohaerens,,0.000216794833886788,6.418722614352485e-05,3.63042697213427e-05,8.378544026261362e-06
Desulfosarcina ovata,,,3.130495168499706e-05,2.7748873851023218e-06,7.852812659593177e-07
Colwellia demingiae,,,1.2583057392117917e-05,7.049822692805827e-06,6.733003292241391e-07
Polarella glacialis,,,2.0816659994661325e-05,3.1937438845342647e-06,8.057087976847877e-07
Synechococcus sp. PCC 7335,,,1.1547005383792516e-05,1.5165750888103101e-06,9.20144916122817e-07
Trichlorobacter thiogenes,,,,1.7320508075688778e-06,1.5000000000000002e-07
Salegentibacter salegens,,,,1.224744871391589e-06,2.1602468994692864e-07
Bermanella marisrubri,0.0008944271909999159,0.0003271085446759224,7.694153624668541e-05,3.4506521122825446e-05,4.315476026272583e-06
Dinoroseobacter shibae,,,4.472135954999578e-06,4.604345773288535e-06,1.2148388096094623e-06
Algoriphagus halophilus,,,8.366600265340756e-06,8.34865258589672e-06,1.1842719282327016e-06
Maribacter aquivivus,,,1.6431676725154984e-05,2.2803508501982756e-06,5.802298395176405e-07
Salegentibacter mishustinae,,,,1.51657508881031e-06,6.658328118479392e-07
Novosphingopyxis baekryungensis,,,1.816590212458495e-05,1.1454256850621082e-05,1.3200378782444067e-06
Bizionia paragorgiae,,,1.5165750888103098e-05,3.507135583350035e-06,8.504900548115393e-07
Micromonas commoda,0.0005773502691896258,0.0003049590136395381,8.438009243891597e-05,1.2853015210447695e-05,2.8581754086596538e-06
Methylobacterium isbiliense,,,,9.57427107756338e-07,1.2909944487358058e-07
Polaribacter dokdonensis,,9.57427107756338e-05,3.2710854467592246e-05,1.752712184016532e-05,4.496943406359469e-06
Tateyamaria pelophila,0.0007071067811865475,0.00012583057392117914,4.76445169982864e-05,1.9595917942265424e-05,2.0575065816014707e-06
Cognatiyoonia koreensis,,,2.588435821108957e-05,4.449719092257398e-06,8.7368949480541e-07
Limnobacter sp. MED105,,0.0001414213562373095,2.5884358211089576e-05,1.4202112518917747e-05,2.984822719470394e-06
Brevundimonas lenta,,,,4.472135954999579e-07,2.3804761428476167e-07
Lewinella marina,,,1.5275252316519466e-05,5.504543577809155e-06,5.259911279353164e-07
Devosia geojensis,,,,1.6431676725154986e-06,1.9148542155126759e-07
Haloferula rosea,,,1.816590212458495e-05,7.791020472312986e-06,4.450468140169821e-06
Erythrobacter sp. AP23,,,9.574271077563381e-06,5.412947441089743e-06,1.239623598785804e-06
Maribacter antarcticus,,8.944271909999158e-05,1.949358868961794e-05,1.533949151699625e-05,1.7727097901235759e-06
Alteromonas halophila,,7.071067811865475e-05,9.999999999999999e-06,4.38178046004133e-06,6.683312551921175e-07
Micractinium conductrix,,,1.5811388300841898e-05,6.0663003552412405e-06,8.366600265340755e-07
Psychrobacter aestuarii,,,1e-05,2.121320343559643e-06,4.242640687119282e-07
Pseudoalteromonas sp. S4741,,,,2.0736441353327718e-06,6.396613687465163e-07
Grimontia marina,,,,2.0816659994661327e-06,1.8257418583505517e-07
Euzebyella saccharophila,,,5.773502691896257e-06,3.96232255123179e-06,2.886751345948129e-07
Polaribacter sp. SA4-10,,5e-05,3.974921382870358e-05,3.7815340802378037e-06,3.944933459514874e-06
Pedinophyceae sp. YPF-701,,,1.5165750888103105e-05,5.890670590009256e-06,1.0519822558706338e-06
Halioglobus japonicus,,0.00011401754250991381,7.021395872616783e-05,1.3608820668963188e-05,2.1328775554791394e-06
Dokdonia sp. 4H-3-7-5,,0.000151657508881031,5.224940191045253e-05,1.953970317072396e-05,3.1310275203730393e-06
Marivita hallyeonensis,,,1.140175425099138e-05,1.02810505299799e-05,1.0535653752852733e-06
Flavobacterium jumunjinense,,0.0002,2.7018512172212595e-05,4.8270073544588715e-06,2.405549140355832e-06
Gomphoneis minuta,,7.071067811865475e-05,2.449489742783178e-05,7.694153624668538e-06,1.713670524536926e-06
Hirschia maritima,,,,2e-06,5.802298395176404e-07
Yoonia litorea,,7.071067811865475e-05,3.5355339059327384e-05,1.8105247858010666e-05,2.242766149200571e-06
Paraglaciecola arctica,0.001,0.0006595452979136459,9.449867723941967e-05,5.414979224336878e-05,6.7534559054358665e-06
Imtechella halotolerans,,,4.472135954999579e-06,6.348228099241552e-06,8.888194417315588e-07
Pseudorhodoplanes sinuspersici,,,5e-06,4.615192303685731e-06,1.4142135623730936e-07
Tenacibaculum sp. MAR_2009_124,,,2.3874672772626646e-05,5.983310120660637e-06,5.852349955359812e-07
Aliiruegeria haliotis,,,1.0954451150103323e-05,6.877499545619759e-06,8.261355820929145e-07
Pseudaestuariivita atlantica,,,1.8165902124584954e-05,2.966479394838265e-06,1.4080127840328718e-06
Thioclava atlantica,,,7.0710678118654756e-06,3.70135110466435e-06,3.774917217635377e-07
Nonlabens sp. Hel1_33_55,,5.773502691896258e-05,3.8987177379235857e-05,1.0963576058932599e-05,1.5903353943953741e-06
Kordia jejudonensis,,7.071067811865475e-05,2.3021728866442677e-05,4.5825756949558395e-06,1.3784048752090232e-06
Ferrovum sp. JA12,,,,1.1547005383792516e-06,1.2909944487358055e-07
Sulfitobacter sp. SK011,,0.0001140175425099138,6.985699678629194e-05,1.3718600511714002e-05,2.6191601707417552e-06
Seonamhaeicola aphaedonensis,,,1.341640786499874e-05,5.0299105359837175e-06,9.464847243000465e-07
Simiduia aestuariiviva,,,1.7078251276599332e-05,6.1644140029689764e-06,9.327379053088823e-07
Lutibacter sp. Hel_I_33_5,,,1.5165750888103101e-05,7.049822692805828e-06,2.2691775308835285e-06
Halofilum ochraceum,,,1.341640786499874e-05,2.4899799195977465e-06,8.180260794538682e-07
Hoeflea sp. BRH_c9,,,7.0710678118654756e-06,1.6733200530681514e-06,7.257180352359079e-07
Chlorella desiccata (nom. nud.),,9.57427107756338e-05,2.302172886644268e-05,4.242640687119282e-06,1.1644025649805664e-06
Cryomorphaceae bacterium BACL21 MAG-121220-bin10,,0.0002549509756796393,4.929503017546496e-05,6.379655163094619e-06,6.492752369629801e-06
OM182 bacterium BACL3 MAG-120619-bin3,,5e-05,3.974921382870358e-05,5.000000000000004e-06,1.3351029922818654e-06
Gemmatimonas sp. SG8_17,,,,3.2710854467592255e-06,1.258305739211794e-07
Aliikangiella marina,,,2.2173557826083447e-05,4.898979485566356e-06,1.4773286702694173e-06
Pseudoalteromonas sp. P1-26,,,,,2e-07
Polaribacter vadi,,0.00024083189157584592,4.8785243670601865e-05,1.564608577248635e-05,3.441293361513956e-06
Croceivirga lutea,,,2.3452078799117152e-05,3.962322551231791e-06,1.0045728777279751e-06
Bacteroidetes bacterium RIFCSPHIGHO2_02_FULL_44_7,,,2.3874672772626643e-05,3.577708763999663e-06,7.527726527090816e-07
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_36_30,,,,1.414213562373095e-06,1.707825127659933e-07
Neptuniibacter marinus,,,1.4142135623730953e-05,1.516575088810311e-06,5.188127472091128e-07
Rhodobacteraceae bacterium EhC02,,0.0001341640786499874,6.723094525588645e-05,1.1009087155618306e-05,3.686348690325782e-06
Gammaproteobacteria bacterium 45_16_T64,,,2.774887385102322e-05,7.563068160475613e-06,7.182153808805105e-07
bacterium,,8.944271909999158e-05,1.816590212458494e-05,3.6469165057620957e-06,1.4430869689661827e-06
Variovorax sp.,,,5.773502691896257e-06,5.176871642217914e-06,1.0132456102380435e-06
Firmicutes bacterium,,,,2.16794833886788e-06,7.32575365861197e-07
Betaproteobacteria bacterium,,5.773502691896258e-05,4.868264577855235e-05,1.455335012978111e-05,2.9713913688147373e-06
Rhodobacteraceae bacterium,,0.0002774887385102322,8.831760866327849e-05,2.058397434899295e-05,3.415040263305827e-06
Nioella sediminis,,,,5e-07,3.0000000000000004e-07
Glaciecola sp. XM2,0.0011547005383792516,0.00042778499272414877,8.167006795638169e-05,1.8157643018850252e-05,4.834856081967017e-06
Planktotalea lamellibrachiae,,,2.1679483388678796e-05,2.549509756796394e-06,1.117661248619932e-06
Algoriphagus marinus,,0.0003403429642777023,5.6833088953531284e-05,1.0207840124139873e-05,1.8839232114570574e-06
Pontixanthobacter aquaemixtae,,,2.073644135332772e-05,1.0449880382090505e-05,2.309942279221137e-06
Rubrivirga sp. SAORIC476,,5e-05,5.585696017507577e-05,9.14877040918615e-06,1.3025615788386602e-06
gamma proteobacterium symbiont of Ctena orbiculata,,,1.6733200530681514e-05,8.414273587185053e-06,1.4153915830374781e-06
Proteobacteria bacterium,,0.00028809720581775863,2.607680962081059e-05,1.3049904214207857e-05,3.3688524257774604e-06
Tsuneonella mangrovi,,,5.773502691896259e-06,2.6076809620810596e-06,8.655441448399189e-07
Flavobacteriaceae bacterium TMED48,,0.00018257418583505537,9.486832980505139e-05,2.8535942248329556e-05,5.424865589732759e-06
Oceanospirillales bacterium TMED91,,9.999999999999996e-05,4.449719092257397e-05,1.145425685062108e-05,3.1436443819236397e-06
Candidatus Pelagibacter sp. TMED106,,,8.16496580927726e-06,4.816637831516917e-06,3.3040379335998306e-07
Pelagibacteraceae bacterium TMED201,,,2e-05,6.260990336999411e-06,9.128709291752775e-07
Rhizobiales bacterium TMED227,,,1.2247448713915892e-05,4.335896677735759e-06,1.4271183085738422e-06
Bacteroidetes bacterium HGW-Bacteroidetes-6,,,,1.7888543819998321e-06,2.629955639676584e-07
Rhodopirellula bahusiensis,,,,3.834057902536163e-06,4.6904157598234293e-07
Flavobacteriales bacterium,,0.00019493588689617928,4.43846820423443e-05,2.5549951076274108e-05,4.224038352098629e-06
Paraburkholderia aromaticivorans,,,,,1.2583057392117916e-07
Chloroflexi bacterium,,0.000151657508881031,3.391164991562635e-05,1.8875910574062395e-05,7.209484493822475e-06
Halieaceae bacterium,,0.0002073644135332772,3.91152144312159e-05,1.1166915420114885e-05,5.2835436340900515e-06
Verrucomicrobia bacterium,0.0005477225575051661,0.00015,7.62889244910426e-05,1.3114877048603988e-05,6.652067347825197e-07
Verrucomicrobiaceae bacterium,0.0007071067811865475,0.00032710854467592253,5.540758070878027e-05,1.4307340773183526e-05,3.899893160929772e-06
Flavobacteriia bacterium,,,1.673320053068151e-05,1.0597169433391161e-05,3.1052375110448476e-06
Desulfobacteraceae bacterium,,0.00028635642126552705,7.829431652425355e-05,1.932614809008768e-05,6.239324215543448e-06
Candidatus Dormibacteraeota bacterium,,,,,2.753785273643051e-07
Glaciecola sp. 33A,,0.00017888543819998315,3.674234614174767e-05,1.1135528725660031e-05,6.601767440112748e-07
Fluviicola sp. XM-24bin1,,0.00011547005383792514,5.805170109479997e-05,4.979959839195488e-06,2.3853720883753144e-06
Alteripontixanthobacter maritimus,,,2.217355782608345e-05,9.50263121456368e-06,5.446711546122755e-07
Marixanthomonas spongiae,,,9.574271077563381e-06,2.449489742783178e-06,1.0344080432788598e-06
Spirochaetes bacterium,,,2.3874672772626643e-05,1.3849187701811251e-05,1.728920665232116e-06
Sinomicrobium sp. N-1-3-6,,,5.773502691896259e-06,1.140175425099138e-06,3.65148371670111e-07
Colwellia sp. RSH04,,5.4772255750516614e-05,4.6043457732885354e-05,4.086563348340509e-06,1.888562063228707e-06
Aquabacterium tepidiphilum,,,,1.9235384061671345e-06,4.2720018726587645e-07
Ningiella ruwaisensis,0.0005,0.00015165750888103098,6.580273550544841e-05,1.2778888840583904e-05,1.4719601443879833e-06
Gemmatimonadales bacterium,,5.4772255750516614e-05,2.280350850198276e-05,6.016643582596533e-06,1.3203534880225556e-06
Pseudomonas leptonychotis,,,9.574271077563381e-06,6.50384501660364e-06,1.072380529476361e-06
Aurantiacibacter spongiae,,,8.16496580927726e-06,5.366563145999494e-06,8.616843969807044e-07
Erythrobacter sp. HKB08,,,2.3021728866442673e-05,3.286335345030997e-06,8.18026079453868e-07
Litoricolaceae bacterium,0.0005773502691896258,0.00016431676725154985,6.949820141557621e-05,2.1649480363278918e-05,2.9194748386196687e-06
Pseudoalteromonas sp. FUC4,,,7.0710678118654756e-06,1.5165750888103101e-06,9.255628917943211e-07
Novipirellula artificiosorum,,7.071067811865475e-05,1.3038404810405297e-05,7.334848328356903e-06,1.1116804097101519e-06
Antarcticimicrobium luteum,,,4.47213595499958e-06,2.1679483388678795e-06,9.535023160258538e-07
Erythrobacter sp. THAF29,,,1.9235384061671342e-05,3.999999999999999e-06,8.539125638299658e-07
Cryptosporangium phraense,,,,2.160246899469287e-06,2.449489742783179e-07
Reinekea thalattae,,,1.825741858350554e-05,3.1622776601683783e-06,1.4008925726121898e-06
Litoreibacter roseus,,,1.0954451150103323e-05,5.727128425310542e-06,7.937253933193779e-07
Roseiconus lacunae,,,1.30384048104053e-05,2.7018512172212597e-06,4.112987559751033e-07
Vibrio sp. CAIM 722,,,,5.773502691896257e-07,9.57427107756338e-08
Acidiluteibacter ferrifornacis,,0.0002081665999466133,4.6904157598234285e-05,1.1865917579353066e-05,4.053393639902242e-06
Sulfitobacter sediminilitoris,,7.071067811865475e-05,2.683281572999748e-05,7.810249675906653e-06,2.2647663602823727e-06
Pseudomonas sp. B6002,,,,,
Shewanella sp. VB17,,,,3.420526275297414e-06,7.788880963698615e-07
Pseudoalteromonas sp. SR43-2,,,1.732050807568877e-05,4.08656334834051e-06,6.994045086119103e-07
Sulfitobacter aestuariivivens,,5.773502691896258e-05,1.5165750888103106e-05,4.7222875812470366e-06,2.2765104875664386e-06
Pelovirga terrestris,,,,2.7018512172212593e-06,6.184658438426491e-07
Psychrobacter sp. Pi2-52,,,5.773502691896259e-06,3.3466401061363023e-06,4.787135538781689e-07
Dictyobacter formicarum,,,,,1.2583057392117916e-07
Psychrobacter sp. Ps6,,7.071067811865475e-05,1.3416407864998738e-05,1.138859078200635e-05,1.2606215398233776e-06
Snuella sedimenti,,,1.2247448713915892e-05,6.496152707564685e-06,9.831920802501735e-07
Cognatishimia sp. F0-27,,,1.5811388300841898e-05,5.683308895353129e-06,6.898067362191624e-07
Citreicella sp. C3M06,,,7.0710678118654756e-06,2.3874672772626647e-06,6.855654600401043e-07
Sphingomicrobium sp. B8,,7.071067811865475e-05,3.2710854467592246e-05,1.0000000000000003e-05,1.392838827718414e-06
Qipengyuania sp. 1NDH1,,,1.4142135623730951e-05,6.260990336999409e-06,4.1633319989322804e-07
Comamonadaceae bacterium M7527,0.0005,0.0001224744871391589,6.54217089351845e-05,2.6080644163823876e-05,1.0353904255561418e-05
Actinobacteria bacterium,,8.366600265340753e-05,6.760177512462228e-05,2.598653497486727e-05,3.7853885753865197e-06
Octadecabacter sp. D2-3,,,1.673320053068151e-05,1.8165902124584947e-06,1.1445523142259598e-06
Rhodophyticola sp. CCM32,,,5.773502691896259e-06,3.2710854467592255e-06,9.2736184954957e-07
Lutibacter sp. A80,,,2.2360679774997894e-05,1.140175425099138e-06,1.037625494418225e-06
Viruses,0.0011547005383792516,0.00021679483388678802,4.919349550499537e-05,5.0475736745489906e-05,7.03674877577234e-06
Deltaproteobacteria bacterium,0.0009574271077563382,0.00019999999999999996,0.00023381616710569866,5.9912436104702045e-05,1.711614734687688e-05
Bernardetia litoralis,0.0007071067811865475,0.00013416407864998739,4.82700735445887e-05,2.0094775440397445e-05,2.521243079646769e-06
Yoonia vestfoldensis,,0.00014832396974191324,5.93295878967653e-05,1.7277152543170994e-05,3.985808157283381e-06
Pseudoalteromonas tunicata,0.0005773502691896258,0.000151657508881031,2.4899799195977466e-05,1.4467204291085407e-05,2.357081528783694e-06
Olavius algarvensis Delta 1 endosymbiont,,0.00013416407864998739,3.563705936241092e-05,2.232039426175084e-05,1.4728091073410377e-06
Paraperlucidibaca baekdonensis,0.0005773502691896258,0.00043931765272977593,0.00010535653752852738,7.014413731738378e-05,3.352113760997137e-06
Candidatus Puniceispirillum marinum,0.0005773502691896257,0.0002449489742783178,5.1283525619832344e-05,1.3999999999999988e-05,4.0174618853201325e-06
Fistulifera solaris,0.0007071067811865475,0.0003286335345030997,0.00012417729261020308,1.8349386910739e-05,6.755491593264462e-06
Flavobacteriaceae bacterium,0.0005773502691896258,0.0002449489742783178,5.029910535983716e-05,1.8303005217723125e-05,5.655307241874668e-06
Planctomycetes bacterium,,0.00029154759474226495,6.503845016603642e-05,3.713084970748718e-05,3.715283748697175e-06
Alteromonas sp. SM 2104,0.0005773502691896258,0.00015165750888103098,5.3851648071345046e-05,1.5485477067239478e-05,4.0554490092549006e-06
Blastopirellula marina,,,2.7018512172212595e-05,7.463243262818115e-06,1.0144785195688803e-06
Desulfobulbus sp.,,,5e-06,6.024948132556828e-06,6.480740698407861e-07
Haliscomenobacter hydrossis,,,1.8708286933869708e-05,5.029910535983717e-06,1.2192894105447917e-06
Phaeodactylum tricornutum,0.0007071067811865475,0.0003563705936241092,3.962322551231788e-05,2.5179356624028343e-05,2.0934421415458065e-06
Symbiodinium microadriaticum,,,2.3874672772626643e-05,8.584870412533898e-06,1.5800843859321762e-06
Stylonychia lemnae,,,3.435112807463533e-05,1.487615541731129e-05,9.06917857360852e-07
Colwellia psychrerythraea,,5.773502691896258e-05,2.915475947422651e-05,1.3917614738165441e-05,1.4032699906527845e-06
Rhodovulum adriaticum,,,5.773502691896259e-06,2.7018512172212593e-06,8.981462390204988e-07
Pseudo-nitzschia americana,,,7.0710678118654756e-06,8.366600265340753e-07,2.3629078131263063e-07
Halochromatium salexigens,,,,2.588435821108957e-06,1.6329931618554537e-07
Rheinheimera baltica,,8.164965809277262e-05,8.455767262643882e-05,1.7340703561274547e-05,3.221154037504783e-06
Sulfitobacter mediterraneus,,5.4772255750516614e-05,6.442049363362563e-05,1.246194206373951e-05,3.355964838909972e-06
Bordetella petrii,,,,1.30384048104053e-06,6.13731754650732e-07
Desulfonatronum thiodismutans,,,,,1.2909944487358055e-07
Thalassiosira oceanica,,0.00026832815729997477,6.188699378706322e-05,1.5175638372075163e-05,3.933933570020398e-06
Pseudoalteromonas phenolica,,7.071067811865475e-05,1.643167672515498e-05,8.185352771872453e-06,1.6512621435334427e-06
Sulfitobacter dubius,,,7.0710678118654756e-06,2.3874672772626643e-06,6.994045086119092e-07
Aestuariibacter halophilus,,,1.414213562373095e-05,6.892024376045114e-06,8.995369179009054e-07
Erythrobacter sp. NAP1,,,8.16496580927726e-06,4.54972526643093e-06,6.403124237432845e-07
Ostreococcus sp. 'lucimarinus',,0.00019235384061671342,4.604345773288535e-05,2.1087911228948203e-05,2.224672260506388e-06
Psychrobacter vallis,,,2.3629078131263043e-05,4.1593268686170844e-06,7.455423082115013e-07
Salinimonas chungwhensis,,,8.94427190999916e-06,1.2153188881935475e-05,1.4221462653327884e-06
Qipengyuania seohaensis,,5.7735026918962585e-05,4.33589667773576e-05,7.071067811865477e-06,8.679477710861033e-07
Pseudoalteromonas marina,,5e-05,4.147288270665544e-05,1.3145341380123984e-05,1.493039405597408e-06
Phormidesmis priestleyi,,,8.94427190999916e-06,5.118593556827892e-06,7.047458170621994e-07
Sediminitomix flava,,,1.2583057392117918e-05,8.78635305459552e-06,9.609023536933047e-07
Celerinatantimonas diazotrophica,,,,8.94427190999916e-07,2.872281323269011e-07
Olavius algarvensis associated proteobacterium Delta 3,,,2.7748873851023215e-05,8.905054744357275e-06,6.324555320336755e-07
Eudoraea adriatica,,0.00011547005383792517,3.492849839314597e-05,1.1009087155618303e-05,1.915506895489193e-06
Glaciecola sp. HTCC2999,0.0005773502691896258,0.0002408318915758459,5.7183913821983176e-05,3.4329287787543744e-05,4.977951385861452e-06
Seohaeicola saemankumensis,,5e-05,5.540758070878028e-05,1.0406728592598155e-05,1.5861378670636808e-06
Rubellimicrobium aerolatum,,,,8.94427190999916e-07,1.825741858350555e-07
Saonia flava,,7.071067811865475e-05,2.280350850198276e-05,6.985699678629191e-06,9.949874371066189e-07
Colwellia chukchiensis,,5e-05,1.9235384061671346e-05,6.1400325732035005e-06,1.3425721582097545e-06
Arenicella xantha,,8.366600265340757e-05,6.496152707564686e-05,2.6715164233071835e-05,1.4899664425751449e-06
Ruegeria faecimaris,,,2.5495097567963924e-05,3.4351128074635336e-06,7.804912982645406e-07
Rubricoccus marinus,0.0005773502691896258,0.000216794833886788,3.0822070014844885e-05,1.8390214789392752e-05,2.1361959960016177e-06
Vibrio genomosp. F10,,5e-05,2.9495762407505253e-05,4.6368092477478534e-06,2.6166135875720483e-06
gamma proteobacterium HIMB55,,,1.8708286933869708e-05,7.127411872482186e-06,8.808140174482537e-07
Nonlabens marinus,,0.0001732050807568877,8.093207028119325e-05,1.706458320616122e-05,4.325505750776427e-06
Halioglobus pacificus,,0.00020816659994661328,3.563705936241092e-05,1.0583005244258368e-05,4.003644173333427e-06
Oceanicola sp. S124,,,,3.2863353450309967e-06,6.879922480183431e-07
Ruegeria arenilitoris,,,2.8284271247461902e-05,4.6043457732885376e-06,1.532699144211504e-06
Rubrivirga marina,,5e-05,2.8809720581775856e-05,1.2275992831539126e-05,7.527726527090861e-07
Acinetobacter sp. NIPH 298,,,,,1.2583057392117916e-07
Paraglaciecola aquimarina,,0.00017320508075688773,4.560701700396552e-05,1.5254507530562892e-05,1.225765067213122e-06
Polaribacter sp. Hel_I_88,,0.00019493588689617928,6.426507605223852e-05,2.5451915448547294e-05,3.6851051545376516e-06
Maribacter sp. MAR_2009_72,,,,3.741657386773941e-06,4.898979485566358e-07
Aurantibacter aestuarii,,0.00029664793948382654,8.354639429682168e-05,3.861994303465502e-05,7.216647421067467e-06
Luminiphilus syltensis,0.0007071067811865475,0.00020493901531919194,4.277849927241487e-05,6.9065186599327975e-06,2.201514630127793e-06
Sulfitobacter noctilucicola,,9.57427107756338e-05,4.43846820423443e-05,1.3809417076763232e-05,2.926886855802025e-06
Pseudoalteromonas sp. H105,,0.00014832396974191327,6.066300355241242e-05,2.3184046238739258e-05,2.9837057495671334e-06
Winogradskyella sediminis,,0.00014142135623730948,4.472135954999578e-06,3.646916505762095e-06,1.0246950765959584e-06
Candidatus Pelagibacter sp. HIMB1321,,0.00019493588689617928,3.5637059362410906e-05,2.6931394319641176e-05,3.040148022712065e-06
Leeuwenhoekiella sp. MAR_2009_132,,0.00020615528128088305,5.019960159204453e-05,1.8229097618916844e-05,1.0503967504392488e-06
Sphingomonas gei,,,,7.071067811865475e-07,2.7080128015453206e-07
Winogradskyella wandonensis,,5.773502691896258e-05,1.9493588689617928e-05,6.403124237432852e-06,2.613426869074396e-06
Algimonas arctica,,,1.3416407864998741e-05,3.5355339059327365e-06,8.99536917900909e-07
Halamphora coffeaeformis,,5.7735026918962585e-05,3.8987177379235857e-05,6.5802735505448416e-06,8.057087976847879e-07
Emcibacter nanhaiensis,,,5e-06,4.037325847637271e-06,4.123105625617664e-07
Defluviimonas aquaemixtae,,,1.1547005383792516e-05,5.431390245600108e-06,3.7749172176353813e-07
Sedimenticola thiotaurini,,,1.1401754250991379e-05,2.82842712474619e-06,1.4491376746189436e-06
Streptomyces bambusae,,,,,5.773502691896257e-08
Flavobacterium sp. 316,,,1.9235384061671342e-05,5.983310120660637e-06,6.946221994724894e-07
Thalassobaculum fulvum,,,8.944271909999158e-06,6.457553716385176e-06,6.55743852430201e-07
Donghicola tyrosinivorans,,,2.1908902300206645e-05,2.3452078799117144e-06,9.416297927883689e-07
Thalassotalea euphylliae,,5.7735026918962585e-05,1.1401754250991384e-05,9.96493853468249e-06,1.8099263336758573e-06
Cryomorphaceae bacterium BACL23 MAG-120924-bin60,,0.00018165902124584948,6.387487769068522e-05,1.9269146322554098e-05,2.6663020584072503e-06
