,class,read count,relative error,type
491,Spirotrichea,100000,0.2740682007909842,Kaiju
492,Bacilli,100000,0.1184210480856236,Kaiju
493,Atractiellomycetes,100000,0.4714045207910316,Kaiju
494,Mediophyceae,100000,0.1732603536516877,Kaiju
495,Acidithiobacillia,100000,0.1666666666666666,Kaiju
496,Bangiophyceae,100000,0.4255231590028169,Kaiju
497,Epsilonproteobacteria,100000,0.1904894104198934,Kaiju
498,Acidimicrobiia,100000,0.1161058843773977,Kaiju
499,Agaricomycetes,100000,0.4745321929056856,Kaiju
500,Glomeromycetes,100000,0.2398096756921112,Kaiju
501,Oligoflexia,100000,0.2215713782244273,Kaiju
502,Chitinophagia,100000,0.2329092455144228,Kaiju
503,Chlorobia,100000,0.534291238958381,Kaiju
504,Nitrospira,100000,0.1371521926143692,Kaiju
505,Holophagae,100000,0.4460514967089147,Kaiju
507,Opitutae,100000,0.0423414926340782,Kaiju
509,Fragilariophyceae,100000,0.1738486278344018,Kaiju
510,Deferribacteres,100000,0.3464101615137754,Kaiju
511,Leotiomycetes,100000,0.465657314657332,Kaiju
512,Sordariomycetes,100000,0.3803000120609434,Kaiju
513,Clostridia,100000,0.0739358078058318,Kaiju
514,Thermoflexia,100000,0.4714045207910316,Kaiju
515,Balneolia,100000,0.5770069148510867,Kaiju
516,Hydrogenophilalia,100000,0.6098953339214036,Kaiju
517,Chlorophyceae,100000,0.2256871232231512,Kaiju
518,Phycisphaerae,100000,0.1611225405898871,Kaiju
519,Cryptophyceae,100000,0.1117801137765645,Kaiju
520,Euglenida,100000,0.0829882662886614,Kaiju
521,Eustigmatophyceae,100000,0.4656573146573322,Kaiju
522,Choanoflagellata,100000,0.5868455973269636,Kaiju
523,Erysipelotrichia,100000,0.6388765649999398,Kaiju
524,Florideophyceae,100000,0.5473452081269226,Kaiju
525,Phaeophyceae,100000,0.3840081732097726,Kaiju
526,Oligohymenophorea,100000,0.3260932467187192,Kaiju
527,Chloroflexia,100000,0.3912303982179758,Kaiju
528,Ulvophyceae,100000,0.4714045207910316,Kaiju
529,Rubrobacteria,100000,0.4707511531578504,Kaiju
530,Eumycetozoa,100000,0.7061267297367758,Kaiju
531,Dothideomycetes,100000,0.2338535866733713,Kaiju
532,Eurotiomycetes,100000,0.3141885053534503,Kaiju
534,Thermotogae,100000,0.4330127018922193,Kaiju
535,Deinococci,100000,0.4513354669242202,Kaiju
537,Acidobacteriia,100000,0.335179118267105,Kaiju
538,Dehalococcoidia,100000,0.5705127207547053,Kaiju
539,Zetaproteobacteria,100000,0.2828732950245786,Kaiju
540,Ignavibacteria,100000,0.1454156566097188,Kaiju
541,Kiritimatiellae,100000,0.2883779907851376,Kaiju
542,Candidatus Thermofonsia,100000,0.4082482904638629,Kaiju
544,Spirochaetia,100000,0.1346248625316629,Kaiju
545,Chlamydiia,100000,0.1212952579892699,Kaiju
546,Fusobacteriia,100000,0.6435846357954428,Kaiju
547,Caldilineae,100000,0.4620591115750577,Kaiju
548,Xanthophyceae,100000,0.6319062870042959,Kaiju
549,Saccharomycetes,100000,0.3102481300269571,Kaiju
550,Thermodesulfobacteria,100000,0.6928203230275509,Kaiju
552,Ardenticatenia,100000,0.4,Kaiju
553,Calditrichia,100000,0.3912303982179758,Kaiju
554,Mortierellomycetes,100000,0.5471012044321931,Kaiju
556,Candidatus Brocadiia,100000,0.7460835241445826,Kaiju
557,Thermoplasmata,100000,0.2721655269759087,Kaiju
558,Thermoleophilia,100000,0.4745198618852563,Kaiju
559,Kinetoplastea,100000,0.3440104580768907,Kaiju
560,Mollicutes,100000,0.4330127018922193,Kaiju
561,Methanomicrobia,100000,0.6000923289995463,Kaiju
562,Negativicutes,100000,0.3243911093675884,Kaiju
563,Lentisphaeria,100000,0.8426500884694863,Kaiju
564,Tissierellia,100000,0.3849001794597505,Kaiju
565,Mucoromycetes,100000,0.6324555320336759,Kaiju
567,Chytridiomycetes,100000,0.3446761565477978,Kaiju
568,Nitriliruptoria,100000,0.4625924443258072,Kaiju
569,Ustilaginomycetes,100000,0.4714045207910316,Kaiju
571,Heterotrichea,100000,0.5471012044321931,Kaiju
574,Candidatus Lambdaproteobacteria,100000,0.4714045207910316,Kaiju
575,Bigyra,100000,0.211143597240581,Kaiju
576,Dictyochophyceae,100000,0.282842712474619,Kaiju
577,Raphidophyceae,100000,0.4750730937913075,Kaiju
578,Halobacteria,100000,0.4999999999999999,Kaiju
579,Neocallimastigomycetes,100000,0.5590169943749473,Kaiju
580,Synergistia,100000,0.3464101615137754,Kaiju
581,Thermoanaerobaculia,100000,0.6666666666666666,Kaiju
582,Fimbriimonadia,100000,0.4330127018922193,Kaiju
583,Vicinamibacteria,100000,0.4,Kaiju
584,Candidatus Muproteobacteria,100000,0.686978002202548,Kaiju
586,Aconoidasida,100000,0.7200822998230955,Kaiju
587,Monoblepharidomycetes,100000,0.4714045207910316,Kaiju
588,Spartobacteria,100000,0.5926547641093316,Kaiju
589,Chloropicophyceae,100000,0.4255231590028169,Kaiju
590,Tichowtungiia,100000,0.5773502691896256,Kaiju
591,Coriobacteriia,100000,0.3803000120609434,Kaiju
592,Schizosaccharomycetes,100000,0.4714045207910316,Kaiju
593,Tremellomycetes,100000,0.6123724356957946,Kaiju
595,Chlorodendrophyceae,100000,0.3849001794597505,Kaiju
597,Glaucocystophyceae,100000,0.4330127018922193,Kaiju
598,Chrysiogenetes,100000,0.4330127018922193,Kaiju
600,Aquificae,100000,0.6972166887783962,Kaiju
602,Candidatus Marinamargulisbacteria,100000,0.4714045207910316,Kaiju
603,Nephroselmidophyceae,100000,0.4714045207910316,Kaiju
604,Conoidasida,100000,0.5061943174124038,Kaiju
610,Umbelopsidomycetes,100000,0.3999999999999999,Kaiju
612,Harpellomycetes,100000,0.2857142857142857,Kaiju
613,Candidatus Poseidoniia,100000,0.3726779962499649,Kaiju
617,Phytomyxea,100000,0.4582575694955839,Kaiju
618,Pucciniomycetes,100000,0.7071067811865476,Kaiju
621,Lecanoromycetes,100000,0.4714045207910316,Kaiju
624,Nitrososphaeria,100000,0.4330127018922193,Kaiju
626,Mixiomycetes,100000,0.4714045207910316,Kaiju
628,Bolidophyceae,100000,0.4714045207910316,Kaiju
629,Thermomicrobia,100000,0.4330127018922193,Kaiju
633,Blastocatellia,100000,0.4330127018922193,Kaiju
699,Gammaproteobacteria,1000000,0.0017796189983273,Kaiju
700,Alphaproteobacteria,1000000,0.0029031460546345,Kaiju
701,Flavobacteriia,1000000,0.0032626377896491,Kaiju
702,Betaproteobacteria,1000000,0.0152600060623652,Kaiju
703,Deltaproteobacteria,1000000,0.0160034291309213,Kaiju
704,Coscinodiscophyceae,1000000,0.0189378219854252,Kaiju
705,Saprospiria,1000000,0.0182005482049958,Kaiju
706,Actinomycetia,1000000,0.0089541595061325,Kaiju
707,Bacillariophyceae,1000000,0.0106997268900859,Kaiju
708,Planctomycetia,1000000,0.0162223069250766,Kaiju
709,Trebouxiophyceae,1000000,0.0194609065773504,Kaiju
710,Verrucomicrobiae,1000000,0.0198770330432665,Kaiju
711,Gemmatimonadetes,1000000,0.0998456797105785,Kaiju
712,Anaerolineae,1000000,0.0399403694994272,Kaiju
713,Cytophagia,1000000,0.0127075960251489,Kaiju
714,Dinophyceae,1000000,0.0453740277942583,Kaiju
715,Pedinophyceae,1000000,0.3447131568330793,Kaiju
716,Pelagophyceae,1000000,0.1064408327612399,Kaiju
717,Sphingobacteriia,1000000,0.0058107717568097,Kaiju
718,Ktedonobacteria,1000000,0.3134507697255684,Kaiju
719,Mamiellophyceae,1000000,0.0112997798593654,Kaiju
720,Nitrospinia,1000000,0.1084773730060772,Kaiju
721,Rhodothermia,1000000,0.0432744914814066,Kaiju
722,Viruses,1000000,0.0483206363636702,Kaiju
723,Bacteroidia,1000000,0.0373458429738376,Kaiju
724,Spirotrichea,1000000,0.1296242597732377,Kaiju
725,Bacilli,1000000,0.0349067633117798,Kaiju
726,Atractiellomycetes,1000000,0.6085806194501846,Kaiju
727,Mediophyceae,1000000,0.0151962760028034,Kaiju
728,Acidithiobacillia,1000000,0.1699298992395602,Kaiju
729,Bangiophyceae,1000000,0.2484232823608425,Kaiju
730,Epsilonproteobacteria,1000000,0.0570320877026555,Kaiju
731,Acidimicrobiia,1000000,0.0293196724915625,Kaiju
732,Agaricomycetes,1000000,0.0704204259188568,Kaiju
733,Glomeromycetes,1000000,0.0973981004106329,Kaiju
734,Oligoflexia,1000000,0.0423216343198636,Kaiju
735,Chitinophagia,1000000,0.0466837172052175,Kaiju
736,Chlorobia,1000000,0.1619677616199416,Kaiju
737,Nitrospira,1000000,0.0613228341735251,Kaiju
738,Holophagae,1000000,0.1136329855729661,Kaiju
740,Opitutae,1000000,0.0240927161474437,Kaiju
741,Chrysophyceae,1000000,0.3761078310693836,Kaiju
742,Fragilariophyceae,1000000,0.0617109763723087,Kaiju
743,Deferribacteres,1000000,0.1837244354972779,Kaiju
744,Leotiomycetes,1000000,0.2137959894146116,Kaiju
745,Sordariomycetes,1000000,0.0707106781186547,Kaiju
746,Clostridia,1000000,0.0283392520039781,Kaiju
747,Thermoflexia,1000000,0.2261243314956961,Kaiju
748,Balneolia,1000000,0.0967714877113466,Kaiju
749,Hydrogenophilalia,1000000,0.1228350500945791,Kaiju
750,Chlorophyceae,1000000,0.0384249025310514,Kaiju
751,Phycisphaerae,1000000,0.0260245570981403,Kaiju
752,Cryptophyceae,1000000,0.0374101197448788,Kaiju
753,Euglenida,1000000,0.0765417224350489,Kaiju
754,Eustigmatophyceae,1000000,0.1450925533872876,Kaiju
755,Choanoflagellata,1000000,0.0722935353125128,Kaiju
756,Erysipelotrichia,1000000,0.1380762040688991,Kaiju
757,Florideophyceae,1000000,0.1935363762806163,Kaiju
758,Phaeophyceae,1000000,0.1675975189311839,Kaiju
759,Oligohymenophorea,1000000,0.1392771825712482,Kaiju
760,Chloroflexia,1000000,0.1510878442428515,Kaiju
761,Ulvophyceae,1000000,0.2565639165054103,Kaiju
762,Rubrobacteria,1000000,0.1633072914311419,Kaiju
763,Eumycetozoa,1000000,0.1913663861549357,Kaiju
764,Dothideomycetes,1000000,0.0826721685893602,Kaiju
765,Eurotiomycetes,1000000,0.189097030166098,Kaiju
766,Taphrinomycetes,1000000,0.2201736911931778,Kaiju
767,Thermotogae,1000000,0.1157160332757393,Kaiju
768,Deinococci,1000000,0.147667373048664,Kaiju
769,Fibrobacteria,1000000,0.1810889557000735,Kaiju
770,Acidobacteriia,1000000,0.1718563711749587,Kaiju
771,Dehalococcoidia,1000000,0.1440030649536647,Kaiju
772,Zetaproteobacteria,1000000,0.111844225386803,Kaiju
773,Ignavibacteria,1000000,0.1400747127810651,Kaiju
774,Kiritimatiellae,1000000,0.1126314307980329,Kaiju
775,Candidatus Thermofonsia,1000000,0.1109853032705707,Kaiju
776,Candidatus Cryosericia,1000000,0.3912303982179758,Kaiju
777,Spirochaetia,1000000,0.0406723445997916,Kaiju
778,Chlamydiia,1000000,0.1024749118086628,Kaiju
779,Fusobacteriia,1000000,0.0510044783898125,Kaiju
780,Caldilineae,1000000,0.0540738070435875,Kaiju
781,Xanthophyceae,1000000,0.210818510677892,Kaiju
782,Saccharomycetes,1000000,0.0577350269189625,Kaiju
783,Thermodesulfobacteria,1000000,0.0648109012312098,Kaiju
784,Stylonematophyceae,1000000,0.5,Kaiju
785,Ardenticatenia,1000000,0.1675148485651224,Kaiju
786,Calditrichia,1000000,0.2150212335081701,Kaiju
787,Mortierellomycetes,1000000,0.2416609194718914,Kaiju
788,Zoopagomycetes,1000000,0.2614562582918986,Kaiju
789,Candidatus Brocadiia,1000000,0.1491707572615513,Kaiju
790,Thermoplasmata,1000000,0.1453889211816659,Kaiju
791,Thermoleophilia,1000000,0.0607387186212524,Kaiju
792,Kinetoplastea,1000000,0.1810745523534585,Kaiju
793,Mollicutes,1000000,0.0910539198855854,Kaiju
794,Methanomicrobia,1000000,0.1303722296065966,Kaiju
795,Negativicutes,1000000,0.1590990257669731,Kaiju
796,Lentisphaeria,1000000,0.1261073816481251,Kaiju
797,Tissierellia,1000000,0.2586376307428623,Kaiju
798,Mucoromycetes,1000000,0.2015465642160622,Kaiju
799,Pyramimonadophyceae,1000000,0.3905288278548064,Kaiju
800,Chytridiomycetes,1000000,0.1798236283710163,Kaiju
801,Nitriliruptoria,1000000,0.135963881858513,Kaiju
802,Ustilaginomycetes,1000000,0.4237736671656071,Kaiju
803,Synurophyceae,1000000,0.4111023011864763,Kaiju
804,Heterotrichea,1000000,0.1333783360267401,Kaiju
805,Exobasidiomycetes,1000000,0.1781054079784383,Kaiju
806,Armatimonadia,1000000,0.2507385540462558,Kaiju
807,Candidatus Lambdaproteobacteria,1000000,0.4714045207910316,Kaiju
808,Bigyra,1000000,0.1245596721381337,Kaiju
809,Dictyochophyceae,1000000,0.0804955554770723,Kaiju
810,Raphidophyceae,1000000,0.1486068954471381,Kaiju
811,Halobacteria,1000000,0.28,Kaiju
812,Neocallimastigomycetes,1000000,0.1685499656158105,Kaiju
813,Synergistia,1000000,0.3440487269586881,Kaiju
814,Thermoanaerobaculia,1000000,0.2582395605971806,Kaiju
815,Fimbriimonadia,1000000,0.2852384033498331,Kaiju
816,Vicinamibacteria,1000000,0.0909413072319648,Kaiju
817,Candidatus Muproteobacteria,1000000,0.0987757940182219,Kaiju
818,Candidatus Ozemobacteria,1000000,0.8571428571428573,Kaiju
819,Aconoidasida,1000000,0.2138326651726052,Kaiju
820,Monoblepharidomycetes,1000000,0.6976872406904875,Kaiju
821,Spartobacteria,1000000,0.1547110213461739,Kaiju
822,Chloropicophyceae,1000000,0.2888421436539642,Kaiju
823,Tichowtungiia,1000000,0.4062019202317979,Kaiju
824,Coriobacteriia,1000000,0.2007218378710874,Kaiju
825,Schizosaccharomycetes,1000000,0.4714045207910318,Kaiju
826,Tremellomycetes,1000000,0.249964088199197,Kaiju
827,Entomophthoromycetes,1000000,0.4462820381222339,Kaiju
828,Chlorodendrophyceae,1000000,0.3364055948997212,Kaiju
829,Variosea,1000000,0.2019449900565147,Kaiju
830,Glaucocystophyceae,1000000,0.3102481300269572,Kaiju
831,Chrysiogenetes,1000000,0.3854010257086557,Kaiju
832,Microbotryomycetes,1000000,0.4128614119223852,Kaiju
833,Aquificae,1000000,0.2541632142604599,Kaiju
834,Centroplasthelida,1000000,0.5590169943749475,Kaiju
835,Candidatus Marinamargulisbacteria,1000000,0.5926547641093316,Kaiju
836,Nephroselmidophyceae,1000000,0.2961494610647111,Kaiju
837,Conoidasida,1000000,0.3179402324243197,Kaiju
838,Basidiobolomycetes,1000000,0.3510981290092154,Kaiju
839,Malasseziomycetes,1000000,0.3090082702956526,Kaiju
840,Chitinispirillia,1000000,0.8660254037844387,Kaiju
841,Theionarchaea,1000000,0.4330127018922193,Kaiju
842,Olpidiomycetes,1000000,0.6666666666666666,Kaiju
843,Umbelopsidomycetes,1000000,0.211143597240581,Kaiju
844,Kickxellomycetes,1000000,0.465657314657332,Kaiju
845,Harpellomycetes,1000000,0.2282177322938192,Kaiju
846,Candidatus Poseidoniia,1000000,0.3661507312906685,Kaiju
847,Thermodesulfovibrionia,1000000,0.5336321894427541,Kaiju
849,Candidatus Uabimicrobiia,1000000,0.2102968517807305,Kaiju
850,Phytomyxea,1000000,0.1613153565718017,Kaiju
851,Pucciniomycetes,1000000,0.2671581119676576,Kaiju
852,Methanobacteria,1000000,0.2614562582918985,Kaiju
853,Endogonomycetes,1000000,0.3637652289278589,Kaiju
854,Lecanoromycetes,1000000,0.4648111258522642,Kaiju
855,Pezizomycetes,1000000,0.2874309805554531,Kaiju
856,Endomicrobia,1000000,0.57282196186948,Kaiju
857,Nitrososphaeria,1000000,0.5926547641093317,Kaiju
858,Tepidiformia,1000000,0.9938079899999064,Kaiju
859,Mixiomycetes,1000000,0.6123724356957945,Kaiju
861,Bolidophyceae,1000000,0.3821320168640694,Kaiju
862,Thermomicrobia,1000000,0.2978016741735238,Kaiju
863,Chitinivibrionia,1000000,0.5926547641093317,Kaiju
864,Dacrymycetes,1000000,0.6666666666666669,Kaiju
865,Chthonomonadetes,1000000,0.3849001794597505,Kaiju
866,Blastocatellia,1000000,0.3192425318836931,Kaiju
868,Thermoprotei,1000000,0.5099019513592784,Kaiju
869,Orbiliomycetes,1000000,0.4921529567847503,Kaiju
870,Gloeobacteria,1000000,0.4269562819149832,Kaiju
871,Blastocladiomycetes,1000000,0.1749635530559412,Kaiju
874,Chlorarachniophyceae,1000000,0.7497534111391513,Kaiju
875,Neolectomycetes,1000000,0.5471012044321932,Kaiju
876,Archaeoglobi,1000000,0.4330127018922193,Kaiju
877,Compsopogonophyceae,1000000,0.3912303982179758,Kaiju
878,Hadesarchaea,1000000,0.3464101615137754,Kaiju
879,Longimicrobia,1000000,0.4074501503251656,Kaiju
880,Methylacidiphilae,1000000,0.4648111258522642,Kaiju
881,Terrimicrobia,1000000,0.4,Kaiju
882,Candidatus Mcinerneyibacteria,1000000,0.7071067811865475,Kaiju
883,Candidatus Peribacteria,1000000,0.5,Kaiju
884,Phyllopharyngea,1000000,0.3726779962499649,Kaiju
885,Pneumocystidomycetes,1000000,0.5590169943749475,Kaiju
886,Picocystophyceae,1000000,0.4750730937913075,Kaiju
887,Litostomatea,1000000,0.4330127018922193,Kaiju
890,Methanococci,1000000,0.5000000000000001,Kaiju
897,Candidatus Aquicultoria,1000000,0.4,Kaiju
898,Flabellinia,1000000,0.8660254037844386,Kaiju
899,Dimargaritomycetes,1000000,0.4714045207910316,Kaiju
901,Limnochordia,1000000,0.2474358296526968,Kaiju
902,Abditibacteria,1000000,0.4082482904638631,Kaiju
903,Candidatus Termititenacia,1000000,0.4948716593053935,Kaiju
904,Candidatus Methanofastidiosa,1000000,0.3464101615137754,Kaiju
905,Wallemiomycetes,1000000,0.4,Kaiju
911,Xylonomycetes,1000000,0.4714045207910316,Kaiju
932,Gammaproteobacteria,10000000,0.0007445129824194,Kaiju
933,Alphaproteobacteria,10000000,0.0006320926601377,Kaiju
934,Flavobacteriia,10000000,0.0007801137742491,Kaiju
935,Betaproteobacteria,10000000,0.0028733552144469,Kaiju
936,Deltaproteobacteria,10000000,0.0018658466277476,Kaiju
937,Coscinodiscophyceae,10000000,0.0009325252569289,Kaiju
938,Saprospiria,10000000,0.0039670403351017,Kaiju
939,Actinomycetia,10000000,0.001569256014812,Kaiju
940,Bacillariophyceae,10000000,0.0004843198843458,Kaiju
941,Planctomycetia,10000000,0.0037773743137224,Kaiju
942,Trebouxiophyceae,10000000,0.0011903302580813,Kaiju
943,Verrucomicrobiae,10000000,0.0016826067558266,Kaiju
944,Gemmatimonadetes,10000000,0.0153657914983616,Kaiju
945,Anaerolineae,10000000,0.0063402270504373,Kaiju
946,Cytophagia,10000000,0.0016847809457056,Kaiju
947,Dinophyceae,10000000,0.0122323195844761,Kaiju
948,Pedinophyceae,10000000,0.0674538481379968,Kaiju
949,Pelagophyceae,10000000,0.0180234215147645,Kaiju
950,Sphingobacteriia,10000000,0.0094753682975843,Kaiju
951,Ktedonobacteria,10000000,0.0211099937864393,Kaiju
952,Mamiellophyceae,10000000,0.0049322987263675,Kaiju
953,Nitrospinia,10000000,0.0137723863630299,Kaiju
954,Rhodothermia,10000000,0.0049686248173564,Kaiju
955,Viruses,10000000,0.0067438951297624,Kaiju
956,Bacteroidia,10000000,0.0019731037186468,Kaiju
957,Spirotrichea,10000000,0.0123238996180972,Kaiju
958,Bacilli,10000000,0.0157196422013643,Kaiju
959,Atractiellomycetes,10000000,0.0755706712015116,Kaiju
960,Mediophyceae,10000000,0.0157782842646457,Kaiju
961,Acidithiobacillia,10000000,0.0329618140258717,Kaiju
962,Bangiophyceae,10000000,0.044181444068749,Kaiju
963,Epsilonproteobacteria,10000000,0.0098646998560014,Kaiju
964,Acidimicrobiia,10000000,0.0038257613439628,Kaiju
965,Agaricomycetes,10000000,0.0192507655237224,Kaiju
966,Glomeromycetes,10000000,0.0134210226142234,Kaiju
967,Oligoflexia,10000000,0.0117047433098502,Kaiju
968,Chitinophagia,10000000,0.0091751092600045,Kaiju
969,Chlorobia,10000000,0.0403483666008383,Kaiju
970,Nitrospira,10000000,0.0053029336174107,Kaiju
971,Holophagae,10000000,0.026010643626295,Kaiju
972,Elardia,10000000,0.2222222222222222,Kaiju
973,Opitutae,10000000,0.0044937565952147,Kaiju
974,Chrysophyceae,10000000,0.034369168811973,Kaiju
975,Fragilariophyceae,10000000,0.0182448153491034,Kaiju
976,Deferribacteres,10000000,0.0142596568632775,Kaiju
977,Leotiomycetes,10000000,0.0098978460565902,Kaiju
978,Sordariomycetes,10000000,0.0264262603773691,Kaiju
979,Clostridia,10000000,0.0044184021637525,Kaiju
980,Thermoflexia,10000000,0.0854919630119987,Kaiju
981,Balneolia,10000000,0.0172514655261626,Kaiju
982,Hydrogenophilalia,10000000,0.0202217391136956,Kaiju
983,Chlorophyceae,10000000,0.0203731215495979,Kaiju
984,Phycisphaerae,10000000,0.0040397143787982,Kaiju
985,Cryptophyceae,10000000,0.0092378842878823,Kaiju
986,Euglenida,10000000,0.0217508671364099,Kaiju
987,Eustigmatophyceae,10000000,0.0100958252792327,Kaiju
988,Choanoflagellata,10000000,0.0237486859492487,Kaiju
989,Erysipelotrichia,10000000,0.0547242525588298,Kaiju
990,Florideophyceae,10000000,0.0200567293456768,Kaiju
991,Phaeophyceae,10000000,0.0315073877047125,Kaiju
992,Oligohymenophorea,10000000,0.0162033689021176,Kaiju
993,Chloroflexia,10000000,0.0613837594159824,Kaiju
994,Ulvophyceae,10000000,0.0283557238243248,Kaiju
995,Rubrobacteria,10000000,0.02165780417064,Kaiju
996,Eumycetozoa,10000000,0.0238445022655854,Kaiju
997,Dothideomycetes,10000000,0.0165547361013826,Kaiju
998,Eurotiomycetes,10000000,0.0258729581213607,Kaiju
999,Taphrinomycetes,10000000,0.2099384995879623,Kaiju
1000,Thermotogae,10000000,0.0356524427489015,Kaiju
1001,Deinococci,10000000,0.0294969782993102,Kaiju
1002,Fibrobacteria,10000000,0.1203940045142247,Kaiju
1003,Acidobacteriia,10000000,0.012699229170953,Kaiju
1004,Dehalococcoidia,10000000,0.0306896312559399,Kaiju
1005,Zetaproteobacteria,10000000,0.0205905947166139,Kaiju
1006,Ignavibacteria,10000000,0.0194359638866167,Kaiju
1007,Kiritimatiellae,10000000,0.0196369375675557,Kaiju
