,1K,10K,100K,1M,10M
Dehalococcoidia,,0.0001,3.8e-05,2.8800000000000002e-05,3.2625e-05
Zetaproteobacteria,,0.0001,6.8e-05,7.399999999999998e-05,6.805e-05
Ignavibacteria,,0.00013333333333333334,0.00010200000000000001,0.00010559999999999999,0.0001023
Kiritimatiellae,,0.0001,0.000108,0.00011219999999999999,0.0001162
Candidatus Thermofonsia,,0.0001,3.0000000000000004e-05,3.1599999999999996e-05,3.2075e-05
Candidatus Cryosericia,,0.0001,,1.3999999999999997e-06,7.749999999999999e-07
Spirochaetia,,0.00022500000000000002,0.000214,0.00020079999999999997,0.00021552500000000002
Chlamydiia,,0.0002333333333333333,9.400000000000001e-05,8.24e-05,8.03e-05
Fusobacteriia,,0.0002,2.6000000000000002e-05,3.1e-05,3.2775000000000004e-05
Caldilineae,,0.00016666666666666666,6.6e-05,5.6999999999999996e-05,5.7675e-05
Xanthophyceae,,0.0001,4.7999999999999994e-05,4.4999999999999996e-05,4.3299999999999995e-05
Saccharomycetes,,0.0001,6.200000000000002e-05,6.000000000000001e-05,6.419999999999999e-05
Thermodesulfobacteria,,0.0001,1.6666666666666667e-05,2.34e-05,2.215e-05
Stylonematophyceae,,0.0001,,2.0000000000000003e-06,1.6250000000000001e-06
Ardenticatenia,,0.0001,2.5e-05,2.7999999999999996e-05,3.0050000000000002e-05
Calditrichia,,0.0001,4.2000000000000004e-05,2.56e-05,2.6075e-05
Mortierellomycetes,,0.00015000000000000001,1.7500000000000002e-05,2.5e-05,2.4075e-05
Zoopagomycetes,,0.0001,2e-05,6.4e-06,5.2749999999999995e-06
Candidatus Brocadiia,,0.0001,3.2e-05,4.3599999999999996e-05,3.935e-05
Thermoplasmata,,0.0002,3e-05,3.62e-05,3.26e-05
Thermoleophilia,,0.00013333333333333334,0.00010600000000000002,0.00011560000000000002,0.0001127
Kinetoplastea,,0.0001,2.6000000000000002e-05,3.44e-05,3.145e-05
Mollicutes,,0.0001,3.9999999999999996e-05,2.7999999999999996e-05,2.7675e-05
Methanomicrobia,,0.0001,3.8e-05,5.44e-05,5.6875e-05
Negativicutes,,0.0001,5.6000000000000006e-05,3.9999999999999996e-05,4.0875000000000004e-05
Lentisphaeria,,0.0001,2.6000000000000002e-05,4.02e-05,4.225e-05
Tissierellia,,0.0001,1.5000000000000002e-05,2.1000000000000002e-05,1.86e-05
Mucoromycetes,,0.0001,5e-05,4.039999999999999e-05,4.16e-05
Pyramimonadophyceae,,0.0001,2e-05,1.22e-05,1.0549999999999999e-05
Chytridiomycetes,,0.0002,8.8e-05,6.36e-05,7.1825e-05
Nitriliruptoria,,0.0002,4.5e-05,4.64e-05,4.605e-05
Ustilaginomycetes,,0.0001,1.5000000000000002e-05,4.599999999999999e-06,4.6e-06
Synurophyceae,,0.0001,1e-05,5.6e-06,5.65e-06
Heterotrichea,,0.0001,1.7500000000000002e-05,2.16e-05,2.13e-05
Exobasidiomycetes,,0.0001,2e-05,1.0800000000000002e-05,1.025e-05
Armatimonadia,,0.0001,,1.0399999999999999e-05,9.250000000000001e-06
Candidatus Lambdaproteobacteria,,0.0001,1.5000000000000002e-05,3.0000000000000005e-06,3.3250000000000004e-06
Bigyra,,0.0001,5.4e-05,6.26e-05,6.56e-05
Dictyochophyceae,,0.0002,5e-05,2.86e-05,3.8324999999999996e-05
Raphidophyceae,,0.0001,2.4e-05,2.5799999999999997e-05,2.22e-05
Halobacteria,,0.0001,3.9999999999999996e-05,2.5e-05,2.4650000000000003e-05
Neocallimastigomycetes,,0.0001,1.6000000000000003e-05,1.76e-05,1.86e-05
Synergistia,,0.0001,1.666666666666667e-05,1.06e-05,1.0825e-05
Thermoanaerobaculia,,0.0001,1.5000000000000002e-05,1.38e-05,1.1649999999999999e-05
Fimbriimonadia,,0.0001,1.3333333333333335e-05,5.2e-06,4.75e-06
Vicinamibacteria,,0.0001,1.25e-05,9.2e-06,7.725e-06
Candidatus Muproteobacteria,,0.0001,2.8000000000000003e-05,2.6399999999999998e-05,2.555e-05
Candidatus Ozemobacteria,,0.0001,1e-05,1.7499999999999998e-06,1.1e-06
Aconoidasida,,,3e-05,3.54e-05,3.055e-05
Monoblepharidomycetes,,,3.0000000000000004e-05,4.600000000000001e-06,4.65e-06
Spartobacteria,,,2.2000000000000003e-05,2.52e-05,2.3925e-05
Chloropicophyceae,,,2.25e-05,1.4399999999999998e-05,1.7275e-05
Tichowtungiia,,,2e-05,1e-05,1.2699999999999999e-05
Coriobacteriia,,,2.2e-05,2.2e-05,2.3e-05
Schizosaccharomycetes,,,1.5000000000000002e-05,2.9999999999999997e-06,3.425e-06
Tremellomycetes,,,2e-05,1.1799999999999999e-05,1.5425000000000002e-05
Entomophthoromycetes,,,2e-05,5.8e-06,5.475000000000001e-06
Chlorodendrophyceae,,,1.5000000000000002e-05,5.400000000000001e-06,5.475e-06
Variosea,,,2e-05,1.1400000000000001e-05,1.0575e-05
Glaucocystophyceae,,,1.3333333333333335e-05,6.199999999999999e-06,7.749999999999999e-06
Chrysiogenetes,,,1.3333333333333335e-05,7.2000000000000005e-06,7.975e-06
Microbotryomycetes,,,1e-05,4.4e-06,6.6e-06
Aquificae,,,2.4000000000000004e-05,2.18e-05,2.0625e-05
Centroplasthelida,,,1e-05,1.6e-06,2.075e-06
Candidatus Marinamargulisbacteria,,,1.5000000000000002e-05,4.4e-06,5.55e-06
Nephroselmidophyceae,,,1.5000000000000002e-05,1.54e-05,1.4750000000000001e-05
Conoidasida,,,3.8e-05,2.4200000000000002e-05,2.6525e-05
Basidiobolomycetes,,,1e-05,6.8e-06,5.899999999999999e-06
Malasseziomycetes,,,1e-05,4.8e-06,4.625000000000001e-06
Chitinispirillia,,,1e-05,2.0000000000000003e-06,1.775e-06
Theionarchaea,,,1e-05,1.3333333333333332e-06,1.2250000000000001e-06
Olpidiomycetes,,,1e-05,3.0000000000000005e-06,2.525e-06
Umbelopsidomycetes,,,1.2500000000000002e-05,5.4e-06,4.9e-06
Kickxellomycetes,,,1e-05,2.8e-06,3.225e-06
Harpellomycetes,,,1.7500000000000002e-05,1.1999999999999999e-05,1.0325e-05
Candidatus Poseidoniia,,,1.2000000000000002e-05,1.4400000000000001e-05,1.245e-05
Thermodesulfovibrionia,,,1e-05,5.2e-06,3.7499999999999997e-06
Olisthodiscophyceae,,,1e-05,1e-06,8e-07
Candidatus Uabimicrobiia,,,1e-05,6.2e-06,6.725e-06
Phytomyxea,,,3.3333333333333335e-05,1.4799999999999999e-05,1.515e-05
Pucciniomycetes,,,2e-05,7.199999999999999e-06,9.275e-06
Methanobacteria,,,2e-05,6.400000000000001e-06,6.3e-06
Endogonomycetes,,,2e-05,4.6e-06,5.525e-06
Lecanoromycetes,,,1.5000000000000002e-05,3.6000000000000003e-06,4.275e-06
Pezizomycetes,,,1e-05,9.400000000000001e-06,9.35e-06
Endomicrobia,,,1e-05,2.6666666666666664e-06,8.5e-07
Nitrososphaeria,,,1.3333333333333335e-05,4.4e-06,3.975e-06
Tepidiformia,,,1e-05,1.8000000000000003e-06,2.125e-06
Mixiomycetes,,,1.5000000000000002e-05,2e-06,2.175e-06
Colpodea,,,1e-05,1e-06,6e-07
Bolidophyceae,,,1.5000000000000002e-05,8.599999999999999e-06,9.1e-06
Thermomicrobia,,,1.3333333333333335e-05,1.22e-05,1.3225000000000001e-05
Chitinivibrionia,,,1e-05,2.2e-06,1.525e-06
Dacrymycetes,,,1e-05,1.4999999999999998e-06,9e-07
Chthonomonadetes,,,1e-05,1.5e-06,1.475e-06
Blastocatellia,,,1.3333333333333335e-05,1.34e-05,1.395e-05
Candidatus Sumerlaeia,,,1e-05,1e-06,6.249999999999999e-07
Thermoprotei,,,1e-05,5e-06,5.2500000000000006e-06
Orbiliomycetes,,,1e-05,3.4e-06,2.6750000000000002e-06
Gloeobacteria,,,1e-05,4.8e-06,4.425e-06
Blastocladiomycetes,,,1e-05,7.000000000000001e-06,7.525e-06
Nanohaloarchaea,,,1e-05,1e-06,4e-07
Candidatus Geothermincolia,,,1e-05,1e-06,4.5000000000000003e-07
Chlorarachniophyceae,,,1e-05,2.5999999999999997e-06,2.4e-06
Neolectomycetes,,,1e-05,1.75e-06,1.5e-06
Archaeoglobi,,,1e-05,1.3333333333333332e-06,1.175e-06
Compsopogonophyceae,,,1e-05,2.8e-06,2.8000000000000003e-06
Hadesarchaea,,,1e-05,1.6666666666666665e-06,1.0749999999999999e-06
Longimicrobia,,,1e-05,3.2e-06,2.5999999999999997e-06
Methylacidiphilae,,,1e-05,3.6000000000000003e-06,2.825e-06
Terrimicrobia,,,1e-05,1.2499999999999999e-06,1.35e-06
Candidatus Mcinerneyibacteria,,,,2e-06,1.3750000000000002e-06
Candidatus Peribacteria,,,,2.0000000000000003e-06,1.6499999999999999e-06
Phyllopharyngea,,,,1.2e-06,1.4999999999999998e-06
Pneumocystidomycetes,,,,3.2000000000000007e-06,3.0250000000000003e-06
Picocystophyceae,,,,2.4e-06,2.5250000000000004e-06
Litostomatea,,,,1.3333333333333332e-06,3.5000000000000004e-07
Nassophorea,,,,1e-06,1e-07
Polycystinea,,,,1e-06,1.6666666666666665e-07
Methanococci,,,,2e-06,2.125e-06
Dictyoglomia,,,,1e-06,1e-06
Armophorea,,,,1e-06,9e-07
Ascetosporea,,,,1e-06,2.5e-07
Coprothermobacteria,,,,1e-06,5.75e-07
Candidatus Limnocylindria,,,,1e-06,7.5e-07
Atribacteria,,,,1e-06,5.5e-07
Candidatus Aquicultoria,,,,1.2499999999999999e-06,1.275e-06
Flabellinia,,,,2e-06,1.55e-06
Dimargaritomycetes,,,,3e-06,1.9e-06
Thermococci,,,,3e-06,2.3249999999999998e-06
Limnochordia,,,,2.333333333333333e-06,1.2000000000000002e-06
Abditibacteria,,,,2e-06,2.05e-06
Candidatus Termititenacia,,,,2.333333333333333e-06,9.5e-07
Candidatus Methanofastidiosa,,,,1.6666666666666665e-06,8.249999999999999e-07
Wallemiomycetes,,,,1.2499999999999999e-06,1.0999999999999998e-06
Elusimicrobia,,,,1e-06,9.5e-07
Rhodellophyceae,,,,1e-06,7.749999999999999e-07
Palmophyllophyceae,,,,1e-06,6e-07
Candidatus Riflemargulisbacteria,,,,1e-06,4.75e-07
Candidatus Micrarchaeia,,,,1e-06,1.25e-07
Xylonomycetes,,,,1.5e-06,6.499999999999999e-07
Arthoniomycetes,,,,1e-06,5.499999999999999e-07
Candidatus Babeliae,,,,1e-06,7.749999999999999e-07
Candidatus Methanoliparia,,,,1e-06,4e-07
Geoglossomycetes,,,,1e-06,7.75e-07
Candidatus Nanoarchaeia,,,,2e-06,2.6666666666666667e-07
Karyorelictea,,,,1e-06,1e-07
Candidatus Nanoperiomorbia,,,,1e-06,1e-07
Caldisericia,,,,,2.5e-07
Candidatus Eremiobacteria,,,,,3e-07
Candidatus Nanohalobia,,,,,3e-07
Methanopyri,,,,,1.6666666666666665e-07
Candidatus Fermentibacteria (class),,,,,1.5e-07
Echinamoebida,,,,,1.6666666666666665e-07
Chrysomerophyceae,,,,,1e-07
Pinguiophyceae,,,,,1.25e-07
Thecofilosea,,,,,1e-07
Conexivisphaeria,,,,,1e-07
Methanonatronarchaeia,,,,,1e-07
Candidatus Humimicrobiia,,,,,1e-07
Candidatus Saccharimonia,,,,,1e-07
