,order,read count,relative error,type
736,Pasteurellales,10000,0.4,Kaiju
737,Eustigmatales,10000,0.4,Kaiju
739,Nevskiales,10000,0.5677270907634907,Kaiju
740,Craspedida,10000,0.4714045207910316,Kaiju
741,Chroococcales,10000,0.3726779962499649,Kaiju
748,Fragilariales,10000,0.5926547641093317,Kaiju
750,Isochrysidales,10000,0.4330127018922193,Kaiju
752,Rubrobacterales,10000,0.4714045207910316,Kaiju
754,Micromonosporales,10000,0.4,Kaiju
755,Streptosporangiales,10000,0.3464101615137754,Kaiju
758,Legionellales,10000,0.7497534111391511,Kaiju
761,Eunotiales,10000,0.8660254037844386,Kaiju
763,Coscinodiscales,10000,0.4714045207910316,Kaiju
765,Opitutales,10000,0.4330127018922193,Kaiju
769,Anaulales,10000,0.4330127018922193,Kaiju
781,Stephanodiscales,10000,0.4714045207910316,Kaiju
784,Brachyspirales,10000,0.5,Kaiju
786,Parachlamydiales,10000,0.4714045207910316,Kaiju
790,Peronosporales,10000,0.4714045207910316,Kaiju
794,Chlamydiales,10000,0.4330127018922193,Kaiju
800,Mortierellales,10000,0.4714045207910316,Kaiju
814,Kangiellales,10000,0.4,Kaiju
815,Rhizosoleniales,10000,0.4330127018922193,Kaiju
1252,Alteromonadales,100000,0.0168136782326147,Kaiju
1253,Flavobacteriales,100000,0.0219579136519529,Kaiju
1254,Rhodobacterales,100000,0.0121947114054192,Kaiju
1255,Oceanospirillales,100000,0.0157360869788686,Kaiju
1256,Sphingomonadales,100000,0.0372486576268337,Kaiju
1257,Pelagibacterales,100000,0.0713348023822855,Kaiju
1258,Hyphomicrobiales,100000,0.049862526380498,Kaiju
1259,Vibrionales,100000,0.0900279156773254,Kaiju
1260,Saprospirales,100000,0.0872028808223253,Kaiju
1261,Burkholderiales,100000,0.034919540482924,Kaiju
1262,Moraxellales,100000,0.0485531995388182,Kaiju
1263,Thalassiosirales,100000,0.047775306287202,Kaiju
1264,Desulfobacterales,100000,0.0512381903750744,Kaiju
1265,Cellvibrionales,100000,0.0227804236830748,Kaiju
1266,Chromatiales,100000,0.0820535679132592,Kaiju
1267,Pirellulales,100000,0.0242314868636109,Kaiju
1268,Chlorellales,100000,0.1084313606596011,Kaiju
1269,Verrucomicrobiales,100000,0.0753025090358482,Kaiju
1270,Desulfuromonadales,100000,0.1725489985476907,Kaiju
1271,Pseudomonadales,100000,0.0460222563493487,Kaiju
1272,Micrococcales,100000,0.0567213640615345,Kaiju
1273,Gemmatimonadales,100000,0.2466074879701454,Kaiju
1274,Chaetocerotales,100000,0.0534989644634315,Kaiju
1275,Cytophagales,100000,0.0186947825738666,Kaiju
1276,Synechococcales,100000,0.1798310381988509,Kaiju
1277,Mamiellales,100000,0.0769710041665438,Kaiju
1278,Bacillariales,100000,0.0616524860599259,Kaiju
1279,Naviculales,100000,0.0189977977930716,Kaiju
1280,Pelagomonadales,100000,0.3333333333333333,Kaiju
1281,Corynebacteriales,100000,0.124999251682965,Kaiju
1282,Suessiales,100000,0.1199643587421741,Kaiju
1283,Enterobacterales,100000,0.0366956151988629,Kaiju
1284,Cymbellales,100000,0.3858612300930075,Kaiju
1285,Sphingobacteriales,100000,0.0910539198855854,Kaiju
1286,Caulobacterales,100000,0.098288702307683,Kaiju
1287,Ktedonobacterales,100000,0.3849001794597505,Kaiju
1288,Nitrospinales,100000,0.2671581119676575,Kaiju
1289,Ferrovales,100000,0.2857142857142857,Kaiju
1290,Rhodothermales,100000,0.084986912386604,Kaiju
1292,Hyphomonadales,100000,0.0856626442807691,Kaiju
1293,Viruses,100000,0.0467618778564594,Kaiju
1294,Streptomycetales,100000,0.110485434560398,Kaiju
1295,Rhodospirillales,100000,0.1018493481005492,Kaiju
1296,Marinilabiliales,100000,0.1275110589024922,Kaiju
1297,Planctomycetales,100000,0.0420725063838536,Kaiju
1298,Bacillales,100000,0.1500086712720828,Kaiju
1299,Atractiellales,100000,0.4714045207910316,Kaiju
1300,Aeromonadales,100000,0.4571473477307809,Kaiju
1301,Desulfovibrionales,100000,0.1870761076738692,Kaiju
1302,Acidithiobacillales,100000,0.1666666666666666,Kaiju
1303,Triceratiales,100000,0.2779420947266512,Kaiju
1304,Anaerolineales,100000,0.1346248625316629,Kaiju
1305,Sporadotrichida,100000,0.2802221804503746,Kaiju
1306,Candidatus Actinomarinales,100000,0.3931639396893579,Kaiju
1307,Arenicellales,100000,0.1075642561641749,Kaiju
1308,Emcibacterales,100000,0.3949109157518466,Kaiju
1309,Isosphaerales,100000,0.5638320444906122,Kaiju
1310,Maricaulales,100000,0.2448744783474982,Kaiju
1311,Pseudanabaenales,100000,0.1947309232896181,Kaiju
1312,Rickettsiales,100000,0.0425347821476005,Kaiju
1314,Nitrosomonadales,100000,0.0193198574094685,Kaiju
1315,Acidimicrobiales,100000,0.1257675905298731,Kaiju
1316,Propionibacteriales,100000,0.1378852627332317,Kaiju
1318,Neisseriales,100000,0.1249949272568613,Kaiju
1319,Campylobacterales,100000,0.2445878118044315,Kaiju
1320,Cyanidiales,100000,0.3464101615137754,Kaiju
1321,Bacteriovoracales,100000,0.2417685443238134,Kaiju
1322,Myxococcales,100000,0.1176877882894626,Kaiju
1323,Xanthomonadales,100000,0.0673420831646809,Kaiju
1324,Bacteroidales,100000,0.1262202626236751,Kaiju
1325,Chitinophagales,100000,0.2329092455144228,Kaiju
1326,Oscillatoriales,100000,0.2613565127772654,Kaiju
1327,Agaricales,100000,0.5297284633639759,Kaiju
1328,Nitrosopumilales,100000,0.1924928049397043,Kaiju
1329,Pleurocapsales,100000,0.232336456304644,Kaiju
1331,Thiotrichales,100000,0.0792297126739055,Kaiju
1332,Pseudonocardiales,100000,0.2529860314993701,Kaiju
1333,Pythiales,100000,0.5,Kaiju
1334,Nitrospirales,100000,0.1349451655700122,Kaiju
1335,Chlorobiales,100000,0.534291238958381,Kaiju
1336,Sneathiellales,100000,0.2311103411704425,Kaiju
1337,Puniceicoccales,100000,0.0786512850411072,Kaiju
1338,Methylococcales,100000,0.1684933942125295,Kaiju
1339,Hypocreales,100000,0.4824734316466534,Kaiju
1340,Helotiales,100000,0.5,Kaiju
1342,Hydrogenophilales,100000,0.6098953339214036,Kaiju
1343,Eubacteriales,100000,0.1174794407762568,Kaiju
1344,Lactobacillales,100000,0.2187224409447725,Kaiju
1345,Deferribacterales,100000,0.3464101615137754,Kaiju
1346,Rhodocyclales,100000,0.1802377610552352,Kaiju
1347,Thermoflexales,100000,0.4714045207910316,Kaiju
1348,Balneolales,100000,0.5770069148510867,Kaiju
1349,Licmophorales,100000,0.4677071733467426,Kaiju
1350,Nostocales,100000,0.2484519974999766,Kaiju
1351,Actinomycetales,100000,0.0799999999999999,Kaiju
1352,Chlamydomonadales,100000,0.3501611732077418,Kaiju
1353,Bdellovibrionales,100000,0.3023392744267272,Kaiju
1354,Kordiimonadales,100000,0.4863590637470314,Kaiju
1355,Pyrenomonadales,100000,0.0676200688277983,Kaiju
1356,Phycisphaerales,100000,0.2223663508000522,Kaiju
1357,Saprolegniales,100000,0.3513641844631532,Kaiju
1358,Euplotida,100000,0.5,Kaiju
1359,Sphaeropleales,100000,0.4460514967089148,Kaiju
1360,Eutreptiales,100000,0.2808472386685759,Kaiju
1361,Syndiniales,100000,0.3333333333333333,Kaiju
1362,Pasteurellales,100000,0.3001759508508931,Kaiju
1363,Eustigmatales,100000,0.4648111258522642,Kaiju
1364,Erysipelotrichales,100000,0.6388765649999398,Kaiju
1365,Nevskiales,100000,0.3545102858566886,Kaiju
1366,Craspedida,100000,0.6986885432532675,Kaiju
1367,Chroococcales,100000,0.3787221144222206,Kaiju
1369,Peridiniales,100000,0.3854010257086557,Kaiju
1371,Eurotiales,100000,0.4979295977319691,Kaiju
1372,Bryopsidales,100000,0.2857142857142857,Kaiju
1373,Eupodiscales,100000,0.3104382097715547,Kaiju
1374,Fragilariales,100000,0.2138497306920753,Kaiju
1376,Isochrysidales,100000,0.6011057519272295,Kaiju
1377,Pavlovales,100000,0.3726779962499649,Kaiju
1378,Rubrobacterales,100000,0.5050762722761054,Kaiju
1379,Bifidobacteriales,100000,0.4082482904638629,Kaiju
1380,Micromonosporales,100000,0.3566776344421424,Kaiju
1381,Streptosporangiales,100000,0.2425356250363329,Kaiju
1382,Pleosporales,100000,0.5873589602654912,Kaiju
1383,Deinococcales,100000,0.5527707983925666,Kaiju
1384,Legionellales,100000,0.1837244354972779,Kaiju
1385,Leptocylindrales,100000,0.1044534998182488,Kaiju
1387,Eunotiales,100000,0.288972919311356,Kaiju
1388,Acidobacteriales,100000,0.3912303982179758,Kaiju
1389,Coscinodiscales,100000,0.4977761194440301,Kaiju
1391,Opitutales,100000,0.1973268532998347,Kaiju
1392,Cymatosirales,100000,0.7071067811865476,Kaiju
1393,Biddulphiales,100000,0.6741998624632421,Kaiju
1394,Desulfarculales,100000,0.5471012044321931,Kaiju
1395,Anaulales,100000,0.5454545454545454,Kaiju
1396,Holophagales,100000,0.4330127018922193,Kaiju
1397,Kineosporiales,100000,0.3803000120609434,Kaiju
1398,Ignavibacteriales,100000,0.4507922033332113,Kaiju
1399,Geodermatophilales,100000,0.4757381033468589,Kaiju
1401,Acidiferrobacterales,100000,0.5592469952052408,Kaiju
1403,Kiritimatiellales,100000,0.2883779907851376,Kaiju
1405,Phototrophicales,100000,0.8660254037844386,Kaiju
1407,Stephanodiscales,100000,0.3045873232752801,Kaiju
1408,Syntrophales,100000,0.7071067811865475,Kaiju
1409,Ectocarpales,100000,0.4460514967089147,Kaiju
1410,Brachyspirales,100000,0.1278274981412283,Kaiju
1411,Diversisporales,100000,0.6547663768585424,Kaiju
1412,Parachlamydiales,100000,0.1540777601485322,Kaiju
1413,Spirochaetales,100000,0.1540777601485322,Kaiju
1414,Ceramiales,100000,0.6928203230275509,Kaiju
1415,Tribonematales,100000,0.6162942431211802,Kaiju
1416,Peronosporales,100000,0.1530931089239486,Kaiju
1417,Saccharomycetales,100000,0.3102481300269571,Kaiju
1418,Sordariales,100000,0.4,Kaiju
1419,Hymenostomatida,100000,0.3535533905932737,Kaiju
1420,Chlamydiales,100000,0.4999999999999999,Kaiju
1421,Boletales,100000,0.4714045207910316,Kaiju
1423,Thermodesulfobacteriales,100000,0.6928203230275509,Kaiju
1424,Fusobacteriales,100000,0.6435846357954428,Kaiju
1425,Syntrophobacterales,100000,0.5747912800388858,Kaiju
1426,Mortierellales,100000,0.5471012044321931,Kaiju
1427,Parvularculales,100000,0.2774128683064956,Kaiju
1429,Hemiaulales,100000,0.816496580927726,Kaiju
1430,Russulales,100000,0.4714045207910316,Kaiju
1431,Caldilineales,100000,0.7071067811865475,Kaiju
1432,Cryptomonadales,100000,0.5590169943749473,Kaiju
1433,Candidatus Brocadiales,100000,0.7460835241445826,Kaiju
1434,Archaeosporales,100000,0.686978002202548,Kaiju
1435,Magnetococcales,100000,0.4082482904638629,Kaiju
1436,Ardenticatenales,100000,0.5592469952052407,Kaiju
1437,Leptospirales,100000,0.3431159160632973,Kaiju
1438,Spirulinales,100000,0.2852384033498331,Kaiju
1439,Calditrichales,100000,0.3912303982179758,Kaiju
1440,Kangiellales,100000,0.3401506715249037,Kaiju
1441,Rhizosoleniales,100000,0.3699112319552182,Kaiju
1442,Mycoplasmatales,100000,0.4082482904638629,Kaiju
1443,Mucorales,100000,0.6324555320336759,Kaiju
1444,Cantharellales,100000,0.6928203230275509,Kaiju
1445,Xylariales,100000,0.5728219618694799,Kaiju
1447,Prymnesiales,100000,0.4,Kaiju
1448,Methanosarcinales,100000,0.8660254037844386,Kaiju
1449,Cardiobacteriales,100000,0.3849001794597505,Kaiju
1450,Lentisphaerales,100000,0.7468943965979539,Kaiju
1451,Thalassionemales,100000,0.6388765649999399,Kaiju
1452,Solirubrobacterales,100000,0.3061862178478972,Kaiju
1453,Salinisphaerales,100000,0.5592469952052407,Kaiju
1457,Oligoflexales,100000,0.5471012044321931,Kaiju
1458,Veillonellales,100000,0.372677996249965,Kaiju
1459,Trebouxiales,100000,0.6123724356957946,Kaiju
1460,Miltoncostaeales,100000,1.1111111111111112,Kaiju
1461,Gemmatales,100000,0.302917485084772,Kaiju
1462,Chytridiales,100000,0.4082482904638629,Kaiju
1465,Heterotrichida,100000,0.5471012044321931,Kaiju
1467,Thermales,100000,0.848528137423857,Kaiju
1468,Frankiales,100000,0.5454545454545454,Kaiju
1470,Acholeplasmatales,100000,0.631906287004296,Kaiju
1471,Catenulisporales,100000,0.4330127018922193,Kaiju
1473,Rhizophydiales,100000,0.2630668208823282,Kaiju
1474,Euzebyales,100000,0.6928203230275509,Kaiju
1475,Candidatus Nanopelagicales,100000,0.6011057519272295,Kaiju
1478,Salsipaludibacterales,100000,0.4714045207910316,Kaiju
1479,Methanomicrobiales,100000,0.4714045207910316,Kaiju
1480,Neocallimastigales,100000,0.5590169943749473,Kaiju
1482,Synergistales,100000,0.3464101615137754,Kaiju
1483,Chattonellales,100000,0.4750730937913075,Kaiju
1485,Bacteroidetes Order II. Incertae sedis,100000,0.2630668208823282,Kaiju
1487,Haloferacales,100000,0.6546536707079772,Kaiju
1488,Fimbriimonadales,100000,0.4330127018922193,Kaiju
1490,Holosporales,100000,0.4507922033332113,Kaiju
1492,Vicinamibacterales,100000,0.4,Kaiju
1493,Peniculida,100000,0.3061862178478972,Kaiju
1494,Sedimentisphaerales,100000,0.7200822998230955,Kaiju
1495,Selenomonadales,100000,0.3431159160632973,Kaiju
1497,Diaporthales,100000,0.8571428571428571,Kaiju
1498,Monoblepharidales,100000,0.4714045207910316,Kaiju
1499,Haemosporida,100000,0.2828427124746189,Kaiju
1500,Philasterida,100000,0.4999999999999999,Kaiju
1501,Bryobacterales,100000,0.4750730937913075,Kaiju
1502,Mariprofundales,100000,0.6098953339214036,Kaiju
1503,Bradymonadales,100000,0.3535533905932737,Kaiju
1504,Chthoniobacterales,100000,0.4255231590028169,Kaiju
1505,Acytosteliales,100000,0.2165063509461096,Kaiju
1506,Dictyosteliales,100000,0.4648111258522642,Kaiju
1507,Chloropicales,100000,0.4255231590028169,Kaiju
1508,Minwuiales,100000,0.4385290096535146,Kaiju
1509,Pelobiontida,100000,0.4255231590028169,Kaiju
1510,Thraustochytrida,100000,0.2478642228476387,Kaiju
1511,Trypanosomatida,100000,0.4648111258522642,Kaiju
1512,Tichowtungiales,100000,0.5773502691896256,Kaiju
1513,Ulvales,100000,0.4714045207910316,Kaiju
1515,Tremellales,100000,0.2857142857142857,Kaiju
1516,Piroplasmida,100000,0.4999999999999999,Kaiju
1517,Schizosaccharomycetales,100000,0.4714045207910316,Kaiju
1518,Chlorodendrales,100000,0.3849001794597505,Kaiju
1519,Glomerales,100000,0.4255231590028169,Kaiju
1520,Coriobacteriales,100000,0.2857142857142857,Kaiju
1521,Lithodesmiales,100000,0.2988071523335984,Kaiju
1523,Orbales,100000,0.2630668208823282,Kaiju
1524,Longamoebia,100000,0.4999999999999999,Kaiju
1525,Tissierellales,100000,0.3464101615137754,Kaiju
1526,Synchytriales,100000,0.5590169943749473,Kaiju
1538,Aquificales,100000,0.8660254037844386,Kaiju
1539,Spizellomycetales,100000,0.7071067811865475,Kaiju
1542,Harpellales,100000,0.2857142857142857,Kaiju
1543,Thermoanaerobacterales,100000,0.6546536707079771,Kaiju
1544,Glycomycetales,100000,0.5471012044321931,Kaiju
1549,Chrysiogenales,100000,0.4330127018922193,Kaiju
1553,Phaeocystales,100000,0.4330127018922193,Kaiju
1555,Acanthopleuribacterales,100000,0.6928203230275509,Kaiju
1557,Nitriliruptorales,100000,0.9897433186107868,Kaiju
1559,Natrialbales,100000,0.4330127018922193,Kaiju
1560,Tepidisphaerales,100000,0.3849001794597505,Kaiju
1563,Umbelopsidales,100000,0.3999999999999999,Kaiju
1565,Silvanigrellales,100000,0.4,Kaiju
1571,Nephroselmidales,100000,0.4714045207910316,Kaiju
1574,Trueperales,100000,0.5163977794943223,Kaiju
1578,Candidatus Sulfidibacteriales,100000,0.4714045207910316,Kaiju
1579,Plasmodiophorida,100000,0.4582575694955839,Kaiju
1580,Eucoccidiorida,100000,0.3355481971231444,Kaiju
1581,Pucciniales,100000,0.7071067811865476,Kaiju
1582,Chroococcidiopsidales,100000,0.2828427124746189,Kaiju
1586,Perkinsida,100000,0.3849001794597505,Kaiju
1587,Onygenales,100000,0.4714045207910316,Kaiju
1588,Jakobida,100000,0.4330127018922193,Kaiju
1589,Aggregatilineales,100000,0.3849001794597505,Kaiju
1591,Gymnodiniales,100000,0.4,Kaiju
1595,Gigartinales,100000,0.4330127018922193,Kaiju
1597,Chaetothyriales,100000,0.3849001794597505,Kaiju
1598,Pedinellales,100000,0.6210273191490665,Kaiju
1602,Halanaerobiales,100000,0.4,Kaiju
1603,Euglenales,100000,0.4330127018922193,Kaiju
1606,Thalassiophysales,100000,0.4330127018922193,Kaiju
1610,Rhopalodiales,100000,0.4948716593053934,Kaiju
1617,Nitrososphaerales,100000,0.4330127018922193,Kaiju
1619,Jiangellales,100000,0.4,Kaiju
1621,Nakamurellales,100000,0.2857142857142857,Kaiju
1627,Motilibacterales,100000,0.4,Kaiju
1628,Methanotrichales,100000,0.4714045207910316,Kaiju
1629,Melosirales,100000,0.7071067811865475,Kaiju
1631,Mixiales,100000,0.4714045207910316,Kaiju
1634,Syntrophorhabdales,100000,0.2828427124746189,Kaiju
1635,Vaucheriales,100000,0.4714045207910316,Kaiju
1646,Parmales,100000,0.4714045207910316,Kaiju
1654,Chloroflexales,100000,0.4714045207910316,Kaiju
1878,Alteromonadales,1000000,0.0034258800283442,Kaiju
1879,Flavobacteriales,1000000,0.003441742211693,Kaiju
1880,Rhodobacterales,1000000,0.002436460601768,Kaiju
1881,Oceanospirillales,1000000,0.0060241564549834,Kaiju
1882,Sphingomonadales,1000000,0.0119346938462735,Kaiju
1883,Pelagibacterales,1000000,0.0047749084532751,Kaiju
1884,Hyphomicrobiales,1000000,0.0194043572041484,Kaiju
1885,Vibrionales,1000000,0.0114704954561991,Kaiju
1886,Saprospirales,1000000,0.0182005482049958,Kaiju
1887,Burkholderiales,1000000,0.0196628713873656,Kaiju
1888,Moraxellales,1000000,0.0080727733208479,Kaiju
1889,Thalassiosirales,1000000,0.0229091566210281,Kaiju
1890,Desulfobacterales,1000000,0.0146425400533729,Kaiju
1891,Cellvibrionales,1000000,0.0062865657365691,Kaiju
1892,Chromatiales,1000000,0.0208319902865348,Kaiju
1893,Pirellulales,1000000,0.0234406392572123,Kaiju
1894,Chlorellales,1000000,0.0382854288104681,Kaiju
1895,Verrucomicrobiales,1000000,0.0219138667362721,Kaiju
1896,Desulfuromonadales,1000000,0.0384652529817448,Kaiju
1897,Pseudomonadales,1000000,0.0163562427125172,Kaiju
1898,Micrococcales,1000000,0.0137712291179223,Kaiju
1899,Gemmatimonadales,1000000,0.0998456797105785,Kaiju
1900,Chaetocerotales,1000000,0.0148928676774759,Kaiju
1901,Cytophagales,1000000,0.0128298107067838,Kaiju
1902,Synechococcales,1000000,0.0152255670225398,Kaiju
1903,Mamiellales,1000000,0.0112061809647993,Kaiju
1904,Bacillariales,1000000,0.0147202736421301,Kaiju
1905,Naviculales,1000000,0.0182509796087433,Kaiju
1906,Pelagomonadales,1000000,0.1064408327612399,Kaiju
1907,Corynebacteriales,1000000,0.0337261314143264,Kaiju
1908,Suessiales,1000000,0.0708273604444372,Kaiju
1909,Enterobacterales,1000000,0.0337388927220645,Kaiju
1910,Cymbellales,1000000,0.0519529694379018,Kaiju
1911,Sphingobacteriales,1000000,0.0081511815295691,Kaiju
1912,Caulobacterales,1000000,0.0847131548307582,Kaiju
1913,Ktedonobacterales,1000000,0.2608202654786505,Kaiju
1914,Nitrospinales,1000000,0.1084773730060772,Kaiju
1915,Ferrovales,1000000,0.341421415657047,Kaiju
1916,Rhodothermales,1000000,0.0432744914814066,Kaiju
1917,Cryptosporangiales,1000000,0.3391864972435442,Kaiju
1918,Hyphomonadales,1000000,0.0410892662073173,Kaiju
1919,Viruses,1000000,0.0483206363636702,Kaiju
1920,Streptomycetales,1000000,0.0569149514993352,Kaiju
1921,Rhodospirillales,1000000,0.0250251626447097,Kaiju
1922,Marinilabiliales,1000000,0.0368421052631579,Kaiju
1923,Planctomycetales,1000000,0.0145650761282992,Kaiju
1924,Bacillales,1000000,0.0417015613681154,Kaiju
1925,Atractiellales,1000000,0.6085806194501846,Kaiju
1926,Aeromonadales,1000000,0.0759790004139576,Kaiju
1927,Desulfovibrionales,1000000,0.1065321216039183,Kaiju
1928,Acidithiobacillales,1000000,0.1699298992395602,Kaiju
1929,Triceratiales,1000000,0.0850021971397845,Kaiju
1930,Anaerolineales,1000000,0.0556429888025311,Kaiju
1931,Sporadotrichida,1000000,0.1151442237991361,Kaiju
1932,Candidatus Actinomarinales,1000000,0.0718877450546426,Kaiju
1933,Arenicellales,1000000,0.0283723113489803,Kaiju
1934,Emcibacterales,1000000,0.1592539958848076,Kaiju
1935,Isosphaerales,1000000,0.0953994004431628,Kaiju
1936,Maricaulales,1000000,0.0300575628276495,Kaiju
1937,Pseudanabaenales,1000000,0.0723801691686948,Kaiju
