,1K,10K,100K,1M,10M
Paraglaciecola arctica,0.0015,0.0013000000000000002,0.001224,0.0012372,0.0012209249999999999
Imtechella halotolerans,0.001,,1.8e-05,1.8599999999999998e-05,1.7349999999999998e-05
Pseudorhodoplanes sinuspersici,0.001,,1.2500000000000002e-05,7.6e-06,6.3e-06
Tenacibaculum sp. MAR_2009_124,0.001,0.0001,5.2000000000000004e-05,3.9399999999999995e-05,3.5675e-05
Aliiruegeria haliotis,0.001,0.0001,1.8e-05,1.74e-05,2.0275e-05
Pseudaestuariivita atlantica,0.001,,2.6000000000000002e-05,3.06e-05,3.1024999999999995e-05
Thioclava atlantica,0.001,0.0001,1.5000000000000002e-05,6.2e-06,6.2250000000000005e-06
Nonlabens sp. Hel1_33_55,0.001,0.00015000000000000001,0.000182,0.0001852,0.00017827499999999998
Kordia jejudonensis,0.001,0.00015000000000000001,6.6e-05,5.6000000000000006e-05,5.7600000000000004e-05
Ferrovum sp. JA12,0.001,,,1.6666666666666665e-06,7.499999999999999e-07
Sulfitobacter sp. SK011,0.001,0.00035999999999999997,0.00038600000000000006,0.0003418,0.0003434
Seonamhaeicola aphaedonensis,0.001,,2.4e-05,3.46e-05,2.9575e-05
Simiduia aestuariiviva,0.001,0.0001,3.2500000000000004e-05,2.6e-05,2.715e-05
Lutibacter sp. Hel_I_33_5,0.001,0.0001,9.6e-05,7.92e-05,7.9075e-05
Halofilum ochraceum,0.001,,1.6000000000000003e-05,8.8e-06,8.675e-06
Hoeflea sp. BRH_c9,0.001,,1.5000000000000002e-05,7.6e-06,6.2e-06
Chlorella desiccata (nom. nud.),0.001,0.000175,0.00014399999999999998,0.000154,0.000150275
Cryomorphaceae bacterium BACL21 MAG-121220-bin10,0.001,0.00030000000000000003,0.000314,0.00030920000000000003,0.000302725
OM182 bacterium BACL3 MAG-120619-bin3,0.001,0.000125,9.4e-05,6.9e-05,6.992499999999999e-05
Gemmatimonas sp. SG8_17,0.001,,2e-05,6.2e-06,7.525000000000001e-06
Aliikangiella marina,0.001,,3.75e-05,3.4e-05,3.3325e-05
Pseudoalteromonas sp. P1-26,0.001,,,1e-06,7e-07
Polaribacter vadi,0.001,0.00054,0.000584,0.0005254,0.000532575
Croceivirga lutea,0.001,,4e-05,2.98e-05,2.2475e-05
Bacteroidetes bacterium RIFCSPHIGHO2_02_FULL_44_7,0.001,0.0001,4.2000000000000004e-05,4.84e-05,4.62e-05
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_36_30,0.001,,1e-05,2e-06,1.625e-06
Neptuniibacter marinus,0.001,0.0001,3.0000000000000004e-05,1.86e-05,1.7625e-05
Rhodobacteraceae bacterium EhC02,0.001,0.00026000000000000003,0.00020800000000000001,0.0002408,0.000240425
Gammaproteobacteria bacterium 45_16_T64,0.001,0.0002,3.2000000000000005e-05,3.58e-05,3.4775000000000005e-05
bacterium,0.001,0.00016,0.000126,0.00015940000000000003,0.000159075
Variovorax sp.,0.001,,2.5e-05,2.06e-05,2.2499999999999998e-05
Firmicutes bacterium,0.001,0.0001,1e-05,6.2e-06,7.65e-06
Betaproteobacteria bacterium,0.001,0.00015000000000000001,0.00017800000000000004,0.0001846,0.000186675
Rhodobacteraceae bacterium,0.001,0.00052,0.00043,0.00042179999999999995,0.000420675
Nioella sediminis,0.001,,,1.7499999999999998e-06,1.15e-06
Glaciecola sp. XM2,0.0016666666666666668,0.00074,0.000792,0.0007932,0.000784975
Planktotalea lamellibrachiae,0.001,0.0001,5.2000000000000004e-05,3.0000000000000004e-05,3.0875e-05
Algoriphagus marinus,0.001,0.00037500000000000006,0.00027600000000000004,0.00028819999999999996,0.000285675
Pontixanthobacter aquaemixtae,0.001,0.0001,6.4e-05,6.28e-05,6.692500000000001e-05
Rubrivirga sp. SAORIC476,0.001,0.000175,0.00016800000000000002,0.0001662,0.00016375
gamma proteobacterium symbiont of Ctena orbiculata,0.001,0.0001,5.6000000000000006e-05,5.1599999999999994e-05,5.105000000000001e-05
Proteobacteria bacterium,0.001,0.00044,0.000376,0.0003604,0.000367425
Tsuneonella mangrovi,0.001,,1.666666666666667e-05,1.04e-05,8.925e-06
Flavobacteriaceae bacterium TMED48,0.001,0.0007,0.00062,0.0006264,0.000628825
Oceanospirillales bacterium TMED91,0.001,0.00045,0.000526,0.0005198,0.000519775
Candidatus Pelagibacter sp. TMED106,0.001,0.0001,2e-05,2.02e-05,1.6575000000000003e-05
Pelagibacteraceae bacterium TMED201,0.001,,4e-05,2.52e-05,2.42e-05
Rhizobiales bacterium TMED227,0.001,0.0002,3.0000000000000004e-05,3.04e-05,3.165e-05
Bacteroidetes bacterium HGW-Bacteroidetes-6,0.001,0.0001,1e-05,3.2000000000000007e-06,3.425e-06
Rhodopirellula bahusiensis,0.001,0.0001,2e-05,7.8e-06,8.4e-06
Flavobacteriales bacterium,0.001,0.00064,0.000752,0.0007426,0.0007342749999999999
Paraburkholderia aromaticivorans,0.001,,,1e-06,7.75e-07
Chloroflexi bacterium,0.001,0.00046,0.0004,0.00037759999999999996,0.00039185
Halieaceae bacterium,0.001,0.00054,0.00041600000000000003,0.0004071999999999999,0.00041312499999999997
Verrucomicrobia bacterium,0.0014,0.000375,0.00048199999999999995,0.00047000000000000004,0.000457575
Verrucomicrobiaceae bacterium,0.0015,0.00058,0.000462,0.0004932,0.000498325
Flavobacteriia bacterium,0.001,0.0001,6.4e-05,7.24e-05,6.6875e-05
Desulfobacteraceae bacterium,0.001,0.00052,0.000664,0.000603,0.0006029750000000001
Candidatus Dormibacteraeota bacterium,0.001,,2e-05,1e-06,1.2250000000000001e-06
Glaciecola sp. 33A,0.001,0.0003200000000000001,0.00031,0.000345,0.00034167500000000005
Fluviicola sp. XM-24bin1,0.001,0.00016666666666666666,0.000152,0.0001536,0.00015645
Alteripontixanthobacter maritimus,0.001,0.0001,6.25e-05,6.740000000000001e-05,6.645e-05
Marixanthomonas spongiae,0.001,0.0001,2.75e-05,1.4999999999999999e-05,2.145e-05
Spirochaetes bacterium,0.001,0.0001,6.2e-05,6.74e-05,6.6525e-05
Sinomicrobium sp. N-1-3-6,0.001,,1.6666666666666667e-05,9.6e-06,9.6e-06
Colwellia sp. RSH04,0.001,0.00014000000000000001,6.8e-05,8.12e-05,8.14e-05
Aquabacterium tepidiphilum,0.001,,1e-05,3.2e-06,5.1750000000000004e-06
Ningiella ruwaisensis,0.00125,0.00044,0.000406,0.00039139999999999997,0.0003884
Gemmatimonadales bacterium,0.001,0.00014,5.8000000000000014e-05,7.379999999999999e-05,7.455e-05
Pseudomonas leptonychotis,0.001,0.0001,2.75e-05,1.76e-05,1.6749999999999997e-05
Aurantiacibacter spongiae,0.001,,2e-05,2.2599999999999997e-05,2.0625e-05
Erythrobacter sp. HKB08,0.001,0.0001,3.5999999999999994e-05,3.74e-05,3.4674999999999996e-05
Litoricolaceae bacterium,0.0013333333333333333,0.00058,0.0006339999999999999,0.0005292,0.0005398499999999999
Pseudoalteromonas sp. FUC4,0.001,0.0001,1.5000000000000002e-05,9.400000000000001e-06,6.9499999999999995e-06
Novipirellula artificiosorum,0.001,0.00015000000000000001,0.000108,0.0001234,0.00012162499999999999
Antarcticimicrobium luteum,0.001,0.0001,1.2000000000000002e-05,1.28e-05,1.4225e-05
Erythrobacter sp. THAF29,0.001,0.0001,4.8e-05,3.1e-05,3.437500000000001e-05
Cryptosporangium phraense,0.001,,,3e-06,1.9e-06
Reinekea thalattae,0.001,0.0001,3e-05,2.5e-05,2.6525e-05
Litoreibacter roseus,0.001,0.0001,3.2000000000000005e-05,2.64e-05,2.865e-05
Roseiconus lacunae,0.001,,3.2000000000000005e-05,2.86e-05,2.7675000000000002e-05
Vibrio sp. CAIM 722,0.001,,1e-05,1.3333333333333332e-06,6.249999999999999e-07
Acidiluteibacter ferrifornacis,0.001,0.0005499999999999999,0.00024000000000000003,0.00024660000000000003,0.00024295
Sulfitobacter sediminilitoris,0.001,0.00015000000000000001,0.000138,0.00011800000000000001,0.000126375
Pseudomonas sp. B6002,0.001,,,,1e-07
Shewanella sp. VB17,0.001,0.0001,,8.8e-06,8.8e-06
Pseudoalteromonas sp. SR43-2,0.001,0.0001,3.9999999999999996e-05,2.5799999999999997e-05,2.3225e-05
Sulfitobacter aestuariivivens,0.001,0.00015000000000000001,8.400000000000001e-05,9.64e-05,0.000100925
Pelovirga terrestris,0.001,,1e-05,6.6e-06,6.2250000000000005e-06
Psychrobacter sp. Pi2-52,0.001,,1.3333333333333335e-05,1.08e-05,8.225e-06
Dictyobacter formicarum,0.001,,,1e-06,6.249999999999999e-07
Psychrobacter sp. Ps6,0.001,0.00015000000000000001,9.6e-05,9.02e-05,9.122500000000001e-05
Snuella sedimenti,0.001,0.0001,3.0000000000000004e-05,4.28e-05,3.9500000000000005e-05
Cognatishimia sp. F0-27,0.001,0.0001,3.0000000000000004e-05,2.6399999999999998e-05,2.5725e-05
Citreicella sp. C3M06,0.001,,1.5000000000000002e-05,7.800000000000002e-06,1.0450000000000002e-05
Sphingomicrobium sp. B8,0.001,0.00015000000000000001,7.800000000000001e-05,6.1e-05,6.35e-05
Qipengyuania sp. 1NDH1,0.001,0.0001,4e-05,4.28e-05,4.22e-05
Comamonadaceae bacterium M7527,0.00125,0.0006000000000000001,0.000686,0.0006758000000000001,0.00064825
Actinobacteria bacterium,0.001,0.00048000000000000007,0.000498,0.0005174,0.000511575
Octadecabacter sp. D2-3,0.001,,3.4e-05,2.06e-05,2.255e-05
Rhodophyticola sp. CCM32,0.001,,1.3333333333333335e-05,1.28e-05,1.67e-05
Lutibacter sp. A80,0.001,,2e-05,1.4399999999999998e-05,1.4549999999999998e-05
Viruses,0.0016666666666666668,0.0012200000000000002,0.001052,0.0010446000000000001,0.001043425
Deltaproteobacteria bacterium,0.00275,0.0018,0.001668,0.001644,0.0016439749999999998
Bernardetia litoralis,0.0015,0.00024000000000000003,0.00031600000000000004,0.00029360000000000003,0.00029695000000000004
Yoonia vestfoldensis,0.002,0.00041999999999999996,0.00037799999999999997,0.00034800000000000006,0.0003547
Pseudoalteromonas tunicata,0.0016666666666666668,0.00026000000000000003,0.00041799999999999997,0.0004004,0.000409575
Olavius algarvensis Delta 1 endosymbiont,0.002,0.00024000000000000003,0.00042200000000000007,0.0003938,0.00041302499999999997
Paraperlucidibaca baekdonensis,0.0013333333333333333,0.0016400000000000002,0.0015099999999999998,0.0013938,0.0013968500000000003
Candidatus Puniceispirillum marinum,0.0015,0.0003999999999999999,0.000394,0.00042500000000000003,0.0004278
Fistulifera solaris,0.0025,0.00116,0.000822,0.0008087999999999999,0.0008200500000000001
Flavobacteriaceae bacterium,0.0013333333333333333,0.0004,0.00041600000000000003,0.00044799999999999994,0.000444025
Planctomycetes bacterium,0.002,0.0006999999999999999,0.0006660000000000001,0.0006352,0.00063075
Alteromonas sp. SM 2104,0.0016666666666666668,0.00035999999999999997,0.00033999999999999997,0.0003306,0.00033329999999999997
Blastopirellula marina,0.001,0.0001,3.6e-05,3.020000000000001e-05,2.9375000000000003e-05
Desulfobulbus sp.,0.001,0.0001,1.2500000000000002e-05,1.16e-05,1.1200000000000001e-05
Haliscomenobacter hydrossis,0.001,0.0001,4e-05,2.9599999999999998e-05,3.1400000000000004e-05
Phaeodactylum tricornutum,0.0015,0.00078,0.0007220000000000001,0.000688,0.000675275
Symbiodinium microadriaticum,0.001,0.0001,0.00010200000000000001,8.620000000000001e-05,9.145e-05
Stylonychia lemnae,0.001,0.0001,0.00012399999999999998,0.0001124,0.000112125
Colwellia psychrerythraea,0.001,0.00015000000000000001,0.00015000000000000001,0.0001562,0.000157875
Rhodovulum adriaticum,0.001,,1.3333333333333335e-05,9.6e-06,9.999999999999999e-06
Pseudo-nitzschia americana,0.001,,1.5000000000000002e-05,1.28e-05,1.0725000000000001e-05
Halochromatium salexigens,0.001,0.0001,1e-05,5.199999999999999e-06,7.2999999999999996e-06
Rheinheimera baltica,0.001,0.0004,0.00026,0.00026619999999999997,0.000270275
Sulfitobacter mediterraneus,0.001,0.00014000000000000001,0.00016,0.0001784,0.000175125
Bordetella petrii,0.001,,,3.2e-06,3.45e-06
Desulfonatronum thiodismutans,0.001,,,2e-06,7.5e-07
Thalassiosira oceanica,0.001,0.0006799999999999999,0.0007840000000000002,0.0007026,0.0006994750000000001
Pseudoalteromonas phenolica,0.001,0.00015000000000000001,5.8e-05,4.6e-05,4.49e-05
Sulfitobacter dubius,0.001,,1.5000000000000002e-05,9.200000000000002e-06,8.075e-06
Aestuariibacter halophilus,0.001,0.0003,9e-05,8.9e-05,9.2975e-05
Erythrobacter sp. NAP1,0.001,0.0001,2e-05,2.0799999999999997e-05,2.525e-05
Ostreococcus sp. 'lucimarinus',0.001,0.00032,0.000302,0.0003348,0.000324325
Psychrobacter vallis,0.001,,2.75e-05,1.6400000000000002e-05,1.6325000000000004e-05
Salinimonas chungwhensis,0.001,,3.6e-05,3.32e-05,3.2375e-05
Qipengyuania seohaensis,0.001,0.00013333333333333334,0.00011400000000000002,0.00010299999999999998,0.0001039
Pseudoalteromonas marina,0.001,0.000125,0.00013800000000000002,0.0001624,0.000158375
Phormidesmis priestleyi,0.001,,2.6000000000000002e-05,2.9200000000000005e-05,2.895e-05
Sediminitomix flava,0.001,0.0001,2.7500000000000004e-05,2.52e-05,2.565e-05
Celerinatantimonas diazotrophica,0.001,0.0001,1e-05,4.4e-06,5.374999999999999e-06
Olavius algarvensis associated proteobacterium Delta 3,0.001,0.0001,5.8e-05,5.26e-05,5.26e-05
Eudoraea adriatica,0.001,0.0002666666666666667,0.000158,0.0001618,0.000166725
Glaciecola sp. HTCC2999,0.0016666666666666668,0.00074,0.0007979999999999999,0.000817,0.0008385
Seohaeicola saemankumensis,0.001,0.000125,0.00010200000000000001,8.860000000000001e-05,9.172500000000001e-05
Rubellimicrobium aerolatum,0.001,,1e-05,5.6e-06,5.1e-06
Saonia flava,0.001,0.00015000000000000001,3.2000000000000005e-05,3.14e-05,2.895e-05
Colwellia chukchiensis,0.001,0.000125,6.2e-05,5.28e-05,4.9975e-05
Arenicella xantha,0.001,0.00041999999999999996,0.00042199999999999996,0.0004142,0.00043309999999999996
Ruegeria faecimaris,0.001,,2.9999999999999997e-05,1.74e-05,1.7074999999999998e-05
Rubricoccus marinus,0.0013333333333333333,0.00032,0.00028,0.0002932,0.00028975
Vibrio genomosp. F10,0.001,0.000125,7.2e-05,8.9e-05,8.5e-05
gamma proteobacterium HIMB55,0.001,0.0001,4e-05,2.8399999999999996e-05,2.8925000000000002e-05
Nonlabens marinus,0.001,0.0004999999999999999,0.0004999999999999999,0.0004688,0.00047305
Halioglobus pacificus,0.001,0.0002666666666666667,0.00012800000000000002,0.00012100000000000001,0.000123225
Oceanicola sp. S124,0.001,,1e-05,5.599999999999999e-06,5.500000000000001e-06
Ruegeria arenilitoris,0.001,0.0002,8e-05,7.92e-05,8.1725e-05
Rubrivirga marina,0.001,0.000175,0.00011599999999999997,0.0001302,0.0001319
Acinetobacter sp. NIPH 298,0.001,,,,3.25e-07
Paraglaciecola aquimarina,0.001,0.0002,0.000196,0.0001872,0.000181425
Polaribacter sp. Hel_I_88,0.001,0.00035999999999999997,0.00038399999999999996,0.00040740000000000004,0.00040199999999999996
Maribacter sp. MAR_2009_72,0.001,0.0001,1e-05,6.999999999999999e-06,8e-06
Aurantibacter aestuarii,0.001,0.00054,0.000736,0.000768,0.0007565
Luminiphilus syltensis,0.0015,0.00028,0.000234,0.0002628,0.0002678
Sulfitobacter noctilucicola,0.001,0.000175,0.00010200000000000001,9.419999999999999e-05,9.15e-05
Pseudoalteromonas sp. H105,0.001,0.00028,0.000294,0.00034,0.000338925
Winogradskyella sediminis,0.001,0.00019999999999999998,4.2000000000000004e-05,3.6400000000000004e-05,3.4949999999999996e-05
Candidatus Pelagibacter sp. HIMB1321,0.001,0.00056,0.000462,0.00046639999999999995,0.000488425
Leeuwenhoekiella sp. MAR_2009_132,0.001,0.000275,0.000218,0.0002046,0.00019985
Sphingomonas gei,0.001,,,1.5e-06,9e-07
Winogradskyella wandonensis,0.001,0.00013333333333333334,9.400000000000001e-05,0.000106,9.825e-05
Algimonas arctica,0.001,0.0001,6.6e-05,5.4999999999999995e-05,6.1825e-05
Halamphora coffeaeformis,0.001,0.00013333333333333334,6.200000000000002e-05,6.539999999999999e-05,6.2125e-05
Emcibacter nanhaiensis,0.001,,1.25e-05,1.56e-05,1.645e-05
Defluviimonas aquaemixtae,0.001,0.0001,2e-05,2.2000000000000003e-05,2.0675e-05
Sedimenticola thiotaurini,0.001,,2.4e-05,3.1e-05,2.85e-05
Streptomyces bambusae,0.001,,,1e-06,1.5e-07
Flavobacterium sp. 316,0.001,0.0001,3.8e-05,3.36e-05,3.8625e-05
Thalassobaculum fulvum,0.001,0.0001,2.4e-05,2.08e-05,2.405e-05
Donghicola tyrosinivorans,0.001,,2.4e-05,1.9e-05,2.0799999999999997e-05
Thalassotalea euphylliae,0.001,0.00013333333333333334,7.6e-05,7.54e-05,8.0025e-05
Cryomorphaceae bacterium BACL23 MAG-120924-bin60,0.001,0.00035999999999999997,0.000464,0.00040940000000000003,0.000405525
Pelagibacteraceae bacterium BACL5 MAG-121128-bin54,0.001,,2.4000000000000004e-05,1.52e-05,1.505e-05
Psychrobacter sp. P11G3,0.001,0.0001,1.4000000000000001e-05,1.56e-05,1.64e-05
Marinirhabdus gelatinilytica,0.001,0.00019999999999999998,7.4e-05,8.28e-05,7.855e-05
Acidithiobacillales bacterium SM1_46,0.001,0.0001,,1.8000000000000001e-06,2.425e-06
Gammaproteobacteria bacterium SG8_31,0.001,0.00014000000000000001,0.000108,0.0001036,0.00010897499999999999
Psammoneis obaidii,0.001,0.000125,4.6e-05,3.68e-05,3.265e-05
Alphaproteobacteria bacterium BRH_c36,0.001,0.00012000000000000002,7.2e-05,6.36e-05,6.775e-05
Methyloceanibacter stevinii,0.001,0.0001,2.6000000000000002e-05,2.6e-05,2.2025e-05
Arcticibacterium luteifluviistationis,0.001,0.00022500000000000002,9.400000000000001e-05,9.300000000000001e-05,9.0025e-05
Candidatus Aquiluna sp. UB-MaderosW2red,0.001,0.00026000000000000003,0.000172,0.0001676,0.000161075
Moraxellaceae bacterium,0.001,0.0002,0.000116,0.00013419999999999998,0.00012697499999999998
Thalassiosira sp.,0.001,,2e-05,8.4e-06,7.625000000000001e-06
Burkholderiales bacterium,0.001,0.000125,0.00011999999999999999,0.00011379999999999999,0.0001204
Gaetbulibacter sp. 4G1,0.001,0.000125,7.6e-05,6.759999999999999e-05,6.5575e-05
Hyphomonas sp. Mor2,0.001,0.0002,8.200000000000001e-05,0.0001024,0.00010245
Polaribacter litorisediminis,0.001,0.00036,0.00041799999999999997,0.00045319999999999996,0.0004634
Hyphomicrobiales bacterium,0.001,0.0002,9.400000000000001e-05,0.00013020000000000002,0.000125525
Alphaproteobacteria bacterium,0.001,0.00066,0.001008,0.001041,0.0010358249999999998
Loktanella sp. Alg231-35,0.001,0.00024000000000000003,0.000182,0.00018260000000000002,0.00017745
Atractiella rhizophila,0.001,,1.5000000000000002e-05,1.8000000000000001e-06,3.1500000000000003e-06
Rhodosalinus sediminis,0.001,,1e-05,9.6e-06,8.55e-06
Verrucomicrobiae bacterium Tous-C5FEB,0.001,0.0001,5.8000000000000014e-05,5.4e-05,5.6375e-05
Flavobacteriales bacterium MED-G22,0.001,0.00012000000000000002,9.2e-05,8.5e-05,8.96e-05
Candidatus Actinomarinales bacterium MED-G02,0.001,0.0001,3.8e-05,2.9600000000000005e-05,2.565e-05
Candidatus Puniceispirillum sp. TMED52,0.001,0.00033999999999999997,0.00036,0.0003058,0.000296225
Flavobacteriaceae bacterium TMED42,0.001,0.00015000000000000001,8.8e-05,6.84e-05,7.5775e-05
Crocinitomicaceae bacterium TMED114,0.001,0.00025,0.000198,0.00017020000000000002,0.00017265
Gammaproteobacteria bacterium TMED236,0.001,0.00015000000000000001,0.00014399999999999998,0.0001456,0.00014755
Oceanospirillaceae bacterium TMED276,0.001,,2.6000000000000002e-05,2.1799999999999998e-05,2.1249999999999998e-05
bacterium BMS3Abin11,0.001,,3.0000000000000004e-05,3.36e-05,3.1e-05
Bacteroidetes bacterium HGW-Bacteroidetes-17,0.001,,1e-05,9.6e-06,9.225e-06
Verrucomicrobiales bacterium VVV1,0.001,0.00012000000000000002,7.000000000000001e-05,4.66e-05,5.05e-05
Anaerolineaceae bacterium,0.001,0.00016666666666666666,0.00011199999999999998,0.0001356,0.000128575
Candidatus Saccharibacteria bacterium,0.001,0.0001,1e-05,4.600000000000001e-06,4.6e-06
