,1K,10K,100K,1M,10M
Paraburkholderia,0.001,0.00017500000000000003,9.2e-05,8.62e-05,8.6125e-05
Qipengyuania,0.0024000000000000002,0.00292,0.0028239999999999997,0.002817,0.00281505
Aliikangiella,0.001,0.0001,8e-05,0.0001104,0.00010970000000000001
Halofilum,0.001,,1.6000000000000003e-05,8.8e-06,8.675e-06
Dictyobacter,0.001,0.0001,,2.6e-06,3.425e-06
Croceivirga,0.001,0.0001,6.000000000000001e-05,5.139999999999999e-05,4.5225e-05
Cognatishimia,0.001,0.00015000000000000001,0.00011,0.00010999999999999999,0.00011047499999999999
Cognatiyoonia,0.001,0.00030000000000000003,0.00011,0.0001258,0.000128025
Pseudaestuariivita,0.001,0.0001,3.4e-05,4.62e-05,4.5825e-05
Yoonia,0.0015,0.0010600000000000002,0.0009679999999999999,0.0009748,0.000974475
Croceibacterium,0.001,,3.8e-05,4.26e-05,3.955e-05
Rhodophyticola,0.001,0.0001,4.2000000000000004e-05,3.34e-05,3.6099999999999997e-05
Novosphingopyxis,0.001,0.0001,8.400000000000001e-05,7.280000000000001e-05,8.0575e-05
Ningiella,0.00125,0.00044,0.000406,0.00039139999999999997,0.0003884
Alteripontixanthobacter,0.001,0.0001,7.749999999999999e-05,7.82e-05,7.7575e-05
Pontixanthobacter,0.0023333333333333335,0.0007,0.00073,0.0007076000000000001,0.000710425
Novipirellula,0.001,0.00013333333333333334,0.00020599999999999997,0.00019619999999999997,0.00019175000000000003
Aurantiacibacter,0.001,0.00041999999999999996,0.000452,0.00047080000000000006,0.000453975
Tsuneonella,0.001,0.0002,7e-05,6.88e-05,6.975000000000001e-05
Roseiconus,0.001,0.0001,9.2e-05,7.98e-05,8.3075e-05
Acidiluteibacter,0.001,0.0005499999999999999,0.00024000000000000003,0.00024660000000000003,0.00024295
Antarcticimicrobium,0.001,0.00013333333333333334,2.4000000000000004e-05,3.2200000000000003e-05,3.3425e-05
Aliiruegeria,0.001,0.0001,8e-05,8.3e-05,8.45e-05
Pelovirga,0.001,,1e-05,6.6e-06,6.2250000000000005e-06
Viruses,0.0016666666666666668,0.0012200000000000002,0.001052,0.0010446000000000001,0.001043425
Streptomyces,0.002,0.00023999999999999998,0.00026,0.0002516,0.0002457
Winogradskyella,0.0036666666666666666,0.0027,0.002798,0.0027572000000000004,0.0027186250000000006
Candidatus Puniceispirillum,0.00175,0.00086,0.0008499999999999998,0.0008114,0.00080275
Pseudo-nitzschia,0.0015,0.00034,0.000304,0.0002962,0.00029855
Ruegeria,0.0013333333333333333,0.00058,0.00075,0.0006842,0.0006847000000000001
Loktanella,0.002,0.0015,0.0014360000000000002,0.0014946,0.001497375
Aestuariibacter,0.0015,0.00023333333333333336,0.000334,0.0003084,0.00030622500000000003
Fistulifera,0.0025,0.0012200000000000002,0.000884,0.0008750000000000001,0.00088845
Paraperlucidibaca,0.0013333333333333333,0.0016400000000000002,0.0015099999999999998,0.0013938,0.0013968500000000003
Bernardetia,0.0015,0.00024000000000000003,0.00031600000000000004,0.00029360000000000003,0.00029695000000000004
Hyphomonas,0.001,0.00028000000000000003,0.00024599999999999996,0.0002638,0.00026267500000000003
Bordetella,0.001,0.0001,4.25e-05,3.96e-05,4.515e-05
Desulfobulbus,0.001,0.0001,4e-05,4.1e-05,4.0775e-05
Haliscomenobacter,0.001,0.0001,4e-05,2.9599999999999998e-05,3.1400000000000004e-05
Teredinibacter,0.001,0.00025,0.00016,0.0001302,0.00013885
Roseobacter,0.00175,0.0018,0.001764,0.0018032,0.001832275
Phaeodactylum,0.0015,0.00078,0.000724,0.0006889999999999999,0.0006754999999999999
Symbiodinium,0.00125,0.0003,0.000266,0.0002394,0.00024925
Atractiella,0.001,,1.5000000000000002e-05,1.8000000000000001e-06,3.1500000000000003e-06
Stylonychia,0.001,0.0001,0.00012399999999999998,0.000113,0.00011229999999999999
Sphingomonas,0.0013333333333333333,0.00054,0.0003940000000000001,0.00039540000000000007,0.00039855
Rhodoferax,0.001,0.00017999999999999998,0.000178,0.0001578,0.00015505
Rhodovulum,0.001,0.0001,0.000146,0.00018319999999999998,0.00016275
Marinobacterium,0.001,0.0005,0.000632,0.0006134,0.000612225
Desulfonatronum,0.001,,1e-05,5.8e-06,5.9749999999999995e-06
Rheinheimera,0.001,0.0006200000000000001,0.0006439999999999999,0.0006263999999999999,0.0006306749999999999
Ostreococcus,0.001,0.00043999999999999996,0.00044800000000000005,0.0004676,0.0004592
Halochromatium,0.001,0.0002,2.75e-05,2.4399999999999997e-05,2.8550000000000003e-05
Hymenobacter,0.001,0.00044,0.00055,0.0005272,0.000526475
Cellulophaga,0.0015,0.0003,0.000296,0.000319,0.0003145
Aequorivita,0.001,0.00028000000000000003,0.000256,0.0002464,0.0002495
Oceanobacillus,0.001,0.0002,2e-05,2.24e-05,2.375e-05
Microvirga,0.001,,4.6e-05,5.819999999999999e-05,5.6225e-05
Oceanisphaera,0.001,0.0001,2e-05,3.6599999999999995e-05,3.3549999999999996e-05
Oceanicola,0.001,0.0003,3.2000000000000005e-05,4.460000000000001e-05,4.275e-05
Blastopirellula,0.001,0.00014,0.00022199999999999998,0.0002042,0.00020492499999999998
Curvibacter,0.001,0.00013333333333333334,8.6e-05,7.36e-05,7.9075e-05
Leeuwenhoekiella,0.001,0.00048000000000000007,0.0005020000000000001,0.00046639999999999995,0.00046132499999999995
Salinimonas,0.001,0.0002,0.00022799999999999999,0.000215,0.00021222499999999997
Aquimarina,0.001,0.00054,0.0006219999999999999,0.0006184000000000001,0.00062045
Roseivirga,0.001,0.00026,0.000334,0.0003162,0.000299725
Rubellimicrobium,0.001,0.0001,4.2000000000000004e-05,4.64e-05,4.842499999999999e-05
Gaetbulibacter,0.001,0.0003,0.000246,0.00024779999999999995,0.00024417499999999996
Pseudoruegeria,0.001,0.00015000000000000001,0.00011999999999999999,0.00010200000000000001,9.6675e-05
Sedimenticola,0.001,0.00018,0.000122,0.0001358,0.000130825
Sediminitomix,0.001,0.0001,2.7500000000000004e-05,2.52e-05,2.565e-05
Donghicola,0.001,0.00013333333333333334,5.4e-05,4.7199999999999995e-05,5.21e-05
Undibacterium,0.001,0.0001,3.2000000000000005e-05,3.2200000000000003e-05,3.68e-05
Celerinatantimonas,0.001,0.0002,1e-05,7.8e-06,9.299999999999999e-06
Lentimonas,0.001,0.00015000000000000001,0.00010200000000000001,0.00010219999999999999,0.0001033
Eudoraea,0.001,0.0002666666666666667,0.000158,0.0001618,0.000166725
Seohaeicola,0.001,0.00015000000000000001,0.000126,0.0001158,0.00011614999999999999
Thalassobaculum,0.001,0.00013333333333333334,8.999999999999999e-05,8.8e-05,9.252500000000001e-05
Psammoneis,0.001,0.00015000000000000001,4.8e-05,4.1e-05,3.7174999999999996e-05
Kriegella,0.001,0.0001,4.4e-05,5.7600000000000004e-05,5.5875e-05
Spongiibacter,0.001,0.0002,0.00013,0.00011899999999999999,0.00012595
Aliagarivorans,0.001,0.00015000000000000001,1.5000000000000002e-05,1.12e-05,1.245e-05
Arenicella,0.001,0.0006799999999999999,0.0006799999999999999,0.0006652000000000001,0.0006878749999999999
Rubricoccus,0.0013333333333333333,0.00032,0.00028,0.0002932,0.00028975
Phormidesmis,0.001,0.0001,3.2000000000000005e-05,4.36e-05,4.3825e-05
Primorskyibacter,0.001,0.0001,9.8e-05,0.00010120000000000001,9.697499999999999e-05
Defluviimonas,0.001,0.0001,3.5999999999999994e-05,4.54e-05,4.655e-05
Mangrovimonas,0.001,0.0002,0.000196,0.0001836,0.000181975
Portibacter,0.001,0.00016,0.00017399999999999997,0.0001482,0.000152825
Ferrovibrio,0.001,,2e-05,7.3999999999999995e-06,6.95e-06
Halamphora,0.001,0.000225,0.00017800000000000002,0.0001908,0.00019055
Algimonas,0.001,0.0001,6.6e-05,5.4999999999999995e-05,6.1825e-05
Luminiphilus,0.0015,0.00028,0.000234,0.0002628,0.0002678
Draconibacterium,0.001,0.0002,5.6000000000000006e-05,5.58e-05,4.985e-05
Methyloceanibacter,0.001,0.00058,0.0005020000000000001,0.0005188,0.0004973499999999999
Emcibacter,0.001,,1.25e-05,1.56e-05,1.645e-05
Rubinisphaera,0.001,0.00015000000000000001,6.000000000000001e-05,9.279999999999999e-05,9.1125e-05
Marinirhabdus,0.001,0.00019999999999999998,7.4e-05,8.28e-05,7.855e-05
Marimonas,0.001,0.00019999999999999998,3.5999999999999994e-05,2.48e-05,2.6624999999999997e-05
Saonia,0.001,0.00015000000000000001,3.2000000000000005e-05,3.14e-05,2.895e-05
Rhodosalinus,0.001,,2.75e-05,2.26e-05,2.2475e-05
Arcticibacterium,0.001,0.00022500000000000002,9.400000000000001e-05,9.300000000000001e-05,9.0025e-05
Maribellus,0.001,0.00014,6.2e-05,6.639999999999999e-05,6.9825e-05
Tautonia,0.001,0.0002,2.5000000000000005e-05,2.72e-05,2.6575e-05
Aurantibacter,0.001,0.00054,0.000756,0.000795,0.0007825
Profundibacter,0.001,0.0001,1.6000000000000003e-05,1.8e-05,1.7e-05
Aequoribacter,0.001,0.00058,0.000522,0.0005298000000000001,0.000537575
Pseudoteredinibacter,0.002,0.0001,3.4e-05,2.86e-05,3.0475000000000002e-05
Pirellula,0.001,0.0002,7.4e-05,4.52e-05,4.7775e-05
Bradyrhizobium,0.001,0.00030000000000000003,0.00021000000000000004,0.00020440000000000004,0.00019315
Desulfuromonas,0.001,0.00034999999999999994,0.000194,0.0002256,0.00023165
Nitrosomonas,0.001,0.0002,0.00017999999999999998,0.0001838,0.00018245000000000002
Marinobacter,0.001,0.00058,0.0005939999999999999,0.000614,0.000593425
Porphyra,0.001,,1e-05,4.4e-06,3.6499999999999998e-06
Arcobacter,0.001,0.0001,3.2000000000000005e-05,3.26e-05,2.9575e-05
Geobacter,0.001,0.000175,3.6e-05,3.4200000000000005e-05,3.2925e-05
Thiomonas,0.001,,4.8e-05,3.08e-05,3.0175e-05
Bathycoccus,0.001,0.00041999999999999996,0.00044,0.0004868,0.00048527500000000007
Jonesia,0.001,,,1e-06,6.249999999999999e-07
Ferrimonas,0.001,0.0002,7.199999999999999e-05,6.96e-05,7.095e-05
Paenibacillus,0.001,0.00016,0.00011400000000000002,0.0001188,0.00011735
Psychroserpens,0.001,0.00054,0.00057,0.0005452,0.0005396
Galdieria,0.001,,1e-05,4.2000000000000004e-06,4.825e-06
Pedobacter,0.001,0.00030000000000000003,0.00025,0.00022639999999999995,0.000233625
Muricauda,0.001,0.0005,0.00053,0.0005537999999999999,0.000544075
Bacteriovorax,0.001,0.00013333333333333334,5.6000000000000006e-05,6.200000000000002e-05,6.585e-05
Roseibium,0.001,0.00019999999999999998,0.00015000000000000001,0.00016340000000000001,0.00016332499999999997
Reichenbachiella,0.001,0.00013333333333333334,7.999999999999999e-05,8.1e-05,8.8375e-05
Hahella,0.001,0.000175,6.400000000000001e-05,7.76e-05,8.14e-05
Sphingopyxis,0.001,0.00026,0.00025,0.0002544,0.000257275
Fomitiporia,0.001,,,1e-06,3e-07
Fragilariopsis,0.001,0.0002333333333333333,0.00027400000000000005,0.000279,0.000283475
Thalassolituus,0.001,0.00066,0.0007139999999999999,0.0007776,0.00076535
Jannaschia,0.001,0.0006000000000000001,0.000544,0.0005489999999999999,0.00056245
Pleurosigma,0.001,0.00026,0.000162,0.000161,0.000166725
Lampropedia,0.001,0.0002,2.7500000000000004e-05,2.0799999999999997e-05,1.8324999999999998e-05
Formosa,0.001,0.00033999999999999997,0.00035,0.000326,0.000327825
Pseudorhodobacter,0.001,0.00033999999999999997,0.000298,0.0003116,0.000304475
Crocinitomix,0.001,0.0002666666666666667,9.400000000000001e-05,0.000101,0.0001069
Salipiger,0.001,0.00015000000000000001,0.00017400000000000003,0.0001974,0.00019315
Owenweeksia,0.001,0.0001,4.7999999999999994e-05,4.3799999999999994e-05,4.5274999999999996e-05
Yeosuana,0.001,0.00017500000000000003,0.000132,0.0001362,0.00013947500000000002
Candidatus Accumulibacter,0.001,0.0001,3.6e-05,4.5799999999999995e-05,4.4925e-05
Altererythrobacter,0.001,0.00032,0.00037999999999999997,0.0003918,0.0003901
Aureispira,0.001,0.0001,9.399999999999998e-05,0.0001186,0.00011085000000000001
Sediminicola,0.001,0.0001,7.2e-05,7.06e-05,7.497499999999999e-05
Tamlana,0.001,0.000325,0.000238,0.00025100000000000003,0.00024765
Fulvivirga,0.001,0.00028000000000000003,0.000438,0.00041279999999999995,0.000419275
Granulosicoccus,0.001,0.00015000000000000001,8.2e-05,8.420000000000001e-05,8.622500000000001e-05
Ekhidna,0.001,0.00015000000000000001,8.6e-05,8.520000000000001e-05,7.960000000000001e-05
Pseudogulbenkiania,0.001,,1e-05,6e-06,5.35e-06
Ilumatobacter,0.001,0.00092,0.0006119999999999999,0.0006638,0.0006589
Marivirga,0.001,0.00025,0.000172,0.00018559999999999998,0.00019255000000000002
Aureitalea,0.001,0.0001,3.7999999999999995e-05,3.62e-05,3.685e-05
Meridianimaribacter,0.001,0.0003,2.2e-05,1.96e-05,2.035e-05
Candidatus Endolissoclinum,0.001,0.00013333333333333334,0.00012800000000000002,0.0001228,0.000125675
Roseimicrobium,0.001,0.0001,1.6666666666666667e-05,1.7800000000000002e-05,1.74e-05
Pseudomaricurvus,0.001,0.00017999999999999998,0.00015999999999999999,0.0001434,0.0001519
Rubripirellula,0.001,0.00027499999999999996,0.00027,0.0002594,0.0002721
Thiogranum,0.001,0.00015000000000000001,0.00014199999999999998,0.00014439999999999999,0.000147775
Boseongicola,0.001,0.0006000000000000001,0.00044799999999999994,0.000498,0.00049895
Homoserinibacter,0.001,,1e-05,1e-06,1.6499999999999999e-06
Pseudooceanicola,0.001,0.0001,0.000188,0.00015439999999999999,0.0001571
Pontivivens,0.001,0.0001,5.8e-05,4.56e-05,4.4675e-05
Acuticoccus,0.001,0.0001,4e-05,3.2e-05,2.9825e-05
Ketobacter,0.001,0.00014,0.00011,0.00012360000000000002,0.0001193
Salinibius,0.001,0.0001,2.9999999999999997e-05,3.0200000000000002e-05,3.24e-05
Stieleria,0.001,0.00030000000000000003,0.000182,0.0001626,0.00016325000000000004
Posidoniimonas,0.001,0.0001,3.6e-05,4.1400000000000003e-05,3.94e-05
Falsihalocynthiibacter,0.001,0.00015000000000000001,2.4000000000000004e-05,2.6199999999999996e-05,2.54e-05
Reticulibacter,0.001,,1e-05,3.5e-06,2.15e-06
Pseudohalioglobus,0.001,0.00028,0.00028000000000000003,0.00030960000000000004,0.000314625
Roseitranquillus,0.001,,2.5000000000000005e-05,9.4e-06,1.1025e-05
Halpernia,0.001,,2e-05,5.8e-06,6.5999999999999995e-06
Szabonella,0.001,,1.5000000000000002e-05,2.9e-05,2.7975e-05
Archangium,0.001,,1.5e-05,1.02e-05,1.2225e-05
Paracoccus,0.001,0.00035999999999999997,0.00037400000000000004,0.0003496,0.00035590000000000003
Rhizobium,0.001,0.00017999999999999998,0.000234,0.0002104,0.00020429999999999998
Enterobacter,0.001,0.0001,2e-05,2.7799999999999998e-05,2.8125e-05
Thiocapsa,0.001,0.0001,6.6e-05,7.000000000000001e-05,6.705e-05
Chlorobium,0.001,0.0001,1.4000000000000001e-05,1.1400000000000001e-05,1.415e-05
Nocardioides,0.001,0.00023999999999999998,0.00024599999999999996,0.00023180000000000002,0.00022302500000000001
Pseudonocardia,0.001,0.0001,3.0000000000000004e-05,3.8e-05,3.8975e-05
Pythium,0.001,0.0002,3.5000000000000004e-05,2.4399999999999997e-05,2.545e-05
Cycloclasticus,0.001,0.00015000000000000001,6.400000000000001e-05,6.42e-05,6.604999999999999e-05
Ideonella,0.001,,5.9999999999999995e-05,5.4199999999999996e-05,4.9175e-05
Leptolyngbya,0.001,0.00019999999999999998,0.00014200000000000004,0.0001414,0.000141925
Hydrogenophaga,0.001,0.0004,0.00028599999999999996,0.0003182,0.00030997500000000004
Navicula,0.001,0.00044,0.000346,0.000341,0.000335675
Termitomyces,0.001,,,4e-06,2.4e-06
Chitinophaga,0.001,0.00015000000000000001,9e-05,9.54e-05,0.000105075
Dyadobacter,0.001,0.00013333333333333334,0.00011800000000000001,0.00011119999999999999,0.000113725
Paraflabellula,0.001,,,,1e-07
Thalassomonas,0.001,0.00025,0.000134,0.0001408,0.000141975
Kaistia,0.001,,3e-05,1.96e-05,1.92e-05
Chitinibacter,0.001,,1.5000000000000002e-05,5.2e-06,5.975e-06
Nitratireductor,0.001,0.0002,6.4e-05,7.34e-05,7.11e-05
Algibacter,0.001,0.0008399999999999999,0.000728,0.0006841999999999999,0.0006805
Psammodictyon,0.001,0.00016666666666666666,0.000116,0.0001194,0.000123175
Nereida,0.001,,9.4e-05,9.439999999999999e-05,9.439999999999999e-05
Phaeobacter,0.001,0.0002,0.000248,0.000266,0.00025689999999999996
Cohnella,0.001,0.0001,2e-05,1.14e-05,1.1500000000000002e-05
Nitrosopumilus,0.001,0.00016,0.000194,0.00020639999999999998,0.000195625
Simplicispira,0.001,0.0001,2.666666666666667e-05,2.52e-05,2.585e-05
Bowmanella,0.001,0.000225,0.000148,0.0001652,0.000160675
Aquitalea,0.001,0.0001,1.6000000000000003e-05,1.38e-05,1.2975e-05
Mucilaginibacter,0.001,0.00018000000000000004,0.000122,0.0001072,0.000118225
Leptobacterium,0.001,,3.2000000000000005e-05,3.72e-05,3.4325e-05
Sediminibacterium,0.001,0.0001,2.2e-05,2.2800000000000002e-05,2.01e-05
Sneathiella,0.001,0.0002,0.000106,0.000107,0.00010605
Shimia,0.001,0.00032,0.00022399999999999997,0.00025259999999999996,0.00025155
Limnohabitans,0.001,0.0004,0.000382,0.0004186,0.000420275
Altibacter,0.001,0.0002,3.2000000000000005e-05,3.8e-05,3.7e-05
Hydrococcus,0.001,,,2e-06,6e-07
Woeseia,0.001,0.00014000000000000001,7.4e-05,0.0001068,0.00010899999999999999
Lentimicrobium,0.001,0.0001,1.7500000000000002e-05,2.0199999999999996e-05,2.0225e-05
Xanthomarina,0.001,0.00013333333333333334,9.199999999999999e-05,8.76e-05,8.902500000000001e-05
Caenibacillus,0.001,,1e-05,1e-06,3e-07
Pseudobizionia,0.001,0.00023333333333333333,0.00014400000000000003,0.00012800000000000002,0.00012402500000000002
Parashewanella,0.001,0.0001,4e-05,2.8800000000000002e-05,2.705e-05
Parerythrobacter,0.001,0.000275,0.00022799999999999999,0.0002302,0.00022835
Candidatus Pseudothioglobus,0.001,0.0001,3.4e-05,4.74e-05,4.485e-05
Paucihalobacter,0.001,,5.6000000000000006e-05,4.96e-05,5.3625e-05
Mesobaculum,0.001,,2e-05,1e-05,1.0625e-05
Aegicerativicinus,0.001,0.0001,4.4e-05,4.6599999999999994e-05,4.6225e-05
Roseovarius,0.003,0.0006,0.0007480000000000001,0.0007908,0.000791375
Coraliomargarita,0.002,0.0006799999999999999,0.0006500000000000001,0.0006734,0.0006601
Celeribacter,0.002,0.00015000000000000001,0.00016800000000000002,0.00016040000000000002,0.00015785
Candidatus Megaira,0.002,0.00038,0.00029,0.00028879999999999997,0.000283325
Parahaliea,0.002,0.00035999999999999997,0.00034199999999999996,0.00033800000000000003,0.00033229999999999995
Motilimonas,0.002,0.00035999999999999997,0.00037200000000000004,0.00036899999999999997,0.0003591
Allopontixanthobacter,0.002,0.00033999999999999997,0.000258,0.0002706,0.00027555
Stella,0.001,,2.3333333333333336e-05,1.6e-05,1.4325000000000001e-05
Methylomonas,0.001,0.00019999999999999998,6.000000000000001e-05,5.66e-05,5.7575000000000004e-05
Providencia,0.001,,1.3333333333333335e-05,1.7e-05,2.0649999999999997e-05
Flexibacter,0.001,0.00031999999999999997,0.00039000000000000005,0.00037360000000000003,0.000379
Streptococcus,0.001,0.000125,5e-05,4.660000000000001e-05,4.880000000000001e-05
Gordonia,0.001,0.0001,2.8000000000000003e-05,1.8200000000000002e-05,1.88e-05
Flexistipes,0.001,,,3e-06,1.775e-06
Ochromonas,0.001,,1e-05,8e-06,8.1e-06
