,1K,10K,100K,1M,10M
Oomycota,0.001,0.000225,0.000234,0.0002478,0.00023922499999999997
Euryarchaeota,0.001,0.00022,0.00017999999999999998,0.0001666,0.000175
Nitrospirae,0.001,0.00056,0.00043400000000000003,0.0004314,0.000432275
Tubulinea,0.001,,,1e-06,5.75e-07
Thaumarchaeota,0.001,0.00026,0.00031,0.0003226,0.000319575
Ascomycota,0.002,0.00038,0.000384,0.0004326,0.000414475
Deferribacteres,0.001,0.0001,1.666666666666667e-05,1.1799999999999999e-05,1.3274999999999999e-05
Candidatus Melainabacteria,0.001,0.0001,2.5000000000000005e-05,2.24e-05,2.2625e-05
Balneolaeota,0.001,0.0001,0.000124,0.00012680000000000002,0.000115475
Haptophyta,,0.0002,0.00010400000000000001,8.579999999999998e-05,8.347500000000001e-05
Euglenozoa,,0.00017500000000000003,9.2e-05,0.000106,9.817499999999999e-05
Armatimonadetes,,0.00017999999999999998,8.400000000000001e-05,9.639999999999999e-05,9.605e-05
Ignavibacteriae,,0.000225,0.000158,0.00016419999999999998,0.000155775
Candidatus Tectomicrobia,,0.00015000000000000001,3e-05,2.48e-05,2.7125000000000002e-05
Deinococcus-Thermus,,0.0001,8.999999999999999e-05,7.3e-05,7.5075e-05
Candidatus Marinimicrobia,,0.000125,4.2000000000000004e-05,4.7999999999999994e-05,4.5225e-05
Fibrobacteres,,0.0001,1.2000000000000002e-05,1.28e-05,1.215e-05
Kiritimatiellaeota,,0.0001,0.000126,0.0001226,0.000129475
Candidatus Hydrogenedentes,,0.0001,2.75e-05,2.72e-05,2.8125000000000003e-05
Thermotogae,,0.0001,1.666666666666667e-05,1.5799999999999998e-05,1.4725e-05
Candidatus Gracilibacteria,,0.00015000000000000001,0.00015999999999999999,0.0001436,0.0001427
Synergistetes,,0.0001,2e-05,1.4399999999999998e-05,1.3724999999999998e-05
Candidatus Bathyarchaeota,,0.0001,6.000000000000001e-05,5.48e-05,5.3975e-05
candidate division Zixibacteria,,0.0001,6.200000000000002e-05,5.5599999999999996e-05,5.205e-05
Candidatus Berkelbacteria,,0.0001,,1.5e-06,1.85e-06
Candidatus Rokubacteria,,0.0001,4.4e-05,4.7199999999999995e-05,5.1450000000000004e-05
Candidatus Campbellbacteria,,0.0001,1e-05,1.3333333333333332e-06,1.8249999999999999e-06
Candidatus Lindowbacteria,,0.0001,1e-05,2.6e-06,2.6e-06
Candidatus Portnoybacteria,,0.0001,,2e-06,1.225e-06
Calditrichaeota,,0.00015000000000000001,0.000132,0.0001016,9.864999999999999e-05
Candidatus Cryosericota,,0.0001,,1.3999999999999997e-06,7.749999999999999e-07
Evosea,,0.0001,6.4e-05,5.86e-05,5.2550000000000003e-05
Preaxostyla,,0.0001,1e-05,1.12e-05,9.574999999999999e-06
Chlamydiae,,0.0002666666666666666,0.0001,9.38e-05,9.145e-05
Lentisphaerae,,0.00016666666666666666,9.8e-05,0.00010659999999999999,0.00010465
Fusobacteria,,0.0002,2.6000000000000002e-05,3.1599999999999996e-05,3.415e-05
Candidatus Aminicenantes,,0.00013333333333333334,6.6e-05,6.68e-05,6.125e-05
Microsporidia,,0.0001,3.9999999999999996e-05,3.5600000000000005e-05,3.395e-05
Elusimicrobia,,0.0001,3.6e-05,3.2999999999999996e-05,3.7449999999999995e-05
Thermodesulfobacteria,,0.0001,2.6000000000000002e-05,5.12e-05,5.1475e-05
Candidatus Parcubacteria,,0.0001,1.5000000000000002e-05,1.04e-05,1.1075e-05
Candidatus Aerophobetes,,0.0001,1e-05,9.2e-06,6.625e-06
Candidatus Fermentibacteria,,0.0001,1.3333333333333335e-05,7.2000000000000005e-06,8.7e-06
Candidatus Dadabacteria,,0.0001,4.4e-05,3.62e-05,3.565e-05
Zoopagomycota,,0.0001,4e-05,3.7199999999999996e-05,3.2624999999999993e-05
Candidatus Blackallbacteria,,0.0001,1.3333333333333335e-05,1.12e-05,1.095e-05
Tenericutes,,0.00015000000000000001,6.000000000000001e-05,5.08e-05,5.2325e-05
Candidatus Thermoplasmatota,,0.0002,3.6e-05,5.0600000000000003e-05,4.51e-05
Candidatus Omnitrophica,,0.0001,7.6e-05,5.72e-05,6.0475000000000006e-05
Atribacterota,,0.0001,1.25e-05,1e-05,8.175e-06
Candidatus Poribacteria,,0.0001,1.4000000000000001e-05,1.4400000000000001e-05,1.565e-05
candidate division CPR2,,0.0001,1e-05,4.2e-06,4.55e-06
Candidatus Woesearchaeota,,0.0001,2e-05,6.999999999999999e-06,8.4e-06
Candidatus Riflebacteria,,0.0001,1e-05,2.8e-06,3.7249999999999995e-06
Chytridiomycota,,0.00015000000000000001,0.000116,8.64e-05,9.6e-05
Candidatus Moranbacteria,,0.0002,1.5000000000000002e-05,1.1e-05,8.525e-06
Candidatus Korarchaeota,,0.0001,,2.4e-06,1.2499999999999999e-06
Candidatus Latescibacteria,,0.0001,3.75e-05,3.0199999999999995e-05,3.13e-05
candidate division WOR-3,,0.0001,1.6666666666666667e-05,1.64e-05,1.3725e-05
Candidatus Amesbacteria,,0.0001,,1e-06,7.5e-07
Candidatus Kaiserbacteria,,0.0001,1.8e-05,1.5199999999999998e-05,1.7325e-05
Candidatus Micrarchaeota,,0.0001,,1.7499999999999998e-06,1.1e-06
Apicomplexa,,,6.400000000000001e-05,6.02e-05,5.777500000000001e-05
Cryptomycota,,,1.7500000000000002e-05,1.1999999999999999e-05,1.095e-05
Candidatus Desantisbacteria,,,2e-05,2.4999999999999998e-06,1.8000000000000001e-06
Aquificae,,,2.8000000000000003e-05,2.3399999999999996e-05,2.205e-05
Candidatus Cloacimonetes,,,2.5000000000000005e-05,2e-05,1.9775000000000003e-05
Discosea,,,2e-05,1.26e-05,1.255e-05
Candidatus Woesebacteria,,,1.4000000000000001e-05,1.24e-05,1.4850000000000002e-05
Candidatus Giovannonibacteria,,,1.5000000000000002e-05,1.7999999999999997e-06,1.475e-06
Candidatus Schekmanbacteria,,,1.7500000000000002e-05,6.5999999999999995e-06,7.225e-06
Candidatus Heimdallarchaeota,,,1.5000000000000002e-05,9.6e-06,8.7e-06
Heterolobosea,,,1.2500000000000002e-05,9.8e-06,1.0475e-05
Foraminifera,,,1e-05,1.0399999999999999e-05,7.525e-06
Candidatus Sumerlaeota,,,1.666666666666667e-05,9.800000000000001e-06,1.015e-05
Chrysiogenetes,,,1.3333333333333335e-05,7.2000000000000005e-06,7.975e-06
Candidatus Aenigmarchaeota,,,1e-05,5.199999999999999e-06,5.4e-06
Candidatus Lokiarchaeota,,,1e-05,7.400000000000001e-06,8.125000000000001e-06
Candidatus Kapabacteria,,,1e-05,4.2e-06,4.6499999999999995e-06
Candidatus Thorarchaeota,,,1e-05,9.2e-06,8.949999999999999e-06
Imbricatea,,,1e-05,3.6000000000000003e-06,3.675e-06
Candidatus Daviesbacteria,,,1e-05,1.75e-06,1.55e-06
Candidatus Pacebacteria,,,1.8e-05,8.599999999999999e-06,1.3150000000000001e-05
Candidatus Magasanikbacteria,,,1e-05,4.600000000000001e-06,6.425e-06
Candidatus Eisenbacteria,,,1e-05,1.1999999999999999e-05,1.145e-05
Candidatus Margulisbacteria,,,1.5000000000000002e-05,7.8e-06,8.125000000000001e-06
Candidatus Buchananbacteria,,,1e-05,2e-06,1.4000000000000001e-06
Candidatus Zambryskibacteria,,,1e-05,2.6e-06,1.95e-06
Olpidiomycota,,,1e-05,3.0000000000000005e-06,2.525e-06
Endomyxa,,,3.3333333333333335e-05,1.52e-05,1.5275e-05
Candidatus Bipolaricaulota,,,1.25e-05,4.8e-06,5.125e-06
Candidatus Levybacteria,,,2e-05,1.6666666666666665e-06,1.775e-06
Candidatus Raymondbacteria,,,2e-05,3.8e-06,1.9e-06
Perkinsozoa,,,1.5000000000000002e-05,1.0599999999999998e-05,1.4375e-05
Parabasalia,,,1.5000000000000002e-05,5.2e-06,5.875e-06
Candidatus Absconditabacteria,,,1.3333333333333335e-05,5.199999999999999e-06,3.95e-06
candidate division NC10,,,1.7500000000000002e-05,8.8e-06,8.075e-06
Candidatus Roizmanbacteria,,,1e-05,4.4e-06,2.7249999999999997e-06
Candidatus Handelsmanbacteria,,,1e-05,3e-06,3.7499999999999997e-06
Candidatus Ryanbacteria,,,1e-05,2e-06,1e-06
Candidatus Terrybacteria,,,1e-05,1e-06,5.5e-07
Candidatus Verstraetearchaeota,,,1e-05,1.2499999999999999e-06,3.5e-07
Candidatus Marsarchaeota,,,1e-05,,1.3333333333333334e-07
Candidatus Goldbacteria,,,1e-05,1.5e-06,8.249999999999999e-07
Candidatus Aureabacteria,,,1e-05,4e-06,1.4e-06
Candidatus Muirbacteria,,,1e-05,1e-06,6.5e-07
Candidatus Uhrbacteria,,,2e-05,5.2e-06,5.275000000000001e-06
Crenarchaeota,,,1.3333333333333335e-05,6.4e-06,6.75e-06
Caldiserica,,,1e-05,2.333333333333333e-06,1.975e-06
candidate division WWE3,,,1e-05,3e-06,3e-06
Candidatus Falkowbacteria,,,1e-05,4.8e-06,4.575e-06
Candidatus Nomurabacteria,,,1e-05,3.8e-06,3.25e-06
Candidatus Yanofskybacteria,,,1e-05,2.25e-06,1.8249999999999999e-06
Candidatus Coatesbacteria,,,1e-05,3e-06,2.225e-06
Candidatus Lloydbacteria,,,1e-05,1e-06,1.525e-06
Candidatus Kryptonia,,,1e-05,2e-06,1.6000000000000001e-06
Candidatus Gottesmanbacteria,,,1.5000000000000002e-05,2.6666666666666664e-06,1.7499999999999998e-06
Blastocladiomycota,,,1e-05,7.000000000000001e-06,7.525e-06
Candidatus Hydrothermae,,,1e-05,1e-06,6e-07
Candidatus Wolfebacteria,,,1e-05,1.5e-06,1.675e-06
Candidatus Delongbacteria,,,1e-05,2.4000000000000003e-06,1.55e-06
Candidatus Doudnabacteria,,,1e-05,3e-06,1.775e-06
Candidatus Glassbacteria,,,1e-05,2.2e-06,2.575e-06
Candidatus Harrisonbacteria,,,1e-05,2e-06,1.6e-06
Fornicata,,,3e-05,5.4e-06,5.8e-06
Candidatus Wallbacteria,,,2e-05,1.6666666666666665e-06,1.475e-06
Cercozoa,,,1e-05,4.4e-06,4.175e-06
Candidatus Andersenbacteria,,,1e-05,1.4999999999999998e-06,8.75e-07
Candidatus Abyssubacteria,,,1e-05,6.4e-06,7.8e-06
Candidatus Mcinerneyibacteriota,,,,2e-06,1.3750000000000002e-06
Candidatus Firestonebacteria,,,,1.4999999999999998e-06,1.0749999999999999e-06
Candidatus Staskawiczbacteria,,,,1.7499999999999998e-06,5.5e-07
Candidatus Altiarchaeota,,,,2.8e-06,2.4e-06
Candidatus Abawacabacteria,,,,1.5e-06,4.2499999999999995e-07
Candidatus Fischerbacteria,,,,2.75e-06,1e-06
Candidatus Kerfeldbacteria,,,,1.7999999999999997e-06,1.575e-06
Candidatus Komeilibacteria,,,,1.2e-06,9.75e-07
Candidatus Nealsonbacteria,,,,1.4999999999999998e-06,1.1249999999999998e-06
candidate division LCP-89,,,,2.2500000000000005e-06,1.9749999999999997e-06
Dictyoglomi,,,,1e-06,1e-06
Picozoa,,,,1.2e-06,4e-07
Candidatus Adlerbacteria,,,,1e-06,6.499999999999999e-07
Candidatus Azambacteria,,,,1e-06,5.5e-07
Candidatus Fraserbacteria,,,,1e-06,4.75e-07
Candidatus Liptonbacteria,,,,1e-06,4e-07
Candidatus Spechtbacteria,,,,1e-06,3e-07
Candidatus Sungbacteria,,,,1.6666666666666665e-06,8.249999999999999e-07
Candidatus Vogelbacteria,,,,1e-06,9.5e-07
Candidatus Wildermuthbacteria,,,,1e-06,7e-07
Candidatus Odinarchaeota,,,,1e-06,3e-07
Coprothermobacterota,,,,1e-06,5.75e-07
Candidatus Taylorbacteria,,,,3.2499999999999994e-06,1.75e-06
Abditibacteriota,,,,2e-06,2.05e-06
candidate division CPR1,,,,1.5e-06,3.2499999999999996e-07
Candidatus Microgenomates,,,,1e-06,4.25e-07
Candidatus Yonathbacteria,,,,1e-06,8.249999999999999e-07
Candidatus Kuenenbacteria,,,,2e-06,6.249999999999999e-07
Candidatus Tagabacteria,,,,1.5e-06,4e-07
Candidatus Wirthbacteria,,,,2e-06,6.249999999999999e-07
candidate division CPR3,,,,1e-06,2.25e-07
Candidatus Curtissbacteria,,,,1e-06,5.5e-07
Candidatus Jorgensenbacteria,,,,1.6666666666666665e-06,7.75e-07
Candidatus Edwardsbacteria,,,,1e-06,2.5e-07
Candidatus Woykebacteria,,,,1.6666666666666665e-06,8e-07
Nanoarchaeota,,,,3e-06,7.749999999999999e-07
Candidatus Diapherotrites,,,,1e-06,5.75e-07
Candidatus Beckwithbacteria,,,,1e-06,5.5e-07
Candidatus Cerribacteria,,,,1e-06,1e-07
Candidatus Colwellbacteria,,,,2e-06,6.25e-07
Candidatus Collierbacteria,,,,1e-06,2.75e-07
Candidatus Niyogibacteria,,,,1e-06,4e-07
Candidatus Shapirobacteria,,,,,7.25e-07
Candidatus Eremiobacteraeota,,,,,3e-07
Candidatus Nanohaloarchaeota,,,,,4.25e-07
Candidatus Chisholmbacteria,,,,,2.5e-07
Candidatus Gribaldobacteria,,,,,1.75e-07
Candidatus Parvarchaeota,,,,,1.25e-07
candidate division KD3-62,,,,,1e-07
Candidatus Blackburnbacteria,,,,,1e-07
Candidatus Geothermarchaeota,,,,,1e-07
Candidatus Nezhaarchaeota,,,,,1e-07
Candidatus Huberarchaea,,,,,1e-07
