,genus,read count,relative error,type
137,Symbiodinium,1000,0.4,Kaiju
140,Sphingomonas,1000,0.4330127018922193,Kaiju
149,Cellulophaga,1000,0.4714045207910317,Kaiju
178,Rubricoccus,1000,0.4330127018922193,Kaiju
187,Luminiphilus,1000,0.4714045207910317,Kaiju
5127,Pseudoalteromonas,10000,0.0545849074135602,Kaiju
5128,Oleispira,10000,0.0567559878465274,Kaiju
5129,Sulfitobacter,10000,0.0981306762925316,Kaiju
5130,Psychrosphaera,10000,0.1416291325050149,Kaiju
5131,Polaribacter,10000,0.1017204894955122,Kaiju
5132,Glaciecola,10000,0.1411427686639521,Kaiju
5133,Alteromonas,10000,0.0936436471580492,Kaiju
5134,Colwellia,10000,0.2548631594808395,Kaiju
5135,Dokdonia,10000,0.0977536962163934,Kaiju
5136,Shewanella,10000,0.1044017363481893,Kaiju
5137,Psychrobacter,10000,0.1460577029567191,Kaiju
5138,Vibrio,10000,0.1884222879063982,Kaiju
5139,Lewinella,10000,0.1748943122370916,Kaiju
5140,Candidatus Pelagibacter,10000,0.0237687507538089,Kaiju
5141,Lentibacter,10000,0.1078065027718624,Kaiju
5142,Erythrobacter,10000,0.154711021346174,Kaiju
5143,Thalassiosira,10000,0.1305229320967653,Kaiju
5144,Oceanobacter,10000,0.1797259639832987,Kaiju
5145,Pseudomonas,10000,0.4006434655235795,Kaiju
5146,Synechococcus,10000,0.5275944268966493,Kaiju
5147,Chaetoceros,10000,0.2759925270727452,Kaiju
5148,Salegentibacter,10000,0.1818181818181817,Kaiju
5149,Algoriphagus,10000,0.4069376986693302,Kaiju
5150,Maribacter,10000,0.2070307244784319,Kaiju
5151,Lutibacter,10000,0.4212708580028639,Kaiju
5152,Nonlabens,10000,0.0874025357721009,Kaiju
5153,Aquiluna,10000,0.3276022471278735,Kaiju
5154,Bermanella,10000,0.2053642974064068,Kaiju
5155,Marivita,10000,0.3692744729379981,Kaiju
5156,Halioglobus,10000,0.4040610178208844,Kaiju
5157,Planktomarina,10000,0.1103263915676689,Kaiju
5158,Aliiglaciecola,10000,0.2885249003225534,Kaiju
5159,Paraglaciecola,10000,0.2599599178834875,Kaiju
5160,Flavobacterium,10000,0.1927787033679348,Kaiju
5162,Methylobacterium,10000,0.4330127018922193,Kaiju
5163,Acinetobacter,10000,0.373784196356531,Kaiju
5165,Oceanospirillum,10000,0.6928203230275509,Kaiju
5167,Desulfosarcina,10000,0.3688555567816587,Kaiju
5169,Skeletonema,10000,0.4,Kaiju
5170,Nitzschia,10000,0.1995493537908302,Kaiju
5171,Chlorella,10000,0.2309401076758502,Kaiju
5172,Variovorax,10000,0.3849001794597504,Kaiju
5174,Micromonas,10000,0.2706562614012087,Kaiju
5178,Octadecabacter,10000,0.6782329983125268,Kaiju
5180,Haslea,10000,0.1751615515548649,Kaiju
5183,Tenacibaculum,10000,0.1307392317939922,Kaiju
5186,Limnobacter,10000,0.6123724356957945,Kaiju
5187,Gemmatimonas,10000,0.4330127018922193,Kaiju
5188,Leisingera,10000,0.4082482904638629,Kaiju
5189,Kordia,10000,0.3535533905932737,Kaiju
5190,Reinekea,10000,0.2833047711233618,Kaiju
5191,Gillisia,10000,0.2222222222222221,Kaiju
5193,Rhodopirellula,10000,0.5471012044321931,Kaiju
5194,Hoeflea,10000,0.3481553119113956,Kaiju
5196,Bizionia,10000,0.4750730937913074,Kaiju
5197,Thioclava,10000,0.4330127018922193,Kaiju
5198,Lacinutrix,10000,0.3726779962499649,Kaiju
5199,Tateyamaria,10000,0.5144592961031406,Kaiju
5201,Fluviicola,10000,0.2395787118749774,Kaiju
5202,Olleya,10000,0.4507922033332113,Kaiju
5203,Marixanthomonas,10000,0.4714045207910316,Kaiju
5206,Simiduia,10000,0.2828427124746189,Kaiju
5208,Haloferula,10000,0.5592469952052407,Kaiju
5209,Litoreibacter,10000,0.7468943965979538,Kaiju
5210,Gomphoneis,10000,0.4714045207910316,Kaiju
5212,Planktotalea,10000,0.634323942402717,Kaiju
5213,Sphingomicrobium,10000,0.2828427124746189,Kaiju
5215,Euzebyella,10000,0.4714045207910316,Kaiju
5216,Rubrivirga,10000,0.5134898976610932,Kaiju
5217,Sinomicrobium,10000,0.4,Kaiju
5218,Thalassotalea,10000,0.2916610405434508,Kaiju
5219,Seonamhaeicola,10000,0.4082482904638631,Kaiju
5222,Paraburkholderia,10000,0.5471012044321931,Kaiju
5223,Qipengyuania,10000,0.1802424296841201,Kaiju
5228,Cognatishimia,10000,0.3849001794597504,Kaiju
5229,Cognatiyoonia,10000,0.4714045207910316,Kaiju
5231,Yoonia,10000,0.3690114568982631,Kaiju
5235,Ningiella,10000,0.3446761565477976,Kaiju
5237,Pontixanthobacter,10000,0.4629100498862756,Kaiju
5238,Novipirellula,10000,0.4330127018922193,Kaiju
5239,Aurantiacibacter,10000,0.4579853348016987,Kaiju
5240,Tsuneonella,10000,0.4999999999999999,Kaiju
5242,Acidiluteibacter,10000,0.3784847271756606,Kaiju
5243,Antarcticimicrobium,10000,0.4330127018922193,Kaiju
5246,Viruses,10000,0.1777006835137606,Kaiju
5247,Streptomyces,10000,0.5590169943749475,Kaiju
5248,Winogradskyella,10000,0.1360827634879543,Kaiju
5249,Candidatus Puniceispirillum,10000,0.3141687461885185,Kaiju
5250,Pseudo-nitzschia,10000,0.7382294351771254,Kaiju
5251,Ruegeria,10000,0.373784196356531,Kaiju
5252,Loktanella,10000,0.1563471919941143,Kaiju
5253,Aestuariibacter,10000,0.989743318610787,Kaiju
5254,Fistulifera,10000,0.2681217579310839,Kaiju
5255,Paraperlucidibaca,10000,0.267876617518156,Kaiju
5256,Bernardetia,10000,0.5590169943749473,Kaiju
5257,Hyphomonas,10000,0.8526668847366657,Kaiju
5261,Teredinibacter,10000,0.9521904571390466,Kaiju
5262,Roseobacter,10000,0.1242259987499883,Kaiju
5263,Phaeodactylum,10000,0.4568853764411656,Kaiju
5267,Sphingomonas,10000,0.4648111258522641,Kaiju
5268,Rhodoferax,10000,0.4648111258522642,Kaiju
5270,Marinobacterium,10000,0.2828427124746189,Kaiju
5272,Rheinheimera,10000,0.4475624814681163,Kaiju
5273,Ostreococcus,10000,0.3446761565477977,Kaiju
5275,Hymenobacter,10000,0.3803000120609434,Kaiju
5276,Cellulophaga,10000,0.7071067811865476,Kaiju
5277,Aequorivita,10000,0.5868455973269637,Kaiju
5282,Blastopirellula,10000,0.6388765649999399,Kaiju
5283,Curvibacter,10000,0.4330127018922193,Kaiju
5284,Leeuwenhoekiella,10000,0.3090082702956526,Kaiju
5285,Salinimonas,10000,0.4082482904638629,Kaiju
5286,Aquimarina,10000,0.3364055948997213,Kaiju
5287,Roseivirga,10000,0.5832981110808886,Kaiju
5289,Gaetbulibacter,10000,0.2357022603955158,Kaiju
5290,Pseudoruegeria,10000,0.4714045207910316,Kaiju
5291,Sedimenticola,10000,0.7243558228002943,Kaiju
5293,Donghicola,10000,0.4330127018922193,Kaiju
5296,Lentimonas,10000,0.4714045207910316,Kaiju
5297,Eudoraea,10000,0.4330127018922193,Kaiju
5298,Seohaeicola,10000,0.3849001794597504,Kaiju
5299,Thalassobaculum,10000,0.4330127018922193,Kaiju
5300,Psammoneis,10000,0.3849001794597504,Kaiju
5302,Spongiibacter,10000,0.8660254037844386,Kaiju
5303,Aliagarivorans,10000,0.4714045207910316,Kaiju
5304,Arenicella,10000,0.3510981290092154,Kaiju
5305,Rubricoccus,10000,0.6774838558962124,Kaiju
5309,Mangrovimonas,10000,0.4999999999999999,Kaiju
5310,Portibacter,10000,0.3423265984407288,Kaiju
5312,Halamphora,10000,0.2222222222222221,Kaiju
5314,Luminiphilus,10000,0.7319250547113999,Kaiju
5315,Draconibacterium,10000,0.4999999999999999,Kaiju
5316,Methyloceanibacter,10000,0.373784196356531,Kaiju
5318,Rubinisphaera,10000,0.3849001794597504,Kaiju
5319,Marinirhabdus,10000,0.7071067811865475,Kaiju
5320,Marimonas,10000,0.7071067811865475,Kaiju
5321,Saonia,10000,0.4714045207910316,Kaiju
5323,Arcticibacterium,10000,0.8413197549333736,Kaiju
5324,Maribellus,10000,0.3912303982179758,Kaiju
5326,Aurantibacter,10000,0.5493480360811602,Kaiju
5328,Aequoribacter,10000,0.2833047711233618,Kaiju
5331,Bradyrhizobium,10000,0.6085806194501845,Kaiju
5332,Desulfuromonas,10000,0.4948716593053935,Kaiju
5333,Nitrosomonas,10000,1.0,Kaiju
5334,Marinobacter,10000,0.2833047711233618,Kaiju
5337,Geobacter,10000,0.5471012044321931,Kaiju
5339,Bathycoccus,10000,0.5684445898244439,Kaiju
5342,Paenibacillus,10000,0.3423265984407288,Kaiju
5343,Psychroserpens,10000,0.6085806194501845,Kaiju
5345,Pedobacter,10000,0.6236095644623236,Kaiju
5346,Muricauda,10000,0.4242640687119285,Kaiju
5347,Bacteriovorax,10000,0.4330127018922193,Kaiju
5348,Roseibium,10000,0.7071067811865475,Kaiju
5349,Reichenbachiella,10000,0.4330127018922193,Kaiju
5350,Hahella,10000,0.2857142857142857,Kaiju
5351,Sphingopyxis,10000,0.6986885432532675,Kaiju
5353,Fragilariopsis,10000,0.4948716593053934,Kaiju
5354,Thalassolituus,10000,0.53138417929546,Kaiju
5355,Jannaschia,10000,0.3118047822311618,Kaiju
5356,Pleurosigma,10000,0.5832981110808886,Kaiju
5358,Formosa,10000,0.6098953339214036,Kaiju
5359,Pseudorhodobacter,10000,0.3353457132644524,Kaiju
5360,Crocinitomix,10000,0.4330127018922193,Kaiju
5361,Salipiger,10000,0.3849001794597504,Kaiju
5363,Yeosuana,10000,0.5471012044321931,Kaiju
5365,Altererythrobacter,10000,0.4074501503251655,Kaiju
5368,Tamlana,10000,0.5254846546645948,Kaiju
5369,Fulvivirga,10000,0.8526668847366657,Kaiju
5370,Granulosicoccus,10000,0.4714045207910316,Kaiju
5371,Ekhidna,10000,0.4714045207910316,Kaiju
5373,Ilumatobacter,10000,0.2595073127459418,Kaiju
5374,Marivirga,10000,0.8485281374238571,Kaiju
5377,Candidatus Endolissoclinum,10000,0.4330127018922193,Kaiju
5379,Pseudomaricurvus,10000,0.4648111258522642,Kaiju
5380,Rubripirellula,10000,0.1818181818181817,Kaiju
5381,Thiogranum,10000,0.4714045207910316,Kaiju
5382,Boseongicola,10000,0.4249182927993987,Kaiju
5387,Ketobacter,10000,0.3912303982179758,Kaiju
5389,Stieleria,10000,0.5270462766947299,Kaiju
5391,Falsihalocynthiibacter,10000,0.4714045207910316,Kaiju
5393,Pseudohalioglobus,10000,0.2988071523335984,Kaiju
5398,Paracoccus,10000,0.4648111258522642,Kaiju
5399,Rhizobium,10000,0.4648111258522642,Kaiju
5403,Nocardioides,10000,0.4750730937913075,Kaiju
5406,Cycloclasticus,10000,0.4714045207910316,Kaiju
5408,Leptolyngbya,10000,0.408248290463863,Kaiju
5409,Hydrogenophaga,10000,0.5400617248673216,Kaiju
5410,Navicula,10000,0.52322111060097,Kaiju
5412,Chitinophaga,10000,0.3849001794597504,Kaiju
5413,Dyadobacter,10000,0.4330127018922193,Kaiju
5415,Thalassomonas,10000,0.7659416862050705,Kaiju
5419,Algibacter,10000,0.286704632828388,Kaiju
5420,Psammodictyon,10000,0.3464101615137754,Kaiju
5422,Phaeobacter,10000,0.6123724356957945,Kaiju
5424,Nitrosopumilus,10000,0.3423265984407288,Kaiju
5426,Bowmanella,10000,0.6666666666666666,Kaiju
5428,Mucilaginibacter,10000,0.7243558228002942,Kaiju
5432,Shimia,10000,0.6011057519272294,Kaiju
5433,Limnohabitans,10000,0.3535533905932737,Kaiju
5436,Woeseia,10000,0.3912303982179758,Kaiju
5438,Xanthomarina,10000,0.4330127018922193,Kaiju
5440,Pseudobizionia,10000,0.2474358296526966,Kaiju
5442,Parerythrobacter,10000,0.6210273191490665,Kaiju
5447,Roseovarius,10000,0.2041241452319315,Kaiju
5448,Coraliomargarita,10000,0.4211123842140104,Kaiju
5449,Celeribacter,10000,0.4714045207910316,Kaiju
5450,Candidatus Megaira,10000,0.1176877882894626,Kaiju
5451,Parahaliea,10000,0.504608392349582,Kaiju
5452,Motilimonas,10000,0.2484519974999767,Kaiju
5453,Allopontixanthobacter,10000,0.6771096725424317,Kaiju
5455,Methylomonas,10000,0.7071067811865475,Kaiju
5457,Flexibacter,10000,0.4074501503251656,Kaiju
5458,Streptococcus,10000,0.4,Kaiju
5463,Burkholderia,10000,0.5471012044321931,Kaiju
5468,Alishewanella,10000,0.4714045207910316,Kaiju
5472,Seminavis,10000,0.5163977794943222,Kaiju
5473,Rubritalea,10000,0.3637652289278589,Kaiju
5475,Lutimonas,10000,0.5926547641093317,Kaiju
5476,Sunxiuqinia,10000,0.4714045207910316,Kaiju
5479,Ascidiaceihabitans,10000,0.2484519974999766,Kaiju
5480,Gimesia,10000,0.5,Kaiju
5481,Wenzhouxiangella,10000,0.5832981110808886,Kaiju
5482,Pseudohalocynthiibacter,10000,0.2828427124746189,Kaiju
5485,Schizostauron,10000,0.4999999999999999,Kaiju
5488,Oceaniglobus,10000,0.4330127018922193,Kaiju
5491,Patiriisocius,10000,0.5471012044321931,Kaiju
5493,Oleiphilus,10000,0.4824734316466535,Kaiju
5494,Marinomonas,10000,0.2635231383473649,Kaiju
5495,Psychromonas,10000,0.4259177099999599,Kaiju
5496,Gramella,10000,0.4507922033332113,Kaiju
5497,Halomonas,10000,0.2484519974999767,Kaiju
5498,Novosphingobium,10000,0.4579853348016987,Kaiju
5499,Lysobacter,10000,0.8660254037844386,Kaiju
5500,Desulfobacterium,10000,0.4330127018922193,Kaiju
5501,Haliea,10000,0.6319062870042957,Kaiju
5502,Hanstruepera,10000,0.3440104580768908,Kaiju
5503,Marinagarivorans,10000,0.857142857142857,Kaiju
5504,Seongchinamella,10000,0.5590169943749475,Kaiju
5505,Cellvibrio,10000,0.2309401076758502,Kaiju
5506,Cylindrotheca,10000,0.4212708580028639,Kaiju
5507,Chryseobacterium,10000,0.57282196186948,Kaiju
5508,Stappia,10000,0.6928203230275509,Kaiju
5509,Enterovibrio,10000,0.6666666666666665,Kaiju
5510,Sulfurovum,10000,0.6666666666666665,Kaiju
5511,Pontibacter,10000,0.2165063509461096,Kaiju
5512,Thalassobius,10000,0.2165063509461096,Kaiju
5513,Zunongwangia,10000,0.7071067811865475,Kaiju
5514,Desulfopila,10000,0.6666666666666665,Kaiju
5515,Candidatus Thioglobus,10000,0.6928203230275509,Kaiju
5516,Oleibacter,10000,0.3333333333333333,Kaiju
5517,Marinicella,10000,0.4255231590028169,Kaiju
5518,Hyunsoonleella,10000,0.2165063509461096,Kaiju
5519,Tabrizicola,10000,0.57282196186948,Kaiju
5520,Tritonibacter,10000,0.7071067811865475,Kaiju
5521,Crateriforma,10000,0.408248290463863,Kaiju
5522,Halopseudomonas,10000,0.2222222222222221,Kaiju
5523,Spirosoma,10000,0.7200822998230955,Kaiju
5524,Photobacterium,10000,0.3535533905932737,Kaiju
5525,Bacteroides,10000,0.4082482904638629,Kaiju
5526,Thiothrix,10000,0.4648111258522641,Kaiju
5527,Rhodobacter,10000,0.5592469952052408,Kaiju
5528,Nostoc,10000,0.3464101615137754,Kaiju
5529,Rhodococcus,10000,0.2857142857142857,Kaiju
5531,Euplotes,10000,0.4714045207910316,Kaiju
5532,Rubrivivax,10000,0.4330127018922193,Kaiju
5534,Polaromonas,10000,0.3912303982179758,Kaiju
5535,Guillardia,10000,0.3464101615137754,Kaiju
5536,Eutreptiella,10000,0.4330127018922193,Kaiju
5538,Neptunomonas,10000,0.3535533905932737,Kaiju
5539,Monosiga,10000,0.4714045207910316,Kaiju
5540,Pseudoxanthomonas,10000,0.4330127018922193,Kaiju
5542,Candidatus Entotheonella,10000,0.4714045207910316,Kaiju
5543,Roseivivax,10000,0.2857142857142857,Kaiju
5546,Ahrensia,10000,0.3535533905932737,Kaiju
5547,Arenibacter,10000,0.2988071523335984,Kaiju
5548,Gemmobacter,10000,0.2474358296526966,Kaiju
5549,Fulvimarina,10000,0.4714045207910316,Kaiju
5550,Alkanindiges,10000,0.3849001794597504,Kaiju
5552,Ulvibacter,10000,0.5926547641093316,Kaiju
5553,Picochlorum,10000,0.4714045207910316,Kaiju
5554,Kordiimonas,10000,0.3464101615137754,Kaiju
5555,Flaviramulus,10000,0.4330127018922193,Kaiju
5557,Robiginitomaculum,10000,0.3849001794597504,Kaiju
5558,Lutimaribacter,10000,0.4714045207910316,Kaiju
5559,Aliivibrio,10000,0.4714045207910316,Kaiju
5560,Roseibacillus,10000,0.4714045207910316,Kaiju
5561,Tropicimonas,10000,0.4714045207910316,Kaiju
5562,Marinoscillum,10000,0.3912303982179758,Kaiju
5563,Oceanicoccus,10000,0.2857142857142857,Kaiju
5565,Croceicoccus,10000,0.5471012044321931,Kaiju
5566,Aestuariibaculum,10000,0.4,Kaiju
5567,Sphingorhabdus,10000,0.4330127018922193,Kaiju
5568,Arenitalea,10000,0.4714045207910316,Kaiju
5569,Neorhizobium,10000,0.4714045207910316,Kaiju
5570,Phaeodactylibacter,10000,0.4330127018922193,Kaiju
5572,Pararhizobium,10000,0.4714045207910316,Kaiju
5573,Saccharicrinis,10000,0.4714045207910316,Kaiju
5574,Aliiroseovarius,10000,0.4999999999999999,Kaiju
5575,Lacimicrobium,10000,0.3849001794597504,Kaiju
5577,Changchengzhania,10000,0.4,Kaiju
5578,Vicingus,10000,0.4714045207910316,Kaiju
5579,Planctobacterium,10000,0.4,Kaiju
5580,Flavimaricola,10000,0.4714045207910316,Kaiju
5583,Aureliella,10000,0.4330127018922193,Kaiju
5585,Croceimicrobium,10000,0.4330127018922193,Kaiju
5586,Kangsaoukella,10000,0.4714045207910316,Kaiju
5587,Paenihalocynthiibacter,10000,0.4714045207910316,Kaiju
5588,Pontimicrobium,10000,0.3912303982179758,Kaiju
5591,Runella,10000,0.4,Kaiju
5592,Azospirillum,10000,0.8571428571428571,Kaiju
5595,Comamonas,10000,0.3423265984407288,Kaiju
5600,Legionella,10000,0.8571428571428571,Kaiju
5603,Escherichia,10000,0.4,Kaiju
5611,Herbaspirillum,10000,0.4330127018922193,Kaiju
5617,Porphyrobacter,10000,0.5471012044321931,Kaiju
5620,Clostridium,10000,0.3912303982179758,Kaiju
5625,Emiliania,10000,0.4330127018922193,Kaiju
5630,Acidovorax,10000,0.3423265984407288,Kaiju
5631,Magnetospirillum,10000,0.4714045207910316,Kaiju
5634,Sphingobacterium,10000,1.2196734422726123,Kaiju
5637,Microbacterium,10000,0.3912303982179758,Kaiju
5641,Sorangium,10000,0.4714045207910316,Kaiju
5642,Pycnococcus,10000,0.4330127018922193,Kaiju
5647,Leucothrix,10000,0.6546536707079772,Kaiju
5648,Microbulbifer,10000,0.7243558228002943,Kaiju
5650,Gelidibacter,10000,0.7742672638813858,Kaiju
5656,Moritella,10000,0.3849001794597504,Kaiju
5657,Sagittula,10000,0.4330127018922193,Kaiju
5658,Nevskia,10000,0.4714045207910316,Kaiju
5660,Mesorhizobium,10000,0.5270462766947299,Kaiju
5661,Cyclobacterium,10000,0.4330127018922193,Kaiju
5664,Myroides,10000,0.4714045207910316,Kaiju
5692,Eunotia,10000,0.8660254037844386,Kaiju
5699,Robiginitalea,10000,0.4,Kaiju
5702,Adhaeribacter,10000,0.4,Kaiju
5704,Endozoicomonas,10000,0.4,Kaiju
5712,Galbibacter,10000,0.4330127018922193,Kaiju
5713,Discostella,10000,0.4714045207910316,Kaiju
5716,Maritimibacter,10000,0.4330127018922193,Kaiju
5717,Solimonas,10000,0.4714045207910316,Kaiju
5724,Joostella,10000,0.4330127018922193,Kaiju
5727,Eunotogramma,10000,0.4330127018922193,Kaiju
5728,Luteolibacter,10000,0.6666666666666667,Kaiju
5732,Hellea,10000,0.4714045207910316,Kaiju
5736,Cohaesibacter,10000,0.4330127018922193,Kaiju
5738,Perlucidibaca,10000,0.4330127018922193,Kaiju
5741,Umboniibacter,10000,0.4,Kaiju
5744,Muriicola,10000,0.7071067811865475,Kaiju
5746,Tryblionella,10000,0.6666666666666665,Kaiju
5752,Litorimonas,10000,0.3726779962499649,Kaiju
5755,Flavivirga,10000,0.4,Kaiju
5759,Thiohalobacter,10000,0.4714045207910316,Kaiju
5763,Actibacterium,10000,0.4,Kaiju
5764,Aureivirga,10000,0.4330127018922193,Kaiju
5767,Mameliella,10000,0.4714045207910316,Kaiju
5771,Pseudohongiella,10000,0.5590169943749473,Kaiju
5772,Sedimentitalea,10000,0.5471012044321931,Kaiju
5776,Sabulilitoribacter,10000,0.3726779962499649,Kaiju
5782,Aestuariicella,10000,0.4330127018922193,Kaiju
5785,Aureisphaera,10000,0.838525491562421,Kaiju
5791,Motiliproteus,10000,0.5,Kaiju
5819,Lichenibacterium,10000,0.4714045207910316,Kaiju
5820,Candidatus Bandiella,10000,0.4074501503251656,Kaiju
5822,Flavilitoribacter,10000,0.3912303982179758,Kaiju
5830,Alteriqipengyuania,10000,0.3726779962499649,Kaiju
5836,Pikeienuella,10000,0.4714045207910316,Kaiju
5837,Taishania,10000,0.4330127018922193,Kaiju
5841,Oceaniferula,10000,0.6085806194501846,Kaiju
5849,Sphingobium,10000,1.0101525445522106,Kaiju
5850,Amphritea,10000,0.7659416862050705,Kaiju
5851,Pseudooctadecabacter,10000,0.3333333333333333,Kaiju
5853,Brachyspira,10000,0.5,Kaiju
5854,Alcanivorax,10000,0.4,Kaiju
5855,Nanofrustulum,10000,0.4082482904638629,Kaiju
5856,Rhodoluna,10000,0.5,Kaiju
5857,Zhongshania,10000,0.2474358296526966,Kaiju
5858,Hyphobacterium,10000,0.6928203230275509,Kaiju
5859,Klebsiella,10000,0.4714045207910316,Kaiju
5862,Prosthecobacter,10000,0.4714045207910316,Kaiju
5863,Psychroflexus,10000,0.2857142857142857,Kaiju
5864,Zobellia,10000,0.3464101615137754,Kaiju
5865,Massilia,10000,0.4714045207910316,Kaiju
5866,Brumimicrobium,10000,0.3849001794597504,Kaiju
5867,Dyella,10000,0.4082482904638629,Kaiju
5868,Saccharospirillum,10000,0.4,Kaiju
5870,Roseicyclus,10000,0.3849001794597504,Kaiju
5874,Tahibacter,10000,0.4714045207910316,Kaiju
5875,Aquirhabdus,10000,0.5163977794943222,Kaiju
5880,Hyphomicrobium,10000,0.6928203230275509,Kaiju
5886,Francisella,10000,0.4330127018922193,Kaiju
5898,Nitrospira,10000,0.4714045207910316,Kaiju
5900,Corynebacterium,10000,0.4330127018922193,Kaiju
5903,Bacillaria,10000,0.5471012044321931,Kaiju
5913,Methylophaga,10000,0.9428090415820632,Kaiju
5915,Desulforhopalus,10000,0.7071067811865475,Kaiju
5917,Polynucleobacter,10000,0.4714045207910316,Kaiju
5923,Geitlerinema,10000,0.4330127018922193,Kaiju
5934,Thioalkalivibrio,10000,0.4330127018922193,Kaiju
5946,Ramlibacter,10000,0.4330127018922193,Kaiju
5954,Kangiella,10000,0.4,Kaiju
5960,Emticicia,10000,0.4,Kaiju
5967,Thalassococcus,10000,0.4330127018922193,Kaiju
5971,Mariniflexile,10000,0.4330127018922193,Kaiju
5973,Salinimicrobium,10000,0.4330127018922193,Kaiju
5982,Jejuia,10000,0.4714045207910316,Kaiju
5989,Pacificibacter,10000,0.3464101615137754,Kaiju
6000,Hasllibacter,10000,0.4714045207910316,Kaiju
6009,Bacterioplanes,10000,0.4,Kaiju
6011,Pararhodospirillum,10000,0.4714045207910316,Kaiju
6015,Arcticiflavibacter,10000,0.7071067811865475,Kaiju
6035,Agaribacterium,10000,0.4714045207910316,Kaiju
6039,Mangrovicoccus,10000,0.4714045207910316,Kaiju
6051,Algibacillus,10000,0.3849001794597504,Kaiju
6055,Wocania,10000,0.4714045207910316,Kaiju
6057,Cognaticolwellia,10000,1.0,Kaiju
6058,Falsiruegeria,10000,0.6928203230275509,Kaiju
6060,Sediminihaliea,10000,0.4714045207910316,Kaiju
6064,Kineobactrum,10000,0.3333333333333333,Kaiju
6065,Desulfonema,10000,0.2474358296526966,Kaiju
6066,Rickettsia,10000,0.4999999999999999,Kaiju
6068,Coccomyxa,10000,0.4714045207910316,Kaiju
6069,Cupriavidus,10000,0.4714045207910316,Kaiju
6070,Ottowia,10000,0.4714045207910316,Kaiju
6073,Piscinibacter,10000,0.4330127018922193,Kaiju
6075,Pseudohaliea,10000,0.4714045207910316,Kaiju
6079,Altericroceibacterium,10000,0.4330127018922193,Kaiju
6080,Methylophilus,10000,0.4714045207910316,Kaiju
6119,Thiohalocapsa,10000,0.4330127018922193,Kaiju
6163,Climaconeis,10000,0.4330127018922193,Kaiju
