,FeatureID,SampleID,Count,Kingdom,Phylum,Class,Order,Family,Genus,Species,Method,core
43,3765b826539d8f147379928581ca7087,OL-PAMA-1a,464.0,Eukaryota,Chlorophyta,Trebouxiophyceae,Incertae_Sedis,Incertae_Sedis,Choricystis,Unassigned,PAMA,1a
44,414c99554a941066d065cd663f0e9899,OL-PAMA-1a,465.0,Eukaryota,Chlorophyta,Prasinophytae,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
45,e03c70bbdb363a3e208041615e80d1c8,OL-PAMA-1a,407.0,Eukaryota,Cercozoa,Novel_Clade_2,Novel_Clade_2,Novel_Clade_2,Novel_Clade_2,Unassigned,PAMA,1a
46,93675cc5e9b2fdee60396c659eff9017,OL-PAMA-1a,65.0,Eukaryota,Centrohelida,Centrohelida,Centrohelida,Unassigned,Unassigned,Unassigned,PAMA,1a
47,6a7976a8bcb1406d5c87bf38f26d20ff,OL-PAMA-1a,200.0,Eukaryota,Ochrophyta,Chrysophyceae,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
48,a7a79061c1d9accc96f23ba3814cdcdb,OL-PAMA-1a,292.0,Eukaryota,Cryptophyceae,Cryptophyceae,Cryptomonadales,Cryptomonadales,Cryptomonas,Unassigned,PAMA,1a
49,8d20975e703871eb6dab4a790cafc879,OL-PAMA-1a,48.0,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellales,Unassigned,Unassigned,PAMA,1a
50,6f317dbc812b8ce06aebf4f6eacf76a4,OL-PAMA-1a,288.0,Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Unassigned,Unassigned,PAMA,1a
51,1a03660cf516ecc09f3b870ef3ae0331,OL-PAMA-1a,497.0,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
52,43e236c2fb8d40d2fe8fb1865e6abb4c,OL-PAMA-1a,98.0,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
53,0c8c3f2107320d3315d503155a807900,OL-PAMA-1a,167.0,Eukaryota,Ochrophyta,Chrysophyceae,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
54,95a5dc25571c3ac119118700efe0b82c,OL-PAMA-1a,496.0,Eukaryota,Ochrophyta,Chrysophyceae,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
55,5105e24911d22104b2bb17802b030af3,OL-PAMA-1a,36.0,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Prostomatea,Cryptocaryon,Unassigned,PAMA,1a
56,778e9e260a455d122ba19737e409f980,OL-PAMA-1a,302.0,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
57,23041d27324fed40b2c718bc10070c5a,OL-PAMA-1a,251.0,Eukaryota,Bicosoecida,Bicosoecida,Bicosoecida,Bicosoecida,Bicosoeca,Unassigned,PAMA,1a
58,79c7433d6038c61456340f8bd6a6cec0,OL-PAMA-1a,341.0,Eukaryota,Cryptophyceae,Cryptophyceae,Cryptomonadales,Cryptomonadales,Unassigned,Unassigned,PAMA,1a
59,f2a3904a67043abf2339a7b862647e7f,OL-PAMA-1a,185.0,Eukaryota,Ochrophyta,Chrysophyceae,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
60,0bb3d5cdcad009e7d1f19436e49197d0,OL-PAMA-1a,179.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
61,f6c8f0937135f5780b7e10ae4028797a,OL-PAMA-1a,4.0,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Prostomatea,Cryptocaryon,Unassigned,PAMA,1a
62,caa7d1ff501152513abd2bca3f83ee3b,OL-PAMA-1a,63.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
63,d36e1f0b7cb75c5bdc853612cfe579ce,OL-PAMA-1a,235.0,Eukaryota,Bicosoecida,Bicosoecida,Bicosoecida,Bicosoecida,Bicosoeca,Unassigned,PAMA,1a
64,dae3f0c4535bc11f23eee32985697090,OL-PAMA-1a,287.0,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Unassigned,Unassigned,PAMA,1a
65,d8242b48459419026c02688d0e0534b7,OL-PAMA-1a,192.0,Eukaryota,Chytridiomycota,Chytridiomycetes,uncultured,uncultured,uncultured,Unassigned,PAMA,1a
66,f2130e08037fe0d26ffe44c42c2c23fb,OL-PAMA-1a,97.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
67,949e892329635bb74d186b2a9e19503a,OL-PAMA-1a,64.0,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,Unassigned,PAMA,1a
68,cff991300f79b00f193f714390372c0c,OL-PAMA-1a,19.0,Eukaryota,Bicosoecida,Bicosoecida,Bicosoecida,Bicosoecida,Bicosoeca,Unassigned,PAMA,1a
69,12d2be6e17412da8acbd6638837635e3,OL-PAMA-1a,102.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,PAMA,1a
70,5d4de897ca7f4f2c3aa69b5589cf7efa,OL-PAMA-1a,56.0,Eukaryota,Cercozoa,Imbricatea,Imbricatea,Euglyphida,Paulinella,Unassigned,PAMA,1a
71,0781173293ee0e02984111381533a1ce,OL-PAMA-1a,86.0,Eukaryota,Labyrinthulomycetes,Labyrinthulomycetes,Labyrinthulomycetes,Thraustochytriaceae,uncultured,Unassigned,PAMA,1a
72,f875f05f07282b9691c7d9372c5592f3,OL-PAMA-1a,115.0,Eukaryota,Cryptophyceae,Cryptophyceae,Cryptomonadales,Cryptomonadales,Teleaulax,Unassigned,PAMA,1a
73,0a9cde6d481f5e2982c063e25f63c5ac,OL-PAMA-1a,116.0,Eukaryota,Centrohelida,Centrohelida,Centrohelida,CV1-B1-93,CV1-B1-93,Unassigned,PAMA,1a
74,4cc255e543a92170465fd07c2e9fb882,OL-PAMA-1a,85.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,Unassigned,PAMA,1a
75,062e4e0b668b9910786679c57016333d,OL-PAMA-1a,151.0,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Prostomatea,Prorodon,Unassigned,PAMA,1a
76,d4ce1b987058ed25b1cd359e75382489,OL-PAMA-1a,56.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,Unassigned,PAMA,1a
77,fd5825ecebf978ef2674f40bcf561738,OL-PAMA-1a,25.0,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),Unassigned,PAMA,1a
78,2c172bc9a83cb07da7fea7da042e01ea,OL-PAMA-1a,45.0,Eukaryota,Cercozoa,Novel_Clade_10,Novel_Clade_10,Novel_Clade_10,Novel_Clade_10,Unassigned,PAMA,1a
79,3741fd8489ae343166f2daabf33fe8b2,OL-PAMA-1a,89.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
80,1f06b2a7493a5e70f3e64694f4f560b5,OL-PAMA-1a,70.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1_aquatic_group,MWH-UniP1_aquatic_group,Unassigned,PAMA,1a
81,a538dc9957d5d4dbff402a8ba56510ec,OL-PAMA-1a,169.0,Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Unassigned,Unassigned,PAMA,1a
82,6612c475d16972a056429cee649fd7fe,OL-PAMA-1a,41.0,Eukaryota,Holozoa,Choanoflagellida,Craspedida,Salpingoecidae,Hartaetosiga,Unassigned,PAMA,1a
83,2fd2a02a6e72339f7f2aa4a926d7041b,OL-PAMA-1a,58.0,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,Unassigned,PAMA,1a
84,cf540148c792abf95a11c7906a8a1d5c,OL-PAMA-1a,35.0,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),Unassigned,PAMA,1a
85,a50141420f555636440b4a03fb10fb22,OL-PAMA-1a,39.0,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,Unassigned,PAMA,1a
86,846250f6b850458207e51872969b4970,OL-PAMA-1a,51.0,Eukaryota,Mollusca,Bivalvia,Veneroida,Veneroida,Veneroida,Unassigned,PAMA,1a
87,0274667493d3a10ebc729df4dffb29fd,OL-PAMA-1a,6.0,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Skeletonema,Unassigned,PAMA,1a
88,f2a08e9854473024da9d6242e91a7012,OL-PAMA-1a,125.0,Eukaryota,Ochrophyta,Eustigmatophyceae,Eustigmatales,Eustigmatales,uncultured,Unassigned,PAMA,1a
89,e183505d969cb17e0a7d4f5be8b97abf,OL-PAMA-1a,56.0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,Unassigned,PAMA,1a
90,32589b6db32be3f6f5f8fe040011a4a7,OL-PAMA-1a,142.0,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Unassigned,Unassigned,PAMA,1a
91,e91621f92bf58b01debb32b34158527a,OL-PAMA-1a,76.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Unassigned,Unassigned,PAMA,1a
92,75d5ab0160e3a1eb5b7fa54266fbd988,OL-PAMA-1a,101.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,RS62_marine_group,Unassigned,PAMA,1a
93,7dce8b6b6cee68f693cece87c3257862,OL-PAMA-1a,45.0,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,Unassigned,PAMA,1a
94,1ec521637fcf3111b16dadcd310e2334,OL-PAMA-1a,70.0,Eukaryota,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,Pirsonia,Unassigned,PAMA,1a
95,6a92cc545b2c993a460681e7d952769c,OL-PAMA-1a,67.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
96,52ea8d2f0f831c81a331d80e4dab22bb,OL-PAMA-1a,116.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,Unassigned,PAMA,1a
97,43a20a2884f7867862706e689879b989,OL-PAMA-1a,71.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,PAMA,1a
98,da232ec359404a46586087531dd48649,OL-PAMA-1a,264.0,Eukaryota,Gastrotricha,Gastrotricha,Chaetonotida,Chaetonotida,Chaetonotida,Unassigned,PAMA,1a
99,692864de1953ea127740e5bac33133bb,OL-PAMA-1a,58.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
100,201fd2cbdc4b48de30d7b3359862d133,OL-PAMA-1a,152.0,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspis,Unassigned,PAMA,1a
101,76cd0dccce01ed6e7fed82e93a6d6c72,OL-PAMA-1a,86.0,Eukaryota,Cryptophyceae,Cryptophyceae,Cryptomonadales,Cryptomonadales,Teleaulax,Unassigned,PAMA,1a
102,82e46bd59977c801950580fd8f223724,OL-PAMA-1a,62.0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,Unassigned,PAMA,1a
103,ae474f10ac46e89ed901f4da0e121589,OL-PAMA-1a,30.0,Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Unassigned,Unassigned,PAMA,1a
104,7dba01907b64dd9904ee42963c77f462,OL-PAMA-1a,98.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Unassigned,Unassigned,PAMA,1a
105,b686b2ef461fcc60e4cd1c46e01fbbb4,OL-PAMA-1a,46.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
106,6197bbdc8aa8768de7c4ea325b015dac,OL-PAMA-1a,52.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,Unassigned,PAMA,1a
107,b9d28fa1521e192c55bca208629d053c,OL-PAMA-1a,80.0,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanoida,Calanoida,Unassigned,PAMA,1a
108,38d5cb19dbfe62975f1d3021cc241b1c,OL-PAMA-1a,77.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,Unassigned,PAMA,1a
109,48a0767799acce8440762c32db0f896c,OL-PAMA-1a,85.0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Unassigned,PAMA,1a
110,62b8595b5d9c0c0d65d17991a2ba5f4e,OL-PAMA-1a,221.0,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Unassigned,PAMA,1a
111,71fad557d6b3a72e675df641efbd068d,OL-PAMA-1a,70.0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_III,Clade_III,Unassigned,PAMA,1a
112,4c071368e65ec3555769995fb65941c1,OL-PAMA-1a,23.0,Bacteria,Actinobacteriota,Actinobacteria,PeM15,PeM15,PeM15,Unassigned,PAMA,1a
113,4c3c92a6427fc085439d22ae843b8bc8,OL-PAMA-1a,118.0,Eukaryota,Chlorophyta,Trebouxiophyceae,Incertae_Sedis,Incertae_Sedis,Picochlorum,Unassigned,PAMA,1a
114,0499e316b9ef570398e61a537db57f6a,OL-PAMA-1a,36.0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Unassigned,Unassigned,PAMA,1a
115,efc752a47be5f25bef32f1c06a1f017c,OL-PAMA-1a,35.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Unassigned,Unassigned,PAMA,1a
116,a289b6168bc9db552c5880b8c9c7cced,OL-PAMA-1a,90.0,Eukaryota,Diatomea,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Unassigned,Unassigned,PAMA,1a
117,d796d0b526972738c3b5f01174d1edb7,OL-PAMA-1a,229.0,Eukaryota,Ochrophyta,Chrysophyceae,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
118,0cf166b6ebaaec6823dd0e564dba9c77,OL-PAMA-1a,59.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
119,833fa77ada4953c862dc0f44e3326d63,OL-PAMA-1a,226.0,Eukaryota,Cryptomycota,LKM11,LKM11,LKM11,LKM11,Unassigned,PAMA,1a
120,657814362aa7a18c66dfae36b2e607c3,OL-PAMA-1a,8.0,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
121,a359628f555e07e5f782139f1fcc91b4,OL-PAMA-1a,107.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
122,1b05eba3a8549898bab1327436a5bcf7,OL-PAMA-1a,91.0,Eukaryota,Cryptophyceae,Cryptophyceae,Cryptomonadales,Cryptomonadales,Cryptomonas,Unassigned,PAMA,1a
123,7e4773c5d16d8757042130dca655a6e4,OL-PAMA-1a,102.0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,Unassigned,PAMA,1a
124,4df694dd88d54f9ae6f218fc83c5fc7a,OL-PAMA-1a,92.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,PAMA,1a
125,55d33a452371a860543ea0862129c7ef,OL-PAMA-1a,205.0,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Unassigned,Unassigned,PAMA,1a
126,2940457016eed8b93dfe7da787f8fed4,OL-PAMA-1a,44.0,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unassigned,Unassigned,PAMA,1a
127,5b83719640c2654e4768356ac55a0004,OL-PAMA-1a,207.0,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Unassigned,Unassigned,PAMA,1a
128,ea1ab8ea027db53578bfbc89c4e2cd9e,OL-PAMA-1a,54.0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,Unassigned,PAMA,1a
129,b4f1822ee1b7812f4871a1c6190c6805,OL-PAMA-1a,60.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unassigned,Unassigned,PAMA,1a
130,264df6c11c9b141d2ca0bb1cbb9756c6,OL-PAMA-1a,46.0,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unassigned,Unassigned,PAMA,1a
131,edc56f2d1305e0ce6d3809f9c07a4b6f,OL-PAMA-1a,43.0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned,PAMA,1a
132,4f1279d6f564a8fbc78723268948c116,OL-PAMA-1a,33.0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_III,Clade_III,Unassigned,PAMA,1a
133,cb5e5f4830a8a8a14d78cd6fb3ab2975,OL-PAMA-1a,65.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,Unassigned,PAMA,1a
134,4d3bb11141da84ae014072210c89e8ae,OL-PAMA-1a,31.0,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,Unassigned,PAMA,1a
135,f86a390691900ec94141b4eef76c0166,OL-PAMA-1a,52.0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,Unassigned,PAMA,1a
136,0466468716aaa265bb76dad8e5709450,OL-PAMA-1a,186.0,Eukaryota,Chlorophyta,Prasinophytae,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
137,d106a7deb9b8e8011cc9c07d2205342b,OL-PAMA-1a,10.0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,Unassigned,PAMA,1a
138,068c53d9ee77b737cac8578d5daeb261,OL-PAMA-1a,54.0,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,PAMA,1a
