Order,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5
Campylobacterales,0.0,0.0,0.0,0.0,0.0,2391.0,2487.0,2441.0,2450.0,2428.0
Capsasporidae,0.0,0.0,0.0,0.0,0.0,0.11224488841455031,0.12159862911576283,0.13095236981697536,0.08418366631091273,0.09353740701212526
Caulobacterales,0.0,0.0,0.0,0.0,0.0,25.0,34.0,21.0,24.0,26.0
Cercozoa,0.0,0.0,0.0,0.0,0.0,3.610543910668035,3.7134350583813727,3.6198976513692473,3.55442146646076,3.7040813176801604
Cestoda,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.018707481402425053,0.0,0.0,0.0
Chaetoceros calcitrans   ,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Charophyta,0.0,0.0,0.0,0.0,0.0,60.247443856509875,41.03486045621935,41.596084898292105,41.31547267725573,59.938770413369866
Chelicerata,0.0,0.0,0.0,0.0,0.0,0.11224488841455031,0.13095236981697536,0.15901359192061293,0.1028911477133378,0.11224488841455031
Chlorobiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Chlorophyta,0.0,0.0,0.0,0.0,0.0,0.056122444207275156,0.2431972582315257,0.08418366631091273,0.037414962804850106,0.028061222103637578
Chloroplast,0.0,0.0,0.0,0.0,0.0,63.0,71.0,65.0,77.0,68.0
Christensenellales,0.0,0.0,0.0,0.0,0.0,117.0,104.0,115.0,119.0,120.0
Chromadorea,0.0,0.0,0.0,0.0,0.0,0.028061222103637578,0.06547618490848768,0.056122444207275156,0.037414962804850106,0.08418366631091273
Chromatiales,0.0,0.0,0.0,0.0,0.0,42.0,45.0,38.0,43.0,39.0
Ciliophora,0.0,0.0,0.0,0.0,0.0,84.80101319719276,86.22278178377707,86.56887018972192,85.78315597082006,86.49404026411223
Clostridia UCG-014,0.0,0.0,0.0,0.0,0.0,87.0,78.0,80.0,77.0,79.0
Conthreep,0.0,0.0,0.0,0.0,0.0,0.2899659617375883,0.2525509989327382,0.0,0.0,0.0
Coriobacteriales,0.0,0.0,0.0,0.0,0.0,15615.0,15298.0,15481.0,15257.0,15278.0
Corynebacteriales,0.0,0.0,0.0,0.0,0.0,31.0,45.0,43.0,33.0,32.0
Crustacea,0.0,0.0,0.0,0.0,0.0,0.11224488841455031,0.14965985121940042,0.09353740701212526,0.1403061105181879,0.12159862911576284
Cyanobacteriales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Cytophagales,0.0,0.0,0.0,0.0,0.0,101.0,104.0,107.0,82.0,89.0
Deferribacterales,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Deinococcales,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,5.0
Demospongiae,0.0,0.0,0.0,0.0,0.0,0.10289114771333778,0.08418366631091273,0.06547618490848768,0.06547618490848768,0.09353740701212526
Desulfarculales,0.0,0.0,0.0,0.0,0.0,72.0,63.0,73.0,64.0,76.0
Desulfobacterales,0.0,0.0,0.0,0.0,0.0,9.0,7.0,8.0,3.0,9.0
Desulfurococcales,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
Dichanthelium oligosanthes   ,0.0,0.0,0.0,0.0,0.0,24.0,26.0,24.0,31.0,21.0
Dinoflagellata,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.018707481402425053,0.037414962804850106,0.018707481402425053
Discicristata,0.0,0.0,0.0,0.0,0.0,0.4396258129569887,0.3180271838412259,0.2806122210363758,0.27125848033516325,0.1028911477133378
Dothideomycetes,0.0,0.0,0.0,0.0,0.0,0.028061222103637578,0.0,0.028061222103637578,0.028061222103637578,0.018707481402425053
Enoplea,0.0,0.0,0.0,0.0,0.0,9.615645440846478,9.914965143285277,10.195577364321654,9.840135217675577,9.77465903276709
Enterobacteriales,0.0,0.0,0.0,0.0,0.0,25115.0,25311.0,25403.0,25425.0,25243.0
Entomophthorales,0.0,0.0,0.0,0.0,0.0,0.5705781827739641,0.49574825716426385,0.551870701371539,0.551870701371539,0.5705781827739641
Euamoebida,0.0,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.018707481402425053,0.028061222103637578,0.018707481402425053
Eubacteriales,0.0,0.0,0.0,0.0,0.0,1749.0,1753.0,1773.0,1733.0,1755.0
Eurotiomycetes,0.0,0.0,0.0,0.0,0.0,23.318875568122827,23.159861976202215,23.215984420409487,22.972787162177966,23.09438579129373
Exobasidiomycetes,0.0,0.0,0.0,0.0,0.0,0.47704077576183884,0.7482992560970021,6.267006269812391,0.6641155897860893,5.659013124233578
Fervidicoccales,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,3.0,6.0
Fibrobacterales,0.0,0.0,0.0,0.0,0.0,10.0,11.0,9.0,10.0,3.0
Flabellinia,0.0,0.0,0.0,0.0,0.0,0.0,0.037414962804850106,0.0,0.0,0.0
Flavobacteriales,0.0,0.0,0.0,0.0,0.0,133.0,143.0,130.0,145.0,120.0
Florideophycidae,0.0,0.0,0.0,0.0,0.0,0.037414962804850106,0.0,0.06547618490848768,0.0,0.056122444207275156
Francisellales,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0
Fusobacteriales,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0
Gaiellales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Gammaproteobacteria Unknown Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Gemmatimonadales,0.0,0.0,0.0,0.0,0.0,18.0,39.0,41.0,39.0,36.0
Glomerales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037414962804850106,0.028061222103637578,0.0
Glomerellales,0.0,0.0,0.0,0.0,0.0,52.605437703619245,53.671764143557475,51.95067585453437,51.99744455804043,52.025505780144066
Gossypium raimondii   ,0.0,0.0,0.0,0.0,0.0,239.0,207.0,199.0,222.0,205.0
Halobacteriales,0.0,0.0,0.0,0.0,0.0,88.0,95.0,95.0,96.0,85.0
Hemiptera,0.0,0.0,0.0,0.0,0.0,1.4872447714927917,1.5527209564012794,1.6275508820109794,1.5807821785049168,1.5059522528952167
Hexapoda,0.0,0.0,0.0,0.0,0.0,7.29591774694577,7.062074229415457,6.977890563104545,7.211734080634857,7.07142797011667
Humulus lupulus var. cordifolius ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Hydrozoa,0.0,0.0,0.0,0.0,0.0,0.037414962804850106,0.06547618490848768,0.07482992560970021,0.056122444207275156,0.037414962804850106
Ignavibacteriales,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
JGI 0000069-P22,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
Jakobida,0.0,0.0,0.0,0.0,0.0,0.056122444207275156,0.0,0.04676870350606263,0.056122444207275156,0.06547618490848768
Labyrinthulomycetes,0.0,0.0,0.0,0.0,0.0,0.056122444207275156,0.0,0.0654761849084877,0.04676870350606263,0.018707481402425053
Lachnospirales,0.0,0.0,0.0,0.0,0.0,134607.0,134498.0,134766.0,134544.0,134389.0
Leotiomycetes,0.0,0.0,0.0,0.0,0.0,14.152209680934552,13.675168905172713,14.329930754257589,14.180270903038188,13.843536237794538
Lineage IV,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0
Litostomatea,0.0,0.0,0.0,0.0,0.0,0.0,0.1403061105181879,0.04676870350606263,0.11224488841455031,0.0
MAST-3,0.0,0.0,0.0,0.0,0.0,0.3367346652436509,0.0,0.0,0.0,0.0
MAST-8,0.0,0.0,0.0,0.0,0.0,0.037414962804850106,0.0,0.04676870350606263,0.0,0.0
MSBL9,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,5.0,4.0
Macrodasyida,0.0,0.0,0.0,0.0,0.0,0.2619047396339507,0.3835033687497136,0.2619047396339507,0.3928571094509261,0.3273809245424384
Methanobacteriales,0.0,0.0,0.0,0.0,0.0,402.0,359.0,381.0,373.0,313.0
Methanocellales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
Methanomicrobiales,0.0,0.0,0.0,0.0,0.0,6.0,13.0,18.0,6.0,12.0
Methanosarcinales,0.0,0.0,0.0,0.0,0.0,33.0,25.0,39.0,25.0,29.0
Methylococcales,0.0,0.0,0.0,0.0,0.0,9.0,9.0,7.0,0.0,7.0
Methylophilales,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0
Microbotryomycetes,0.0,0.0,0.0,0.0,0.0,279.64878574415087,280.5748060735709,281.2202141819546,280.5748060735709,277.8248063074144
Micromonosporales,0.0,0.0,0.0,0.0,0.0,26.0,18.0,21.0,15.0,23.0
Mollicutes RF9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0
Mollicutes Unknown Family,0.0,0.0,0.0,0.0,0.0,43.0,46.0,46.0,42.0,48.0
Monoglobales,0.0,0.0,0.0,0.0,0.0,7315.0,7319.0,7226.0,7272.0,7296.0
Mycoplasmatales,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0
Myxococcales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0
Myxozoa,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.04676870350606263,0.037414962804850106,0.037414962804850106,0.09353740701212526
Neisseriales,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0
Nicotiana benthamiana   ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0
Nitrospirales,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0
Nucleariidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09353740701212526,0.07482992560970021
Oceanospirillales,0.0,0.0,0.0,0.0,0.0,102.0,110.0,95.0,119.0,110.0
Ochroconis,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.0,0.0,0.0
Ochrophyta,0.0,0.0,0.0,0.0,0.0,5.471938310209327,5.107142422862039,5.238094792679014,5.462584569508115,5.3129247182887145
Oligoflexales,0.0,0.0,0.0,0.0,0.0,288.0,309.0,299.0,260.0,268.0
Opiliones,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.018707481402425053,0.018707481402425053,0.0
Oscillospirales,0.0,0.0,0.0,0.0,0.0,51265.0,51031.0,50994.0,51025.0,51269.0
Parabasalia,0.0,0.0,0.0,0.0,0.0,0.4583332943594138,0.5144557385666889,0.5144557385666889,0.5425169606703265,0.3835033687497136
Pasteurellales,0.0,0.0,0.0,0.0,0.0,22.0,21.0,20.0,16.0,13.0
PeM15,0.0,0.0,0.0,0.0,0.0,9.0,10.0,13.0,13.0,8.0
Peptostreptococcales-Tissierellales,0.0,0.0,0.0,0.0,0.0,2140.0,2160.0,2163.0,2157.0,2118.0
Peronosporomycetes,0.0,0.0,0.0,0.0,0.0,0.056122444207275156,0.06547618490848768,0.037414962804850106,0.028061222103637578,0.06547618490848768
Phycisphaerales,0.0,0.0,0.0,0.0,0.0,9.0,5.0,8.0,4.0,9.0
Pilobolus longipes ,0.0,0.0,0.0,0.0,0.0,10.672618140083491,11.102890212339268,11.009352805327143,10.77550928779683,10.672618140083491
Pirellulales,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0
Planctomycetales,0.0,0.0,0.0,0.0,0.0,27.0,41.0,38.0,50.0,39.0
Propionibacteriales,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,13.0,12.0
Protalveolata,0.0,0.0,0.0,0.0,0.0,1.0569726992370154,1.1972788097552032,1.1972788097552032,1.047618958535803,1.2346937725600535
Pseudomonadales,0.0,0.0,0.0,0.0,0.0,102.0,83.0,99.0,92.0,96.0
Pseudonocardiales,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Pucciniomycetes,0.0,0.0,0.0,0.0,0.0,0.2993197024388008,0.2525509989327382,0.16836733262182546,0.29931970243880085,0.3835033687497136
Puniceispirillales,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0
Retaria,0.0,0.0,0.0,0.0,0.0,11.879250690539909,11.73894458002172,10.77550928779683,11.280611285662307,11.41156365547928
Rhabditophora,0.0,0.0,0.0,0.0,0.0,0.570578182773964,0.5892856641763892,0.4396258129569887,0.3273809245424384,0.5425169606703265
Rhizobiales,0.0,0.0,0.0,0.0,0.0,7564.0,7640.0,7696.0,7526.0,7705.0
Rhizophydiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.018707481402425053,0.0
Rhodobacterales,0.0,0.0,0.0,0.0,0.0,94.0,89.0,84.0,79.0,63.0
Rhodocyclales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Rhodospirillales,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Rhodothermaceae,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,10.0,20.0
Rickettsiales,0.0,0.0,0.0,0.0,0.0,43.0,46.0,59.0,44.0,41.0
SAR11 clade,0.0,0.0,0.0,0.0,0.0,26.0,25.0,17.0,22.0,16.0
Saccharomycetes,0.0,0.0,0.0,0.0,0.0,69.6011845577224,66.61734127403561,68.57227308058903,68.74064041321085,63.64285173105003
Salinisphaerales,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,6.0
Schizoplasmodiopsis,0.0,0.0,0.0,0.0,0.0,0.09353740701212526,0.12159862911576283,0.07482992560970021,0.08418366631091273,0.13095236981697536
Selenomonadales,0.0,0.0,0.0,0.0,0.0,5211.0,5243.0,5227.0,5201.0,5217.0
Semaeostomeae,0.0,0.0,0.0,0.0,0.0,0.16836733262182546,0.09353740701212526,0.1403061105181879,0.1403061105181879,0.09353740701212526
Solanum tuberosum (potato)  ,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
Solirubrobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
Sordariomycetes,0.0,0.0,0.0,0.0,0.0,1.1692175876515658,1.1130951434442906,1.1130951434442906,1.1879250690539909,1.0008502550297402
Sphingobacteriales,0.0,0.0,0.0,0.0,0.0,83.0,79.0,86.0,77.0,80.0
Sphingomonadales,0.0,0.0,0.0,0.0,0.0,229.0,221.0,233.0,256.0,246.0
Spirochaetales,0.0,0.0,0.0,0.0,0.0,393.0,418.0,455.0,398.0,442.0
Spirotrichea,0.0,0.0,0.0,0.0,0.0,0.13095236981697536,0.11224488841455031,0.177721073323038,0.1403061105181879,0.16836733262182546
Staphylococcales,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Steroidobacterales,0.0,0.0,0.0,0.0,0.0,18.0,14.0,12.0,14.0,12.0
Streptomycetales,0.0,0.0,0.0,0.0,0.0,7907.0,7948.0,7889.0,7767.0,7954.0
SubsectionII,0.0,0.0,0.0,0.0,0.0,15.0,16.0,18.0,14.0,26.0
SubsectionIII,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0
Thermococcales,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,7.0,6.0
Thermoplasmatales,0.0,0.0,0.0,0.0,0.0,306.0,292.0,299.0,310.0,290.0
Trematoda,0.0,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.028061222103637578,0.0
Tremellomycetes,0.0,0.0,0.0,0.0,0.0,2.7593535068576953,2.937074580180733,3.1802718384122586,3.0680269499977086,3.414115355942572
Tunicata,0.0,0.0,0.0,0.0,0.0,0.7389455153957896,0.7389455153957896,0.8979591073164025,0.729591774694577,0.7857142189018522
Tylenchida,0.0,0.0,0.0,0.0,0.0,0.44897955365820125,0.5144557385666889,0.5051019978654764,0.5144557385666889,0.533163219969114
Unknown Family,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,3.0,5.0
Unknown Order,0.0,0.0,0.0,0.0,0.0,15.0,19.0,15.0,17.0,15.0
Veillonellales-Selenomonadales,0.0,0.0,0.0,0.0,0.0,3445.0,3495.0,3569.0,3501.0,3560.0
Vertebrata,0.0,0.0,0.0,0.0,0.0,0.2151360361278881,0.2899659617375883,0.2431972582315257,0.2619047396339507,0.2151360361278881
Vibrionales,0.0,0.0,0.0,0.0,0.0,76.0,57.0,55.0,56.0,64.0
Xanthomonadales,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,9.0,0.0
Xylariales,0.0,0.0,0.0,0.0,0.0,11.11224395304048,5.883502901062679,12.693026131545398,7.688774856396696,7.3988088946591075
marine metagenome   ,0.0,0.0,0.0,0.0,0.0,0.4022108501521386,0.2899659617375883,0.3367346652436509,0.2619047396339507,0.31802718384122586
pItb-vmat-80,0.0,0.0,0.0,0.0,0.0,7.0,10.0,6.0,15.0,6.0
uncultured,0.0,0.0,0.0,0.0,0.0,54.56972325087388,73.67941550345107,73.50169443012803,73.89455153957896,55.86989320834242
uncultured Acidobacteria bacterium ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0
uncultured Aspergillus ,0.0,0.0,0.0,0.0,0.0,0.355442146646076,0.3928571094509261,0.3086734431400133,0.34608840594486345,0.34608840594486345
uncultured Mucoromycotina ,0.0,0.0,0.0,0.0,0.0,0.0,0.018707481402425053,0.0,0.0,0.0
uncultured Setosphaeria   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04676870350606263,0.0,0.0
uncultured ammonia-oxidizing archaeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
uncultured archaeon ,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,4.0
uncultured archaeon  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0
uncultured bacterium ,0.0,0.0,0.0,0.0,0.0,18.0,11.0,13.0,15.0,12.0
uncultured bacterium  ,0.0,0.0,0.0,0.0,0.0,308.0,321.0,312.0,296.0,301.0
uncultured bacterium   ,0.0,0.0,0.0,0.0,0.0,29.0,39.0,51.0,47.0,27.0
uncultured cyanobacterium   ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
uncultured deep-sea bacterium ,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0
uncultured diatom   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0
uncultured eukaryote   ,0.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,7.0,5.0
uncultured freshwater cryptophyte  ,0.0,0.0,0.0,0.0,0.0,0.18707481402425052,0.13095236981697536,0.10289114771333778,0.18707481402425052,0.14965985121940042
uncultured fungus   ,0.0,0.0,0.0,0.0,0.0,0.7202380339933645,0.8511904038103398,0.7482992560970021,0.7670067374994272,0.6360543676824517
uncultured organism  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
uncultured organism   ,0.0,0.0,0.0,0.0,0.0,59.0,44.0,47.0,33.0,43.0
uncultured planctomycete  ,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0
unknown,0.0,0.0,0.0,0.0,0.0,302.02806122210364,319.0,329.0,305.01870748140243,307.02806122210364
