Genus,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5,meta_mean,pam_mean,meta_std,pam_std
Catabacter,0.0001513,0.0001502,0.00015,0.0001522,0.000148,0.0,0.0,0.0,0.0,0.0,0.00015034,0.0,1.580506248010434e-06,0.0
Clostridia_unclassified,0.0047848,0.0047921,0.0047898,0.0047529,0.004791,0.0,0.0,0.0,0.0,0.0,0.00478212,0.0,1.65712703194414e-05,0.0
Clostridiaceae_unclassified,0.0181763,0.0181303,0.0180967,0.0181539,0.0181787,0.0,0.0,0.0,0.0,0.0,0.018147179999999995,0.0,3.4350429400518176e-05,0.0
Clostridiales_unclassified,0.0011211,0.00112,0.0011402,0.0011368,0.0011317,0.0,0.0,0.0,0.0,0.0,0.0011299600000000002,0.0,9.115536188288693e-06,0.0
Clostridium,0.0055159,0.005501,0.0055346,0.0054941,0.0054732,0.0005710301863281396,0.0005704590119088243,0.0005783619903771956,0.0005686208948228124,0.0005793808886931132,0.00550376,0.0005735705944260171,2.3094003550705397e-05,4.9333593994925664e-06
Cuneatibacter,0.0003454,0.0003342,0.0003319,0.0003289,0.0003346,0.0,0.0,0.0,0.0,0.0,0.000335,0.0,6.2405929205484875e-06,0.0
Dialister,0.008925,0.008937,0.0089291,0.0089951,0.0089532,0.0006762677976040366,0.0006818838906294607,0.0006819763438130264,0.0006823652770524244,0.000683418949249931,0.008947880000000002,0.0006811824516697758,2.851573249979736e-05,2.814120788409943e-06
Dielma,5.45e-05,5.06e-05,5.32e-05,5.41e-05,5.27e-05,4.0398315269058336e-07,0.0,6.059318914376067e-07,4.040653009932935e-07,4.0403130313327287e-07,5.302e-05,3.636023296509513e-07,1.5287249589118398e-06,2.212649065370258e-07
Dysosmobacter,0.0006715,0.0006614,0.0006727,0.000666,0.0006724,0.0,0.0,0.0,0.0,0.0,0.0006688,0.0,4.951262465270839e-06,0.0
Eggerthella,0.0130744,0.0131679,0.0131791,0.0131952,0.0131376,0.0008299833872028035,0.0008064413479844421,0.00081356455290356,0.0008023726714474326,0.0008125069506010117,0.01315084,0.00081297378202785,4.763363307580064e-05,1.054691720464076e-05
Eisenbergiella,0.0020144,0.0020052,0.0020139,0.0020242,0.0020044,0.0,0.0,0.0,0.0,0.0,0.00201242,0.0,8.082821289624035e-06,0.0
Emergencia,9.71e-05,9.12e-05,9.85e-05,9.55e-05,9.81e-05,0.0,0.0,0.0,0.0,0.0,9.607999999999999e-05,0.0,2.963443942442645e-06,0.0
Enterocloster,0.0239877,0.0239534,0.0239894,0.0239908,0.0239324,0.0,0.0,0.0,0.0,0.0,0.02397074,0.0,2.649939621953722e-05,0.0
Erysipelatoclostridium,0.0033306,0.0033307,0.0033685,0.0033325,0.0033358,2.5147951254988813e-05,2.788147463907128e-05,2.9084730789005124e-05,2.9092701671517132e-05,2.71711051357126e-05,0.00333962,2.767559269805899e-05,1.6280878354683475e-05,1.6339931411219253e-06
Erysipelotrichaceae_unclassified,0.0004871,0.0004806,0.0004745,0.0004867,0.0004841,0.0,0.0,0.0,0.0,0.0,0.0004826,0.0,5.218237250259909e-06,0.0
Escherichia,0.0343448,0.0343198,0.0342263,0.0342571,0.0343779,0.0,0.0,0.0,0.0,0.0,0.034305180000000005,0.0,6.246084373429571e-05,0.0
Eubacterium,0.0012675,0.0012585,0.0012572,0.0012568,0.0012631,0.00022178675082713025,0.00022295077727692143,0.00022469974307477917,0.00022385217675028463,0.00022332830280691657,0.00126062,0.0002233235501472064,4.589880172727821e-06,1.0809818927906075e-06
Evtepia,0.0008685,0.0008613,0.0008678,0.0008684,0.000872,0.0,0.0,0.0,0.0,0.0,0.0008676000000000002,0.0,3.890372732785414e-06,0.0
Faecalibacillus,0.0001723,0.0001714,0.0001703,0.0001727,0.0001712,0.0,0.0,0.0,0.0,0.0,0.00017158,0.0,9.471008394041267e-07,0.0
Faecalibacterium,0.0047339,0.0047091,0.0047349,0.004751,0.0047216,0.00018754917863660333,0.0001901193306910585,0.00019117151174856493,0.00018718325068514322,0.00018312718814515592,0.004730099999999999,0.00018783009198130516,1.571257458216191e-05,3.123312360018878e-06
Faecalicatena,0.0001458,0.0001482,0.0001403,0.000145,0.0001431,0.0,0.0,0.0,0.0,0.0,0.00014448,0.0,2.9676590100616337e-06,0.0
Faecalimonas,0.004,0.0040156,0.0039874,0.0039901,0.0039725,0.0,0.0,0.0,0.0,0.0,0.003993120000000001,0.0,1.5966433540399648e-05,0.0
Flavonifractor,0.0005803,0.0005832,0.000585,0.000576,0.0005859,0.0,0.0,0.0,0.0,0.0,0.00058208,0.0,4.015843622453441e-06,0.0
GGB3005,0.003814,0.0038685,0.0038526,0.0038353,0.0038418,0.0,0.0,0.0,0.0,0.0,0.00384244,0.0,2.0264328264218333e-05,0.0
GGB3256,0.0552238,0.0550862,0.0551817,0.0552766,0.0551662,0.0,0.0,0.0,0.0,0.0,0.055186900000000004,0.0,7.071725390596046e-05,0.0
GGB3433,0.020974,0.0209483,0.0209078,0.0208712,0.0209406,0.0,0.0,0.0,0.0,0.0,0.020928380000000003,0.0,3.975049685224067e-05,0.0
GGB3743,8.46e-05,8.55e-05,8.37e-05,8.94e-05,8.51e-05,0.0,0.0,0.0,0.0,0.0,8.566e-05,0.0,2.1961329650091794e-06,0.0
GGB3746,0.0001474,0.0001429,0.0001463,0.000146,0.0001472,0.0,0.0,0.0,0.0,0.0,0.00014596,0.0,1.8091434437324196e-06,0.0
GGB45432,0.0003109,0.0002969,0.0002988,0.0003081,0.0003057,0.0,0.0,0.0,0.0,0.0,0.00030408,0.0,6.0151475459875525e-06,0.0
GGB6649,0.0001309,0.0001243,0.0001289,0.000126,0.0001321,0.0,0.0,0.0,0.0,0.0,0.00012844,0.0,3.2692506786724093e-06,0.0
GGB9524,3.76e-05,3.88e-05,3.71e-05,3.65e-05,3.45e-05,0.0,0.0,0.0,0.0,0.0,3.6899999999999996e-05,0.0,1.5858751527153714e-06,0.0
GGB9581,0.000809,0.000801,0.0008092,0.0008008,0.0008019,0.0,0.0,0.0,0.0,0.0,0.00080438,0.0,4.329203159936056e-06,0.0
GGB9739,0.0002155,0.0002208,0.000213,0.0002099,0.0002196,0.0,0.0,0.0,0.0,0.0,0.00021576,0.0,4.53243863720183e-06,0.0
Gordonibacter,0.0036111,0.0036026,0.0036349,0.0035934,0.0035833,0.00029904852877920434,0.0002987156540135282,0.00030579362787884555,0.00030426117164795004,0.00029453881998415594,0.00360506,0.0003004715604607368,1.963677672124415e-05,4.554975047505781e-06
Harryflintia,0.0002384,0.0002354,0.0002339,0.0002374,0.0002373,0.0,0.0,0.0,0.0,0.0,0.00023648,0.0,1.804716044146557e-06,0.0
Holdemania,7.12e-05,6.92e-05,6.93e-05,6.67e-05,6.51e-05,6.05974729035875e-07,0.0,6.059318914376067e-07,6.060979514899403e-07,6.060469546999093e-07,6.83e-05,4.848103053326663e-07,2.3989581071790323e-06,2.7101720729910685e-07
Hungatella,0.0018613,0.0018724,0.0018799,0.0018772,0.0018491,0.0,0.0,0.0,0.0,0.0,0.00186798,0.0,1.2725054027390257e-05,0.0
Intestinimonas,4.37e-05,4.46e-05,4.24e-05,4.32e-05,3.97e-05,0.0,0.0,0.0,0.0,0.0,4.272e-05,0.0,1.8673510650116102e-06,0.0
Lachnoclostridium,0.0073556,0.0073458,0.0073702,0.007357,0.007355,2.5248947043161457e-06,2.9295752338154608e-06,4.544489185782051e-06,0.0,0.0,0.00735672,1.9997918247827316e-06,8.735673986590822e-06,1.975730849952708e-06
Lachnospiraceae_unclassified,0.0119153,0.0119322,0.0119669,0.0119337,0.0119147,0.0,0.0,0.0,0.0,0.0,0.01193256,0.0,2.1198773549429917e-05,0.0
Lacticaseibacillus,0.0003312,0.0003323,0.0003272,0.0003247,0.0003275,0.0,0.0,0.0,0.0,0.0,0.00032858000000000003,0.0,3.1156058800817578e-06,0.0
Lactobacillus,0.0001312,0.0001205,0.0001235,0.0001205,0.0001274,8.049364317359873e-05,8.051280901210076e-05,7.917510048118061e-05,7.121650930006798e-05,7.59578849890553e-05,0.00012461999999999998,7.747118939120067e-05,4.642951647389834e-06,3.959201404434283e-06
Lactonifactor,4.75e-05,4.69e-05,4.55e-05,4.57e-05,4.56e-05,0.0,0.0,0.0,0.0,0.0,4.6240000000000005e-05,0.0,9.044335243676025e-07,0.0
Longibaculum,0.00435,0.0043435,0.0043833,0.004366,0.0043651,0.0,0.0,0.0,0.0,0.0,0.00436158,0.0,1.55295524726245e-05,0.0
Longicatena,0.0292098,0.0293807,0.029224,0.0291988,0.0292608,0.0,0.0,0.0,0.0,0.0,0.029254819999999997,0.0,7.415599773450501e-05,0.0
Massilimaliae,1.01e-05,8.7e-06,8.4e-06,8.4e-06,1.05e-05,0.0,0.0,0.0,0.0,0.0,9.22e-06,0.0,1.0034938963441682e-06,0.0
Mediterraneibacter,0.0574085,0.0573349,0.0574444,0.0574214,0.057464,0.0,0.0,0.0,0.0,0.0,0.05741464,0.0,4.9406305265623395e-05,0.0
Monoglobus,0.0243387,0.024244,0.0242623,0.024302,0.0242488,0.0007387841904829043,0.000739364177113633,0.0007297439745880244,0.0007345907172058077,0.0007369530969150897,0.02427916,0.0007358872312610917,4.0338852239497336e-05,3.906345671899029e-06
Murimonas,3.32e-05,3.38e-05,3.36e-05,3.4e-05,3.56e-05,0.0,0.0,0.0,0.0,0.0,3.4040000000000006e-05,0.0,9.208691546577063e-07,0.0
Neglecta,0.009603,0.0095758,0.0094899,0.0095516,0.0095643,0.0,0.0,0.0,0.0,0.0,0.00955692,0.0,4.199484492172804e-05,0.0
Neobittarella,4.54e-05,4.7e-05,4.2e-05,4.53e-05,4.39e-05,0.0,0.0,0.0,0.0,0.0,4.472e-05,0.0,1.875366630821824e-06,0.0
Parabacteroides,0.0465851,0.046655,0.0465448,0.0466274,0.0465006,0.0015130179026144072,0.0015128730586765635,0.0014888756459107727,0.0014861521770533335,0.001487441242485144,0.04658258,0.001497672005348044,6.20642570244741e-05,1.3976046268995774e-05
Phocea,1.93e-05,1.98e-05,1.96e-05,2e-05,1.96e-05,0.0,0.0,0.0,0.0,0.0,1.966e-05,0.0,2.607680962081061e-07,0.0
Roseburia,0.0529262,0.0531685,0.0529753,0.0530241,0.0530316,1.1210532487163688e-05,9.89994389358328e-06,1.3532478908773217e-05,1.2627040656040423e-05,8.585665191582048e-06,0.05302513999999999,1.1171132227428532e-05,9.06477412846011e-05,1.999858711010666e-06
Rothia,0.0002757,0.0002702,0.0002764,0.0002812,0.0002757,1.262447352158073e-05,9.89994389358328e-06,1.0906774045876921e-05,8.889436621852457e-06,9.797759100981866e-06,0.00027583999999999996,1.0423677436775052e-05,3.901666310693419e-06,1.422748326843366e-06
Ruminococcaceae_unclassified,9.75e-05,0.0001033,0.0001027,0.0001018,0.000103,0.0,0.0,0.0,0.0,0.0,0.00010165999999999999,0.0,2.3922792479140063e-06,0.0
Ruminococcus,0.094127,0.0942568,0.0940648,0.0942147,0.094237,0.00338123799223201,0.003400630727445857,0.003378575238007522,0.0033756625408232223,0.003375176498549578,0.09418006,0.0033822565994116377,8.128860928813942e-05,1.055708293370352e-05
Ruthenibacterium,7.85e-05,7.85e-05,7.77e-05,7.85e-05,7.87e-05,0.0,0.0,0.0,0.0,0.0,7.838e-05,0.0,3.898717737923562e-07,0.0
Scardovia,0.0001348,0.000135,0.0001333,0.0001334,0.0001366,6.160743078531396e-06,6.869348824119011e-06,6.564262157240739e-06,7.071142767382637e-06,6.8685321532656385e-06,0.00013462,6.706805796107883e-06,1.3535139452551006e-06,3.5490148622565304e-07
Sellimonas,0.0030364,0.0030591,0.0030378,0.0030492,0.0030506,0.0,0.0,0.0,0.0,0.0,0.0030466200000000003,0.0,9.493260767513005e-06,0.0
Streptococcus,0.0119031,0.011924,0.0119326,0.0119617,0.0119546,0.0016013892172654725,0.0015678278492695155,0.0015720902923348707,0.001572824184116395,0.0015886510839200289,0.011935199999999998,0.0015805565253812566,2.367076255636897e-05,1.4080201774742877e-05
Turicibacter,0.0024854,0.0024699,0.0024832,0.0024728,0.0024879,0.001184579599476963,0.001193145278848083,0.0011836879499233647,0.0011973465031683771,0.0011749230295115575,0.00247984,0.0011867364721856691,7.992684154900644e-06,8.76282739716572e-06
24-Nov,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,2.0197729714586892e-07,0.0,0.0,0.0,8.079377469823212e-08,0.0,1.1063143238571821e-07
Acantharea,0.0,0.0,0.0,0.0,0.0,1.918919975280271e-06,0.0,0.0,0.0,0.0,0.0,3.837839950560542e-07,0.0,8.581671016217804e-07
Acari,0.0,0.0,0.0,0.0,0.0,3.837839950560542e-06,4.545892604196405e-06,4.443500537209116e-06,4.646750961422876e-06,4.848375637599275e-06,0.0,4.464471938197643e-06,0.0,3.8090171473863523e-07
Acetitomaculum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0304897574497013e-07,2.0201565156663643e-07,0.0,1.010129254623213e-07,0.0,1.4285565234327074e-07
Acidobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0203265049664675e-07,2.0201565156663643e-07,0.0,8.080966041265663e-08,0.0,1.1065318484407537e-07
Acidovorax,0.0,0.0,0.0,0.0,0.0,3.029873645179375e-07,2.0203967129761797e-07,2.0197729714586892e-07,2.0203265049664675e-07,2.0201565156663643e-07,0.0,2.2221052700494152e-07,0.0,4.515563138593387e-08
Acinetobacter,0.0,0.0,0.0,0.0,0.0,8.079663053811667e-07,2.0203967129761797e-07,6.059318914376067e-07,3.0304897574497013e-07,7.070547804832275e-07,0.0,5.252083248689178e-07,0.0,2.61404503699097e-07
Aegilops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197729714586892e-07,0.0,0.0,0.0,4.039545942917378e-08,0.0,9.032699326596742e-08
Aggregatibacter,0.0,0.0,0.0,0.0,0.0,0.0,3.0305950694642694e-07,5.049432428646723e-07,0.0,0.0,0.0,1.6160054996221984e-07,0.0,2.3250755607336897e-07
Agrococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0201565156663643e-07,0.0,4.0403130313327284e-08,0.0,9.034414588438218e-08
Algisphaera,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,0.0,0.0,0.0,0.0,4.0398315269058335e-08,0.0,9.033337911808215e-08
Aliidiomarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0296594571880336e-07,0.0,0.0,0.0,6.059318914376067e-08,0.0,1.3549048989895115e-07
Aliihoeflea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0201565156663643e-06,0.0,4.0403130313327287e-07,0.0,9.034414588438219e-07
Alloprevotella,0.0,0.0,0.0,0.0,0.0,2.4238989161435e-06,2.7275355625178427e-06,2.3227389171774926e-06,2.7274407817047314e-06,2.3231799930163187e-06,0.0,2.504958834111977e-06,0.0,2.0727817813946958e-07
Alteromonas,0.0,0.0,0.0,0.0,0.0,0.0,2.222436384273798e-06,2.221750268604558e-06,2.7274407817047314e-06,2.4241878187996373e-06,0.0,1.919163050676545e-06,0.0,1.0925982177017961e-06
Amoeba,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,2.0197729714586892e-07,0.0,2.0201565156663643e-07,0.0,1.2120652400202465e-07,0.0,1.1064591442415068e-07
Amoebophrya,0.0,0.0,0.0,0.0,0.0,5.049789408632291e-07,1.111218192136899e-06,1.3128524314481479e-06,1.0101632524832338e-06,8.080626062665457e-07,0.0,9.494550846396111e-07,0.0,3.0800214755111416e-07
Amphimedon,0.0,0.0,0.0,0.0,0.0,1.1109536698991043e-06,9.091785208392809e-07,7.069205400105411e-07,7.071142767382636e-07,1.0100782578331821e-06,0.0,8.888490530640745e-07,0.0,1.8066943637239182e-07
Amylostereaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0403130313327287e-07,0.0,8.080626062665457e-08,0.0,1.8068829176876436e-07
Anaeroplasma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0203265049664675e-07,2.0201565156663643e-07,0.0,8.080966041265663e-08,0.0,1.1065318484407537e-07
Anaerotruncus,0.0,0.0,0.0,0.0,0.0,9.493604088228708e-06,8.081586851904719e-06,8.483046480126495e-06,8.283338670362518e-06,6.363493024349047e-06,0.0,8.141013822994299e-06,0.0,1.1324591472586903e-06
Anoxybacillus,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,0.0,0.0,0.0,0.0,4.0407934259523595e-08,0.0,9.035488783463738e-08
Anthoathecata,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,7.071388495416629e-07,8.079091885834757e-07,6.060979514899403e-07,4.0403130313327287e-07,0.0,5.85832089087787e-07,0.0,1.8066878180361456e-07
Aquabacterium,0.0,0.0,0.0,0.0,0.0,1.4139410344170417e-06,2.121416548624989e-06,1.8177956743128202e-06,1.7172775292214974e-06,1.5151173867497733e-06,0.0,1.7171096346652244e-06,0.0,2.7672814088855645e-07
Arcicella,0.0,0.0,0.0,0.0,0.0,0.0,3.0305950694642694e-07,5.049432428646723e-07,0.0,5.050391289165911e-07,0.0,2.6260837574553805e-07,0.0,2.535061488127968e-07
Arenimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0203265049664675e-07,0.0,0.0,4.040653009932935e-08,0.0,9.035174803699175e-08
Armophorea,0.0,0.0,0.0,0.0,0.0,2.0704136575392397e-05,2.1517224993196313e-05,2.4944196197514812e-05,2.7274407817047314e-05,2.6161026877879417e-05,0.0,2.4120198492206053e-05,0.0,2.882617700940042e-06
Atopobium,0.0,0.0,0.0,0.0,0.0,1.4139410344170417e-06,1.111218192136899e-06,1.110875134302279e-06,1.2121959029798805e-06,1.2120939093998187e-06,0.0,1.2120648346471837e-06,0.0,1.2365619557795866e-07
BAL58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.050816262416169e-07,0.0,0.0,1.0101632524832338e-07,0.0,2.258793700924794e-07
Bacillariophytina,0.0,0.0,0.0,0.0,0.0,5.069988566266821e-05,4.8590540947077125e-05,4.827257401786267e-05,5.172035852714157e-05,5.030189724009247e-05,0.0,4.9917051278968413e-05,0.0,1.455746221042507e-06
Bacillus,0.0,0.0,0.0,0.0,0.0,4.645806255941708e-06,3.2326347407618875e-06,4.039545942917378e-06,3.232522407946348e-06,2.5251956445829555e-06,0.0,3.5351409984300557e-06,0.0,8.202254762043751e-07
Bdellovibrio,0.0,0.0,0.0,0.0,0.0,1.1210532487163688e-05,1.0607082743124944e-05,1.0098864857293446e-05,9.596550898590722e-06,1.1514892139298277e-05,0.0,1.0605584625094215e-05,0.0,7.854486456589032e-07
Bernardetia,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,2.0197729714586892e-07,0.0,0.0,0.0,8.080339368869738e-08,0.0,1.1064460581332812e-07
Bifidobacterium,0.0,0.0,0.0,0.0,0.0,3.4338567978699585e-06,3.1316149051130784e-06,3.534602700052706e-06,2.8284571069530545e-06,2.929226947716228e-06,0.0,3.171551691541005e-06,0.0,3.0766870410439804e-07
Bivalvulida,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,5.050991782440449e-07,4.0395459429173784e-07,4.040653009932935e-07,1.0100782578331821e-06,0.0,5.0503778154151e-07,0.0,3.030330598791719e-07
Blastocatella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0203265049664675e-07,0.0,0.0,4.040653009932935e-08,0.0,9.035174803699175e-08
Blastopirellula,0.0,0.0,0.0,0.0,0.0,0.0,4.0407934259523594e-07,0.0,3.0304897574497013e-07,2.0201565156663643e-07,0.0,1.818287939813685e-07,0.0,1.8070733845542316e-07
Boergeseniella,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,0.0,7.069205400105411e-07,0.0,6.060469546999093e-07,0.0,3.4339012948020675e-07,0.0,3.319066298394348e-07
Bothrioplanida,0.0,0.0,0.0,0.0,0.0,8.079663053811667e-07,1.111218192136899e-06,9.088978371564101e-07,0.0,1.1110860836165003e-06,0.0,7.878336836581952e-07,0.0,4.5956866168967005e-07
Brevibacterium,0.0,0.0,0.0,0.0,0.0,2.7268862806614377e-06,3.1316149051130784e-06,2.6257048628962957e-06,2.929473432201378e-06,3.0302347734995466e-06,0.0,2.8887828508743472e-06,0.0,2.097929357689282e-07
Brevundimonas,0.0,0.0,0.0,0.0,0.0,2.1209115516255626e-06,2.6265157268690336e-06,2.1207616200316238e-06,2.424391805959761e-06,2.1211643414496824e-06,0.0,2.2827490091871324e-06,0.0,2.3279772326345535e-07
Brinjal,0.0,0.0,0.0,0.0,0.0,0.0,3.0305950694642694e-07,3.0296594571880336e-07,0.0,2.0201565156663643e-07,0.0,1.6160822084637332e-07,0.0,1.531809936546813e-07
Burkholderia-Paraburkholderia,0.0,0.0,0.0,0.0,0.0,3.029873645179375e-07,5.050991782440449e-07,8.079091885834757e-07,7.071142767382636e-07,3.0302347734995466e-07,0.0,5.252266970867353e-07,0.0,2.303053361556541e-07
Butyricicoccus,0.0,0.0,0.0,0.0,0.0,0.0,3.0305950694642694e-07,0.0,2.0203265049664675e-07,0.0,0.0,1.0101843148861474e-07,0.0,1.4286238055836452e-07
CAG-352,0.0,0.0,0.0,0.0,0.0,1.7169283989349792e-06,1.4142776990833259e-06,0.0,0.0,1.8181408640997278e-06,0.0,9.898693924236064e-07,0.0,9.157583836113326e-07
Caecitellus,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,0.0,0.0,2.0201565156663643e-07,0.0,8.081106457285089e-08,0.0,1.1065510773226287e-07
Cajanus,0.0,0.0,0.0,0.0,0.0,0.0,5.050991782440449e-07,0.0,2.0203265049664675e-07,3.0302347734995466e-07,0.0,2.020310612181293e-07,0.0,2.142911868638971e-07
Calditerrivibrio,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,0.0,0.0,0.0,0.0,4.0407934259523595e-08,0.0,9.035488783463738e-08
Candida-Lodderomyces,0.0,0.0,0.0,0.0,0.0,7.069705172085208e-07,2.9295752338154608e-06,1.3128524314481479e-06,1.7172775292214974e-06,1.1110860836165003e-06,0.0,1.5555523590620255e-06,0.0,8.500939004316656e-07
Candidatus,0.0,0.0,0.0,0.0,0.0,3.999433211636775e-05,4.232731113685097e-05,3.837568645771509e-05,3.666892606514139e-05,4.373638856417679e-05,0.0,4.02205288680504e-05,0.0,2.8665437328799434e-06
Cassava,0.0,0.0,0.0,0.0,0.0,3.029873645179375e-07,5.050991782440449e-07,4.0395459429173784e-07,5.050816262416169e-07,3.0302347734995466e-07,0.0,4.0402924812905836e-07,0.0,1.0104250026994992e-07
Cercomonas,0.0,0.0,0.0,0.0,0.0,1.817924187107625e-06,1.111218192136899e-06,1.8177956743128202e-06,1.8182938544698208e-06,1.919148689883046e-06,0.0,1.6968761195820424e-06,0.0,3.3030922754322277e-07
Chlamydomonas,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-07,9.091785208392809e-07,7.069205400105411e-07,0.0,0.0,0.0,4.444147579771394e-07,0.0,4.2012653431287906e-07
Chloroplast,0.0,0.0,0.0,0.0,0.0,6.362734654876687e-06,7.172408331065438e-06,6.564262157240739e-06,7.7782570441209e-06,6.8685321532656385e-06,0.0,6.9492388681138805e-06,0.0,5.558290158010303e-07
Christensenellaceae,0.0,0.0,0.0,0.0,0.0,2.3936001796917062e-05,2.0608046472357033e-05,2.2823434577483186e-05,2.3132738481866053e-05,2.27267608012466e-05,0.0,2.2645396425973988e-05,0.0,1.234126926353965e-06
Chroococcidiopsis,0.0,0.0,0.0,0.0,0.0,1.5149368225896874e-06,1.6163173703809437e-06,1.8177956743128202e-06,1.4142285534765273e-06,2.6262034703662736e-06,0.0,1.7978963782252502e-06,0.0,4.864994005234008e-07
Chryseolinea,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,0.0,6.059318914376067e-07,2.0203265049664675e-07,3.0302347734995466e-07,0.0,3.0299423439495833e-07,0.0,2.2581448914319186e-07
Cloacibacterium,0.0,0.0,0.0,0.0,0.0,5.049789408632291e-07,6.061190138928539e-07,4.0395459429173784e-07,6.060979514899403e-07,3.0302347734995466e-07,0.0,4.848347955775431e-07,0.0,1.317358755039482e-07
