Species,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5
Clostridium_sp_chh4_2,3203.0,3184.0,3197.0,3197.0,3212.0,0.0,0.0,0.0,0.0,0.0
Clostridium_symbiosum,49832.0,49789.0,50069.0,49795.0,49808.0,0.0,0.0,0.0,0.0,0.0
Cuneatibacter_caecimuris,3454.0,3342.0,3319.0,3289.0,3346.0,0.0,0.0,0.0,0.0,0.0
Dialister_invisus,89250.0,89370.0,89291.0,89951.0,89532.0,0.0,0.0,0.0,0.0,0.0
Dielma_fastidiosa,545.0,506.0,532.0,541.0,527.0,0.0,0.0,0.0,0.0,0.0
Dysosmobacter_welbionis,6715.0,6614.0,6727.0,6660.0,6724.0,0.0,0.0,0.0,0.0,0.0
Eggerthella_lenta,130744.0,131679.0,131791.0,131952.0,131376.0,0.0,0.0,0.0,0.0,0.0
Eisenbergiella_tayi,20144.0,20052.0,20139.0,20242.0,20044.0,0.0,0.0,0.0,0.0,0.0
Emergencia_timonensis,971.0,912.0,985.0,955.0,981.0,0.0,0.0,0.0,0.0,0.0
Enterocloster_aldensis,860.0,888.0,868.0,922.0,865.0,0.0,0.0,0.0,0.0,0.0
Enterocloster_bolteae,6077.0,6121.0,6170.0,6224.0,6127.0,0.0,0.0,0.0,0.0,0.0
Enterocloster_citroniae,1486.0,1523.0,1579.0,1437.0,1529.0,0.0,0.0,0.0,0.0,0.0
Enterocloster_clostridioformis,216153.0,215529.0,216036.0,216014.0,215561.0,0.0,0.0,0.0,0.0,0.0
Enterocloster_lavalensis,15301.0,15473.0,15241.0,15311.0,15242.0,0.0,0.0,0.0,0.0,0.0
Erysipelatoclostridium_ramosum,13582.0,13531.0,13749.0,13622.0,13448.0,0.0,0.0,0.0,0.0,0.0
Erysipelotrichaceae_bacterium_3_1_53,4871.0,4806.0,4745.0,4867.0,4841.0,0.0,0.0,0.0,0.0,0.0
Escherichia_coli,343448.0,343198.0,342263.0,342571.0,343779.0,0.0,0.0,0.0,0.0,0.0
Eubacterium_callanderi,12675.0,12585.0,12572.0,12568.0,12631.0,0.0,0.0,0.0,0.0,0.0
Evtepia_gabavorous,8685.0,8613.0,8678.0,8684.0,8720.0,0.0,0.0,0.0,0.0,0.0
Faecalibacillus_intestinalis,1723.0,1714.0,1703.0,1727.0,1712.0,0.0,0.0,0.0,0.0,0.0
Faecalibacterium_prausnitzii,47339.0,47091.0,47349.0,47510.0,47216.0,0.0,0.0,0.0,0.0,0.0
Faecalicatena_contorta,1333.0,1348.0,1261.0,1308.0,1282.0,0.0,0.0,0.0,0.0,0.0
Faecalicatena_orotica,125.0,134.0,142.0,142.0,149.0,0.0,0.0,0.0,0.0,0.0
Faecalimonas_umbilicata,40000.0,40156.0,39874.0,39901.0,39725.0,0.0,0.0,0.0,0.0,0.0
Flavonifractor_plautii,5803.0,5832.0,5850.0,5760.0,5859.0,0.0,0.0,0.0,0.0,0.0
GGB3005_SGB3996,38140.0,38685.0,38526.0,38353.0,38418.0,0.0,0.0,0.0,0.0,0.0
GGB3256_SGB4303,552238.0,550862.0,551817.0,552766.0,551662.0,0.0,0.0,0.0,0.0,0.0
GGB3433_SGB4573,209740.0,209483.0,209078.0,208712.0,209406.0,0.0,0.0,0.0,0.0,0.0
GGB3743_SGB5086,846.0,855.0,837.0,894.0,851.0,0.0,0.0,0.0,0.0,0.0
GGB3746_SGB5089,1474.0,1429.0,1463.0,1460.0,1472.0,0.0,0.0,0.0,0.0,0.0
GGB45432_SGB63101,3109.0,2969.0,2988.0,3081.0,3057.0,0.0,0.0,0.0,0.0,0.0
GGB6649_SGB9391,1309.0,1243.0,1289.0,1260.0,1321.0,0.0,0.0,0.0,0.0,0.0
GGB9524_SGB14923,376.0,388.0,371.0,365.0,345.0,0.0,0.0,0.0,0.0,0.0
GGB9581_SGB14999,8090.0,8010.0,8092.0,8008.0,8019.0,0.0,0.0,0.0,0.0,0.0
GGB9739_SGB15313,2155.0,2208.0,2130.0,2099.0,2196.0,0.0,0.0,0.0,0.0,0.0
Gordonibacter_pamelaeae,35621.0,35546.0,35830.0,35421.0,35331.0,0.0,0.0,0.0,0.0,0.0
Gordonibacter_urolithinfaciens,490.0,480.0,519.0,513.0,502.0,0.0,0.0,0.0,0.0,0.0
Harryflintia_acetispora,2384.0,2354.0,2339.0,2374.0,2373.0,0.0,0.0,0.0,0.0,0.0
Holdemania_filiformis,712.0,692.0,693.0,667.0,651.0,0.0,0.0,0.0,0.0,0.0
Hungatella_hathewayi,18613.0,18724.0,18799.0,18772.0,18491.0,0.0,0.0,0.0,0.0,0.0
Intestinimonas_gabonensis,8.0,7.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0
Intestinimonas_massiliensis,429.0,439.0,414.0,424.0,390.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae_bacterium,114848.0,115063.0,115361.0,115005.0,114777.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae_bacterium_NSJ_29,4305.0,4259.0,4308.0,4332.0,4370.0,0.0,0.0,0.0,0.0,0.0
Lacticaseibacillus_rhamnosus,3312.0,3323.0,3272.0,3247.0,3275.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus_crispatus,1312.0,1205.0,1235.0,1205.0,1274.0,0.0,0.0,0.0,0.0,0.0
Lactonifactor_sp_BIOML_A6,475.0,469.0,455.0,457.0,456.0,0.0,0.0,0.0,0.0,0.0
Longibaculum_muris,43500.0,43435.0,43833.0,43660.0,43651.0,0.0,0.0,0.0,0.0,0.0
Longicatena_caecimuris,292098.0,293807.0,292240.0,291988.0,292608.0,0.0,0.0,0.0,0.0,0.0
Massilimaliae_massiliensis,101.0,87.0,84.0,84.0,105.0,0.0,0.0,0.0,0.0,0.0
Mediterraneibacter_glycyrrhizinilyticus,3292.0,3379.0,3391.0,3299.0,3362.0,0.0,0.0,0.0,0.0,0.0
Monoglobus_pectinilyticus,243387.0,242440.0,242623.0,243020.0,242488.0,0.0,0.0,0.0,0.0,0.0
Murimonas_intestini,332.0,338.0,336.0,340.0,356.0,0.0,0.0,0.0,0.0,0.0
Neglecta_timonensis,96030.0,95758.0,94899.0,95516.0,95643.0,0.0,0.0,0.0,0.0,0.0
Neobittarella_massiliensis,454.0,470.0,420.0,453.0,439.0,0.0,0.0,0.0,0.0,0.0
Parabacteroides_distasonis,465851.0,466550.0,465448.0,466274.0,465006.0,0.0,0.0,0.0,0.0,0.0
Phocea_massiliensis,193.0,198.0,196.0,200.0,196.0,0.0,0.0,0.0,0.0,0.0
Roseburia_faecis,529262.0,531685.0,529753.0,530241.0,530316.0,0.0,0.0,0.0,0.0,0.0
Rothia_dentocariosa,318.0,321.0,339.0,345.0,359.0,0.0,0.0,0.0,0.0,0.0
Rothia_mucilaginosa,2439.0,2381.0,2425.0,2467.0,2398.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus_bromii,941087.0,942361.0,940487.0,941959.0,942180.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus_gauvreauii,183.0,207.0,161.0,188.0,190.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus_gnavus,118534.0,118702.0,118701.0,118856.0,119150.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus_torques,452259.0,451268.0,452352.0,452059.0,452128.0,0.0,0.0,0.0,0.0,0.0
Ruthenibacterium_lactatiformans,785.0,785.0,777.0,785.0,787.0,0.0,0.0,0.0,0.0,0.0
Scardovia_wiggsiae,1348.0,1350.0,1333.0,1334.0,1366.0,0.0,0.0,0.0,0.0,0.0
Sellimonas_intestinalis,30364.0,30591.0,30378.0,30492.0,30506.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_anginosus,593.0,583.0,578.0,605.0,613.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_gordonii,481.0,516.0,503.0,550.0,509.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_mutans,10345.0,10216.0,10320.0,10386.0,10400.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_parasanguinis,9204.0,9026.0,9228.0,9152.0,9080.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_salivarius,7104.0,7212.0,7168.0,7086.0,7186.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_sobrinus,22816.0,23035.0,22873.0,23121.0,23010.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_thermophilus,68488.0,68652.0,68656.0,68717.0,68748.0,0.0,0.0,0.0,0.0,0.0
Turicibacter_sanguinis,24854.0,24699.0,24832.0,24728.0,24879.0,0.0,0.0,0.0,0.0,0.0
Acinetobacter sp. Salman2  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Actinopterygii,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,5.0,3.0
Adeleorina,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,12.0
Agrobacterium sp. ZX09  ,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,5.0,6.0
Albicans,0.0,0.0,0.0,0.0,0.0,9252861.0,9252815.0,9253856.0,9253700.0,9254218.0
Alteromonas stellipolaris LMG 21856 ,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0,24.0
Anaerofustis stercorihominis DSM 17244 ,0.0,0.0,0.0,0.0,0.0,431.0,440.0,412.0,424.0,415.0
Anaerotruncus sp. NML 070203 ,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0
Aphagea,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Archaeognatha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Armophorida,0.0,0.0,0.0,0.0,0.0,205.0,213.0,224.0,243.0,227.0
Artomyces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Aspergillus,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
Bacillariophyceae,0.0,0.0,0.0,0.0,0.0,392.0,383.0,380.0,401.0,391.0
Bacillus aerius   ,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0
Bacillus aryabhattai   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Bacillus licheniformis   ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,4.0,0.0
Bacillus sp. mixed culture J3-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
Bacillus subtilis   ,0.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,7.0,2.0
Bacteroides intestinalis,0.0,0.0,0.0,0.0,0.0,13.0,29.0,13.0,34.0,18.0
Bacteroides thetaiotaomicron   ,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,8.0
Bernardetia litoralis,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Bilophila wadsworthia 3_1_6  ,0.0,0.0,0.0,0.0,0.0,27.0,24.0,32.0,25.0,23.0
Blautia producta   ,0.0,0.0,0.0,0.0,0.0,6.0,10.0,9.0,7.0,8.0
Blautia wexlerae   ,0.0,0.0,0.0,0.0,0.0,158.0,185.0,141.0,186.0,116.0
Bothrioplanidae,0.0,0.0,0.0,0.0,0.0,8.0,11.0,9.0,0.0,11.0
Brevundimonas diminuta   ,0.0,0.0,0.0,0.0,0.0,15.0,17.0,15.0,20.0,16.0
Burkholderia sp. COPE9  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0
Burkholderia sp. UT 2-04 ,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,5.0,0.0
Calanoida,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0
Candida sp. P2 ,0.0,0.0,0.0,0.0,0.0,173.0,28.0,138.0,5.0,169.0
Candida tropicalis  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667.0,0.0
Candidatus Stoquefichus sp. SB1,0.0,0.0,0.0,0.0,0.0,25.0,23.0,0.0,0.0,31.0
Ceratomyxa sp. 2 RJG-2011,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,8.0
Chaetosphaeridium globosum   ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0
Chloromyxum sp. RJG-2011a ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Cladococcus,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0
Clostridia bacterium UC5.1-1E11  ,0.0,0.0,0.0,0.0,0.0,68.0,67.0,76.0,64.0,65.0
Clostridium sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Clostridium sp. YIT 12070 ,0.0,0.0,0.0,0.0,0.0,9.0,10.0,9.0,0.0,0.0
Colacogloea,0.0,0.0,0.0,0.0,0.0,742.0,759.0,728.0,713.0,713.0
Conidiobolus osmodes  ,0.0,0.0,0.0,0.0,0.0,61.0,53.0,59.0,59.0,61.0
Continenticola,0.0,0.0,0.0,0.0,0.0,53.0,47.0,31.0,35.0,44.0
Cryptococcus,0.0,0.0,0.0,0.0,0.0,295.0,314.0,340.0,328.0,365.0
Dactylosporangium roseum   ,0.0,0.0,0.0,0.0,0.0,26.0,18.0,21.0,15.0,21.0
Dendrodoa grossularia  ,0.0,0.0,0.0,0.0,0.0,79.0,79.0,96.0,78.0,84.0
Dendrothele,0.0,0.0,0.0,0.0,0.0,590.0,598.0,0.0,604.0,0.0
Denitrobacterium sp. CCUG 45665 ,0.0,0.0,0.0,0.0,0.0,1063.0,1064.0,1111.0,1121.0,1069.0
Desulfurococcus fermentans   ,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
Dickeya phage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0
Dictyococcus,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Dictyopteris,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Diplonema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Dokdonia pacifica   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
Echinococcus vogeli  ,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Ectopleura wrighti  ,0.0,0.0,0.0,0.0,0.0,4.0,7.0,8.0,6.0,4.0
Eggerthella sp. HGA1  ,0.0,0.0,0.0,0.0,0.0,1327.0,1243.0,1321.0,1291.0,1313.0
Eimeriorina,0.0,0.0,0.0,0.0,0.0,264.0,279.0,253.0,258.0,276.0
Embryophyta,0.0,0.0,0.0,0.0,0.0,6303.0,4251.0,4324.0,4288.0,6283.0
Ensifer meliloti   ,0.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,8.0,7.0
Enterococcus durans   ,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
Enterococcus faecium   ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Enterococcus raffinosus cftri2200  ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Eocronartium,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,22.0
Erythrobacter sp. REDSEA-S41_B1  ,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0
Escherichia coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
Escherichia coli   ,0.0,0.0,0.0,0.0,0.0,34.0,0.0,70.0,14.0,2.0
Euglenophyceae,0.0,0.0,0.0,0.0,0.0,21.0,21.0,26.0,25.0,5.0
Euglyphida,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0
Euplotia,0.0,0.0,0.0,0.0,0.0,25.0,29.0,33.0,25.0,25.0
Faecalimonas umbilicata,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,15.0
Faecalitalea cylindroides   ,0.0,0.0,0.0,0.0,0.0,1890.0,1948.0,1967.0,1928.0,1940.0
Fasciola hepatica (liver fluke),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
Fragilariales,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Geobacillus sp. 1P03TB  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Gonyaulacales,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0
Halobacteriaceae archaeon SHRA6  ,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,5.0
Halocyprida,0.0,0.0,0.0,0.0,0.0,5.0,9.0,8.0,7.0,7.0
Haloferax sp. BAB-2234  ,0.0,0.0,0.0,0.0,0.0,21.0,22.0,14.0,15.0,19.0
Halomonas sp. VKRKNi8  ,0.0,0.0,0.0,0.0,0.0,5.0,13.0,12.0,12.0,12.0
Harpacticoida,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,3.0
Helicobasidium,0.0,0.0,0.0,0.0,0.0,19.0,27.0,18.0,20.0,19.0
Hypotrichia,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Hypoxylon fragiforme,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Kazachstania,0.0,0.0,0.0,0.0,0.0,509.0,479.0,494.0,461.0,0.0
Klebsiella oxytoca   ,0.0,0.0,0.0,0.0,0.0,14.0,11.0,13.0,8.0,11.0
Klebsiella sp. A4-1  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Klebsormidium,0.0,0.0,0.0,0.0,0.0,138.0,136.0,123.0,129.0,125.0
Kluyvera georgiana   ,0.0,0.0,0.0,0.0,0.0,41.0,47.0,47.0,41.0,59.0
Kluyveromyces,0.0,0.0,0.0,0.0,0.0,5006.0,4848.0,4961.0,3591.0,4860.0
Lactobacillus casei   ,0.0,0.0,0.0,0.0,0.0,174.0,205.0,253.0,185.0,195.0
Lactobacillus gasseri   ,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
Lactobacillus pentosus   ,0.0,0.0,0.0,0.0,0.0,12.0,12.0,11.0,0.0,5.0
Lactobacillus rhamnosus   ,0.0,0.0,0.0,0.0,0.0,63.0,42.0,0.0,0.0,35.0
Leuconostoc mesenteroides   ,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Lutimonas saemankumensis   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0
Magnusiomyces,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Marinococcus halophilus   ,0.0,0.0,0.0,0.0,0.0,16.0,19.0,14.0,19.0,14.0
Marinomonas sp. H1611  ,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0
Mediophyceae,0.0,0.0,0.0,0.0,0.0,110.0,98.0,98.0,111.0,107.0
Megasphaera paucivorans   ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Meloidoderita salina,0.0,0.0,0.0,0.0,0.0,48.0,55.0,54.0,55.0,57.0
Melosirids,0.0,0.0,0.0,0.0,0.0,79.0,63.0,80.0,72.0,70.0
Mercenaria mercenaria  ,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Mesodiniidae,0.0,0.0,0.0,0.0,0.0,58.0,63.0,49.0,52.0,63.0
Mesorhizobium sp. C-13-Coimbra  ,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,8.0,6.0
Metakinetoplastina,0.0,0.0,0.0,0.0,0.0,8.0,9.0,4.0,2.0,4.0
Metalistrophorus pagenstecheri  ,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,3.0
Methanobacterium sp. IM1  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0
Methanobrevibacter cuticularis   ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Methanosarcina lacustris   ,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0
Micromegistus bakeri  ,0.0,0.0,0.0,0.0,0.0,7.0,9.0,11.0,7.0,7.0
Micromonas,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Moniliella suaveolens  ,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.0,25.0,0.0
Mycobacterium sp. IMCC13008  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Myroides odoratus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Nassophorea,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Nematoda environmental sample ,0.0,0.0,0.0,0.0,0.0,829.0,860.0,865.0,830.0,825.0
Neoptera,0.0,0.0,0.0,0.0,0.0,242.0,224.0,227.0,243.0,233.0
Neosiphonia paniculata   ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,6.0
Nerita polita,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
Neurospora,0.0,0.0,0.0,0.0,0.0,125.0,119.0,119.0,127.0,107.0
Nothrus silvestris  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
Oceanococcus atlanticus   ,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,6.0
Ochrobactrum sp. c260  ,0.0,0.0,0.0,0.0,0.0,22.0,27.0,20.0,22.0,25.0
Oleibacter marinus   ,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,11.0,11.0
Oligohymenophorea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Paenibacillus sp. M10-6  ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
Paenibacillus validus   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Paracraurococcus ruber   ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Phormidium sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Plasmodium,0.0,0.0,0.0,0.0,0.0,103.0,125.0,120.0,122.0,111.0
Poduridae environmental sample ,0.0,0.0,0.0,0.0,0.0,538.0,531.0,516.0,528.0,523.0
Polaribacter sp. Hel_I_88 ,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0
Propionibacteriaceae bacterium SK081  ,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,13.0,12.0
Prostomatea,0.0,0.0,0.0,0.0,0.0,14.0,10.0,6.0,13.0,13.0
Proteus mirabilis   ,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0
Pseudoalteromonas sp. 7032  ,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,2.0
Pseudochrobactrum sp. IR17  ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Pseudomonas monteilii   ,0.0,0.0,0.0,0.0,0.0,19.0,30.0,17.0,31.0,18.0
Pseudomonas sp. BR 9109 ,0.0,0.0,0.0,0.0,0.0,12.0,7.0,10.0,12.0,0.0
Pseudomonas sp. MsC-01-4CH2-05  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
