Class,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5,meta_mean,pam_mean,meta_std,pam_std
Platyhelminthes,0.0,0.0,0.0,0.0,0.0,8.962337580156275e-07,9.547114885396035e-07,6.684590937935787e-07,5.42007179269886e-07,8.258533254458492e-07,0.0,7.77452969012909e-07,0.0,1.696956377067353e-07
Porifera,0.0,0.0,0.0,0.0,0.0,1.5648525933606196e-07,1.282448268187527e-07,9.955773737351171e-08,9.984342776024216e-08,1.423885043872154e-07,0.0,1.253039511351568e-07,0.0,2.541608970865466e-08
Pucciniomycotina,0.0,0.0,0.0,0.0,0.0,0.0004257679387880908,0.0004278104928421569,0.0004278564876296218,0.00042829977839779315,0.00042350612859889475,0.0,0.00042664816525131145,0.0,2.0115955940298476e-06
Rhizaria,0.0,0.0,0.0,0.0,0.0,2.3558144496410785e-05,2.3540050433842163e-05,2.1888479688262078e-05,2.2621668061106295e-05,2.300998230897401e-05,0.0,2.2923664997719065e-05,0.0,6.987053551007923e-07
Rhodophyceae,0.0,0.0,0.0,0.0,0.0,1.56485259336062e-07,1.4249425202083634e-07,2.2756054256802674e-07,1.1410677458313391e-07,2.562993078969877e-07,0.0,1.7938922728100932e-07,0.0,5.996512672829063e-08
S0134 terrestrial group,0.0,0.0,0.0,0.0,0.0,6.083526632321812e-06,4.570179671616238e-06,4.561554900273643e-06,6.09952628729286e-06,0.0,0.0,4.262957498300911e-06,0.0,2.502189510858959e-06
S085,0.0,0.0,0.0,0.0,0.0,4.562644974241359e-06,9.140359343232476e-06,4.561554900273643e-06,4.574644715469645e-06,6.089050741753299e-06,0.0,5.785650934994085e-06,0.0,1.9878889992293817e-06
SPOTSOCT00m83,0.0,0.0,0.0,0.0,0.0,6.083526632321812e-06,0.0,7.602591500456072e-06,6.09952628729286e-06,0.0,0.0,3.957128884014149e-06,0.0,3.6646476541018573e-06
Saccharomycotina,0.0,0.0,0.0,0.0,0.0,0.00010585516497451247,0.00010148440628923964,0.00010426539609788777,0.00010482133580143138,9.688113838506135e-05,0.0,0.00010266148830962652,0.0,3.6136892282706204e-06
Scyphozoa,0.0,0.0,0.0,0.0,0.0,2.56066788004465e-07,1.4249425202083634e-07,2.133380086575251e-07,2.1395020234337606e-07,1.423885043872154e-07,0.0,1.9364755108268357e-07,0.0,4.9850332944365536e-08
Soil Crenarchaeotic Group(SCG),0.0,0.0,0.0,0.0,0.0,1.9771461555045886e-05,2.894447125356951e-05,1.9766737901185786e-05,2.134834200552501e-05,2.283394028157487e-05,0.0,2.253299059938021e-05,0.0,3.8039204721625616e-06
Sordariomycetes,0.0,0.0,0.0,0.0,0.0,9.69070533270231e-05,9.072609026166651e-05,9.829193185547706e-05,9.101441607687218e-05,9.045941683719793e-05,0.0,9.347978167164735e-05,0.0,3.797579097989808e-06
Sphingobacteriia,0.0,0.0,0.0,0.0,0.0,0.0001262331776206776,0.00012034806468589428,0.00013076457380784443,0.00011741588103038755,0.00012178101483506599,0.0,0.00012330854239597398,0.0,5.2432604909317454e-06
Spirochaetes,0.0,0.0,0.0,0.0,0.0,0.000597706491625618,0.0006367783675785292,0.0006918358265415026,0.0006069028655856396,0.0006728401069637396,0.0,0.0006412127316590058,0.0,4.0781772953005795e-05
Stramenopiles,0.0,0.0,0.0,0.0,0.0,9.06191910882468e-06,7.908430987156418e-06,8.192179532448963e-06,8.443901319151908e-06,8.244294404019771e-06,0.0,8.370145070320348e-06,0.0,4.314746000810345e-07
Subgroup 6,0.0,0.0,0.0,0.0,0.0,0.00039238746778475685,0.00039760563143061275,0.00039685527632380693,0.00036902134038121803,0.0004033996116411561,0.0,0.0003918538655123101,0.0,1.3351124580004292e-05
Thermococci,0.0,0.0,0.0,0.0,0.0,9.125289948482717e-06,1.0663752567104557e-05,1.2164146400729715e-05,1.0674171002762506e-05,9.133576112629948e-06,0.0,1.0352187206341888e-05,0.0,1.2722256620163098e-06
Thermoleophilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.041036600182429e-06,3.04976314364643e-06,4.566788056314974e-06,0.0,2.1315175600287665e-06,0.0,2.042527627948973e-06
Thermoplasmata,0.0,0.0,0.0,0.0,0.0,0.0004653897873726186,0.0004448308213706472,0.0004546349717272731,0.00047271328726519664,0.0004414561787771142,0.0,0.00045580500930256994,0.0,1.3280140816784933e-05
Thermoprotei,0.0,0.0,0.0,0.0,0.0,9.125289948482717e-06,1.0663752567104557e-05,1.5205183000912144e-05,4.574644715469645e-06,9.133576112629948e-06,0.0,9.740489268919802e-06,0.0,3.812743645847633e-06
Tubulinea,0.0,0.0,0.0,0.0,0.0,0.0,2.849885040416727e-08,2.844506782100335e-08,4.2790040468675215e-08,2.847770087744308e-08,0.0,2.5642331914257785e-08,0.0,1.5617517714667032e-08
Ustilaginomycotina,0.0,0.0,0.0,0.0,0.0,7.25522566012651e-07,1.1399540161666907e-06,9.52909772003612e-06,1.0126976244253134e-06,8.614504515426531e-06,0.0,4.204355288413461e-06,0.0,4.45762854776885e-06
Verrucomicrobia Unknown Order,0.0,0.0,0.0,0.0,0.0,7.604408290402264e-06,4.570179671616238e-06,6.082073200364858e-06,4.574644715469645e-06,3.0445253708766496e-06,0.0,5.17516624974593e-06,0.0,1.7313262645099962e-06
Xenacoelomorpha,0.0,0.0,0.0,0.0,0.0,1.5648525933606196e-07,8.549655121250181e-08,0.0,0.0,0.0,0.0,4.839636210971276e-08,0.0,7.086299692264347e-08
uncultured Candidatus Saccharibacteria bacterium ,0.0,0.0,0.0,0.0,0.0,3.041763316160906e-06,0.0,3.041036600182429e-06,0.0,3.0445253708766496e-06,0.0,1.825465057443997e-06,0.0,1.6664144914574691e-06
uncultured Desulfurococcales archaeon,0.0,0.0,0.0,0.0,0.0,3.041763316160906e-06,0.0,3.041036600182429e-06,0.0,0.0,0.0,1.2165599832686671e-06,0.0,1.6658433833000328e-06
uncultured Epsilonproteobacteria bacterium  ,0.0,0.0,0.0,0.0,0.0,4.562644974241359e-06,0.0,4.561554900273643e-06,0.0,4.566788056314974e-06,0.0,2.7381975861659954e-06,0.0,2.499621737186204e-06
uncultured archaeon   ,0.0,0.0,0.0,0.0,0.0,0.00014448375751764303,0.00015081592916333587,0.00016269545810975995,0.0001509632756104983,0.00013700364168944923,0.0,0.00014919241241813727,0.0,9.471557011211513e-06
uncultured bacterium   ,0.0,0.0,0.0,0.0,0.0,0.0002813631067448838,0.0002909681057595672,0.00029954210511796926,0.0002927772617900573,0.0003059747997731033,0.0,0.00029412507583711616,0.0,9.279157848045932e-06
uncultured crenarchaeote   ,0.0,0.0,0.0,0.0,0.0,7.604408290402264e-06,2.742107802969743e-05,3.041036600182429e-06,0.0,0.0,0.0,7.6133045840564235e-06,0.0,1.1501939139917558e-05
uncultured euryarchaeote  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04976314364643e-06,0.0,0.0,6.09952628729286e-07,0.0,1.3638955408933749e-06
uncultured marine eukaryote  ,0.0,0.0,0.0,0.0,0.0,4.267779800074417e-08,0.0,0.0,2.8526693645783477e-08,4.271655131616462e-08,0.0,2.2784208592538455e-08,0.0,2.1588594459561956e-08
uncultured organism   ,0.0,0.0,0.0,0.0,0.0,1.5208816580804528e-05,1.6757325462592873e-05,2.432829280145943e-05,1.829857886187858e-05,1.6744889539821574e-05,0.0,1.8267580649311398e-05,0.0,3.5597994764837333e-06
